"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.47929126927228e-64,1.42951636397668,0.415,0.194,6.05868937081769e-60,"E11.5","Kcnk5"
4.72020290494368e-64,0.93476900966988,0.698,0.472,6.38454644922682e-60,"E11.5","Hyou1"
5.93805290026371e-64,1.28332776196464,0.39,0.172,8.03181035289669e-60,"E11.5","Siva1"
1.05037393574512e-63,1.01879539594124,0.707,0.477,1.42073578548884e-59,"E11.5","Atp5g1"
1.0873889526677e-63,1.0666750712767,0.626,0.381,1.47080229737833e-59,"E11.5","Exo1"
1.11013602077492e-63,0.887252177949206,0.727,0.495,1.50156998170016e-59,"E11.5","Psma4"
1.45425845912302e-63,0.8655696658676,0.793,0.584,1.9670299918098e-59,"E11.5","Dkc1"
1.486374663771e-63,0.768102316875542,0.847,0.702,2.01047037021666e-59,"E11.5","Obi1"
1.53719500495466e-63,0.918102050146706,0.711,0.478,2.07920996370167e-59,"E11.5","Rpl35"
2.17030946074569e-63,0.954911689363244,0.653,0.423,2.93556057660462e-59,"E11.5","Cox5b"
2.28396771630132e-63,1.04644106192867,0.679,0.444,3.08929473306916e-59,"E11.5","Dhfr"
2.74869742492047e-63,0.875093330344778,0.776,0.561,3.71788813694742e-59,"E11.5","Homer3"
4.55095513699887e-63,0.862687136301607,0.818,0.61,6.15562191830467e-59,"E11.5","Mcm6"
4.55713410024354e-63,0.923899460752585,0.611,0.368,6.16397958398941e-59,"E11.5","Knstrn"
6.04335627885612e-63,0.97517056611005,0.69,0.448,8.17424370278079e-59,"E11.5","Ptbp1"
7.80925033700921e-63,1.01607574528313,0.555,0.315,1.05627920058387e-58,"E11.5","Cdkn2aip"
7.89548254636348e-63,1.21949419681436,0.429,0.202,1.06794296922112e-58,"E11.5","Gmnn"
7.92483223983607e-63,1.00138605439259,0.652,0.412,1.07191280876023e-58,"E11.5","Ncaph"
1.20142648230405e-62,1.41313021917791,0.336,0.135,1.62504945996446e-58,"E11.5","Dnlz"
1.28927232349894e-62,0.853279763824539,0.789,0.571,1.74386974476466e-58,"E11.5","Cox8a"
1.44517763356225e-62,0.769869728455982,0.914,0.777,1.9547472671563e-58,"E11.5","Notch1"
1.92236501488793e-62,0.854131733806446,0.758,0.56,2.60019091913741e-58,"E11.5","Eif1ax"
2.11387257042326e-62,1.20589645698676,0.47,0.237,2.8592240387545e-58,"E11.5","Orc1"
2.11580196698867e-62,1.54466037503357,0.537,0.318,2.86183374054887e-58,"E11.5","Hoxc5"
2.22098214097634e-62,1.13418908161348,0.516,0.277,3.0041004438846e-58,"E11.5","Pgp"
3.10097631027403e-62,1.00263328587856,0.597,0.369,4.19438055727666e-58,"E11.5","Ndufc1"
3.2111195868483e-62,1.0840820336923,0.528,0.29,4.34336035317101e-58,"E11.5","Chml"
4.20911448226681e-62,0.87001317303603,0.738,0.522,5.69324824871408e-58,"E11.5","Mcl1"
4.27718814952625e-62,0.909656156978558,0.714,0.499,5.78532469104921e-58,"E11.5","Wbp1"
4.74072397494552e-62,1.47549983989898,0.362,0.155,6.41230324851132e-58,"E11.5","Coa3"
4.81277824062629e-62,0.754950582328088,0.831,0.646,6.50976384827112e-58,"E11.5","Snrpb"
5.29353444413422e-62,0.863085715841707,0.691,0.458,7.16003468913594e-58,"E11.5","Dbi"
6.24029701900029e-62,0.885812866289801,0.758,0.544,8.44062574789979e-58,"E11.5","Cnpy2"
6.50178392219231e-62,0.879307440570381,0.688,0.449,8.79431293315731e-58,"E11.5","Dnttip2"
7.15053329117104e-62,0.850076302548314,0.826,0.619,9.67181132963795e-58,"E11.5","E2f7"
8.16344034747078e-62,0.94182975574832,0.638,0.405,1.1041869413989e-57,"E11.5","Nuf2"
8.31999106655296e-62,0.834330887004463,0.789,0.567,1.12536199166195e-57,"E11.5","Myl6"
8.96129239350295e-62,0.908205723394878,0.701,0.496,1.21210440914521e-57,"E11.5","Mta2"
1.03453217637258e-61,1.43221316501379,0.324,0.126,1.39930822176155e-57,"E11.5","Hrob"
1.38254399675651e-61,1.39274384520282,0.367,0.158,1.87002901001285e-57,"E11.5","Bcl2l12"
1.7140046857667e-61,0.860010234361276,0.799,0.627,2.31836273796803e-57,"E11.5","Eif2s3x"
2.57444141594035e-61,0.960016959223571,0.606,0.368,3.48218945920091e-57,"E11.5","Spc25"
3.11517618887678e-61,0.894627515755661,0.731,0.494,4.21358731307473e-57,"E11.5","Mastl"
4.05420687563612e-61,0.885865810604589,0.728,0.527,5.48372021998542e-57,"E11.5","Cox5a"
5.33791887856961e-61,0.84135060862789,0.733,0.523,7.22006907515325e-57,"E11.5","Mmgt1"
6.37322711697583e-61,0.916463195011844,0.708,0.475,8.6204269984215e-57,"E11.5","Gm49692"
6.95804427482399e-61,0.831780745993661,0.683,0.454,9.41145068612693e-57,"E11.5","Ddah2"
7.91060657180214e-61,1.20700360958104,0.471,0.246,1.06998864490196e-56,"E11.5","Kctd10"
8.02369361304302e-61,1.5101460803629,0.263,0.089,1.0852847981002e-56,"E11.5","Cks1b"
8.8681473208696e-61,1.51547218142535,0.269,0.092,1.19950560662082e-56,"E11.5","Slc35a4"
1.06261228834119e-60,0.920480159710168,0.705,0.474,1.43728938121029e-56,"E11.5","Timeless"
1.11593955207944e-60,1.13617242656923,0.541,0.31,1.50941983814265e-56,"E11.5","Rfc4"
1.11896139661746e-60,0.995600781256554,0.603,0.374,1.51350718506477e-56,"E11.5","Bud31"
1.22000821225579e-60,1.37896600920451,0.344,0.141,1.65018310789718e-56,"E11.5","H2ac20"
1.26814891219053e-60,0.907070967708922,0.68,0.463,1.71529821862891e-56,"E11.5","Rbmxl1"
1.80080469130337e-60,0.913108385016536,0.714,0.48,2.43576842545694e-56,"E11.5","Depdc1b"
1.97657195405744e-60,0.873222617628261,0.697,0.483,2.67351122505809e-56,"E11.5","Odc1"
3.21297966023652e-60,0.959171046333749,0.609,0.375,4.34587628843592e-56,"E11.5","Psmb4"
3.29920739923342e-60,0.757986254245226,0.821,0.608,4.46250792820313e-56,"E11.5","Sub1"
3.79720553175626e-60,0.750848007752401,0.907,0.756,5.13610020225352e-56,"E11.5","Mlec"
3.90286040595519e-60,1.0336853668839,0.597,0.372,5.27900898509499e-56,"E11.5","Rhob"
4.74868902472944e-60,0.898204140456352,0.7,0.491,6.42307677484904e-56,"E11.5","Eef1d"
4.92913860771254e-60,0.796863963954985,0.76,0.527,6.66715288079198e-56,"E11.5","Ckap2l"
5.9433875240475e-60,0.803006977264395,0.821,0.668,8.03902596502665e-56,"E11.5","Elovl2"
7.94117565788197e-60,0.876946080992111,0.82,0.647,1.07412341948512e-55,"E11.5","Enc1"
8.73726113732662e-60,0.817086926785712,0.745,0.554,1.1818019414348e-55,"E11.5","Gm1673"
1.12794175853921e-59,0.852508521622689,0.739,0.542,1.52565402260013e-55,"E11.5","Wdr6"
1.2044884376442e-59,1.62505899722276,0.274,0.099,1.62919106075754e-55,"E11.5","Tstd3"
1.61347726767283e-59,0.911901688140742,0.781,0.605,2.18238935225427e-55,"E11.5","Jpt2"
1.83660060068582e-59,0.939360202607959,0.698,0.482,2.48418597248764e-55,"E11.5","Prpf19"
1.97614309158791e-59,1.22122685529698,0.926,0.897,2.6729311456818e-55,"E11.5","Rarb"
2.02095669585705e-59,1.50723223499237,0.352,0.15,2.73354602681624e-55,"E11.5","Pole3"
2.0580727824433e-59,1.38970247825066,0.365,0.16,2.78374924553281e-55,"E11.5","Mycl"
2.37089694258199e-59,1.0253188339117,0.558,0.337,3.2068752045364e-55,"E11.5","Ndufb7"
2.49430271452528e-59,0.915297400643235,0.657,0.432,3.37379385166689e-55,"E11.5","Bex3"
2.6024437638123e-59,0.936393028689917,0.619,0.386,3.52006543493251e-55,"E11.5","Cep55"
3.13734367425696e-59,1.07096539260178,0.521,0.293,4.24357105379997e-55,"E11.5","Snhg1"
3.24067066762037e-59,1.01110650305948,0.557,0.324,4.38333114502331e-55,"E11.5","Qars"
5.9945032595079e-59,1.65045967100226,0.292,0.111,8.10816510881039e-55,"E11.5","Nkiras2"
9.47949866205484e-59,0.984304789496911,0.643,0.415,1.28219698902954e-54,"E11.5","Eif3l"
1.01593075737118e-58,0.773054411543821,0.743,0.527,1.37414794242026e-54,"E11.5","Cacybp"
1.06666975718328e-58,1.60716347099014,0.273,0.097,1.44277751356611e-54,"E11.5","Chmp6"
1.30090157201821e-58,0.796063894777365,0.802,0.603,1.75959946631184e-54,"E11.5","Eif3f"
1.33464786574814e-58,1.45848125551182,0.326,0.132,1.80524470321094e-54,"E11.5","Ints5"
1.44835615004292e-58,1.48773754921013,0.324,0.132,1.95904652854806e-54,"E11.5","Nans"
2.46397949875781e-58,1.3503858127168,0.383,0.178,3.33277867001981e-54,"E11.5","Pfdn6"
3.25367537640856e-58,1.54380275545837,0.274,0.097,4.40092131413022e-54,"E11.5","Gm47761"
3.64784502059888e-58,1.37183237171696,0.418,0.205,4.93407517486204e-54,"E11.5","Nelfcd"
