"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sox11",4.45827838648113e-77,1.05602510027276,1,0.991,4.54298567582427e-73,"2","Sox11"
"Phactr1",1.10436752909185e-76,1.31302618765838,0.992,0.899,1.1253505121446e-72,"2","Phactr1"
"Magi2",2.02066376704123e-76,1.19024020177225,1,0.99,2.05905637861501e-72,"2","Magi2"
"Tuba1a",3.25477276141237e-76,1.29071858775401,0.996,0.871,3.3166134438792e-72,"2","Tuba1a"
"Fgf14",1.15035211968567e-75,1.45981998168027,0.988,0.919,1.1722088099597e-71,"2","Fgf14"
"Map2",1.38023386258916e-75,1.14103013434666,1,0.964,1.40645830597835e-71,"2","Map2"
"Grin2b",2.61976553895049e-75,1.69498326453181,0.953,0.728,2.66954108419055e-71,"2","Grin2b"
"Gria4",6.36367672367521e-75,1.40562017222613,0.992,0.833,6.48458658142504e-71,"2","Gria4"
"Elavl3",1.52609385608223e-74,1.31008170552605,0.988,0.806,1.5550896393478e-70,"2","Elavl3"
"Xkr4",5.32582775456922e-74,1.34982983100048,0.984,0.856,5.42701848190604e-70,"2","Xkr4"
"Ank2",7.63790204805018e-74,1.07451674536742,1,0.985,7.78302218696313e-70,"2","Ank2"
"Tmem178b",8.99401031294122e-74,1.28192760959766,1,0.886,9.16489650888711e-70,"2","Tmem178b"
"Snhg14",9.52423211004063e-74,1.52132308912774,0.961,0.672,9.70519252013141e-70,"2","Snhg14"
"Nav3",2.51281763289152e-73,1.06728729600142,1,0.986,2.56056116791646e-69,"2","Nav3"
"Scn3a",5.69164970795768e-73,1.4728321553599,0.969,0.664,5.79979105240888e-69,"2","Scn3a"
"Dclk1",3.15475216464451e-71,1.05360007670415,1,0.947,3.21469245577276e-67,"2","Dclk1"
"Csrnp3",4.10817722512428e-71,1.38793956767366,0.969,0.725,4.18623259240164e-67,"2","Csrnp3"
"Gabrb3",2.67504782757397e-70,1.38890270074126,0.981,0.764,2.72587373629787e-66,"2","Gabrb3"
"Ctnna2",3.29841381712477e-70,1.01730846053823,1,0.999,3.36108367965014e-66,"2","Ctnna2"
"Dcx",3.9656152679114e-70,1.2855607517811,0.992,0.835,4.04096195800172e-66,"2","Dcx"
"Dpp6",6.84279966226795e-70,1.3977469627394,0.981,0.868,6.97281285585104e-66,"2","Dpp6"
"Cntnap2",1.02876243983117e-69,1.41772534183574,1,0.949,1.04830892618796e-65,"2","Cntnap2"
"Cadm2",1.70285304154048e-69,1.25560149389716,0.992,0.968,1.73520724932975e-65,"2","Cadm2"
"Cadps",1.71065930540493e-69,1.16099441119855,0.996,0.902,1.74316183220762e-65,"2","Cadps"
"Rims2",1.76814724256173e-69,1.2612405731522,0.992,0.849,1.8017420401704e-65,"2","Rims2"
"Dpysl3",4.02144495778946e-69,1.16772095610266,1,0.896,4.09785241198746e-65,"2","Dpysl3"
"Ina",9.19404317620254e-69,1.47465290035669,0.953,0.651,9.36872999655039e-65,"2","Ina"
"Gria2",3.27410192602191e-68,1.35502738370178,0.984,0.784,3.33630986261632e-64,"2","Gria2"
"Nrxn2",6.65045453070523e-68,1.46184119426866,0.953,0.578,6.77681316678863e-64,"2","Nrxn2"
"Marchf1",1.02210294466002e-67,1.45960534492226,0.984,0.759,1.04152290060856e-63,"2","Marchf1"
"Snrpn",8.03438599825895e-67,1.46001196984223,0.934,0.574,8.18703933222587e-63,"2","Snrpn"
"Tnik",1.43280850366204e-66,1.13720216133963,0.992,0.908,1.46003186523162e-62,"2","Tnik"
"Mapk10",3.55271295957034e-66,1.54559922165052,0.965,0.752,3.62021450580217e-62,"2","Mapk10"
"Frmd5",1.81699507934775e-65,1.14305701341549,0.992,0.901,1.85151798585535e-61,"2","Frmd5"
"Rims1",4.79261423234092e-65,1.22700859105974,0.984,0.805,4.8836739027554e-61,"2","Rims1"
"Stmn2",6.08081655828201e-65,1.25588371241122,0.984,0.693,6.19635207288937e-61,"2","Stmn2"
"Nova1",1.26967458531829e-64,1.66652726196524,0.93,0.671,1.29379840243934e-60,"2","Nova1"
"Tubb2b",1.41446265819613e-64,1.35481713456888,0.961,0.713,1.44133744870186e-60,"2","Tubb2b"
"Ralyl",6.123495702892e-64,1.69355082320756,0.957,0.832,6.23984212124695e-60,"2","Ralyl"
"Csmd2",7.02800598144498e-64,1.51065912425019,0.95,0.614,7.16153809509243e-60,"2","Csmd2"
"Gabrb2",1.06262881257792e-63,1.84692808000473,0.864,0.432,1.0828187600169e-59,"2","Gabrb2"
"Nrxn3",1.79432588876047e-63,1.31910475514229,1,0.996,1.82841808064692e-59,"2","Nrxn3"
"Nlgn1",6.24670426740671e-63,1.1502676126425,0.996,0.983,6.36539164848744e-59,"2","Nlgn1"
"Grik2",1.2054357845989e-62,1.29294162971065,1,0.96,1.22833906450628e-58,"2","Grik2"
"Chl1",1.53823890370212e-62,1.61712148664356,0.965,0.719,1.56746544287246e-58,"2","Chl1"
"Gpm6a",3.23930295172476e-62,1.3059008843166,0.969,0.706,3.30084970780753e-58,"2","Gpm6a"
"Rbfox1",3.49433816657875e-62,1.29531584322576,1,0.982,3.56073059174375e-58,"2","Rbfox1"
"Akap6",1.12923696227716e-61,1.0406259199127,0.996,0.924,1.15069246456042e-57,"2","Akap6"
"Csmd3",2.75477445531893e-61,1.46381886097655,0.965,0.803,2.80711516996999e-57,"2","Csmd3"
"Macrod2",4.90072638202667e-61,1.03724821306877,1,0.983,4.99384018328518e-57,"2","Macrod2"
"Pde4d",5.33898437375493e-61,0.917874080344261,1,0.985,5.44042507685627e-57,"2","Pde4d"
"Pou2f2",1.46548675116784e-60,1.89008767289125,0.822,0.356,1.49333099944003e-56,"2","Pou2f2"
"Srgap1",2.65677206179602e-60,0.999726609570817,1,0.931,2.70725073097014e-56,"2","Srgap1"
"Hecw1",3.01756696375447e-60,1.24152187013471,0.977,0.716,3.0749007360658e-56,"2","Hecw1"
"Ctnnd2",5.23030741522565e-60,0.95565722441599,1,0.979,5.32968325611494e-56,"2","Ctnnd2"
"Lsamp",1.58618708984691e-59,1.55813020889849,1,0.999,1.616324644554e-55,"2","Lsamp"
"Ppfia2",1.62826559011578e-59,1.09526298502711,0.988,0.833,1.65920263632798e-55,"2","Ppfia2"
"Ccser1",9.97020639586216e-59,1.00193082318635,1,0.986,1.01596403173835e-54,"2","Ccser1"
"Rtn1",2.80283703848773e-58,1.17311256499672,0.977,0.764,2.856090942219e-54,"2","Rtn1"
"Lrrc7",3.67747641021815e-58,1.18529310628713,0.973,0.856,3.74734846201229e-54,"2","Lrrc7"
"Xpr1",6.30657668143297e-58,1.38413536189628,0.95,0.772,6.4264016383802e-54,"2","Xpr1"
"Runx1t1",8.42429392396049e-58,1.07439228623107,1,0.961,8.58435550851574e-54,"2","Runx1t1"
"Adgrl3",1.52128117975484e-57,0.870938226645458,1,0.991,1.55018552217018e-53,"2","Adgrl3"
"Sgip1",2.00276397606732e-57,1.11368363957268,0.984,0.8,2.0408164916126e-53,"2","Sgip1"
"Usp29",2.768281333297e-57,1.20300325046757,0.965,0.783,2.82087867862964e-53,"2","Usp29"
"Kif5c",3.65288660031119e-57,1.06328339111965,0.973,0.828,3.7222914457171e-53,"2","Kif5c"
"Ephb1",6.62666633588668e-57,1.51267448409296,0.965,0.831,6.75257299626853e-53,"2","Ephb1"
"Kalrn",2.89269034666582e-56,0.7732613089156,1,0.994,2.94765146325247e-52,"2","Kalrn"
"Dcc",6.94170173448922e-56,0.965207741182558,1,0.999,7.07359406744451e-52,"2","Dcc"
"Nbea",1.72564726244576e-55,0.846325698709477,1,0.993,1.75843456043223e-51,"2","Nbea"
"Ntm",2.05204042027048e-55,1.50588951184855,0.996,0.942,2.09102918825562e-51,"2","Ntm"
"Negr1",9.33132770680806e-55,1.3772096228961,0.992,0.982,9.50862293323741e-51,"2","Negr1"
"Nrcam",6.67912145922628e-54,1.14141552113745,0.984,0.8,6.80602476695158e-50,"2","Nrcam"
"Tmeff2",1.21145297807682e-53,1.30567240009945,0.969,0.796,1.23447058466028e-49,"2","Tmeff2"
"Apba1",1.95588074233711e-53,1.19259142209612,0.953,0.722,1.99304247644151e-49,"2","Apba1"
"Unc79",1.03437036689421e-52,1.2397875268263,0.926,0.625,1.0540234038652e-48,"2","Unc79"
"Nol4",1.05433746044901e-52,1.08070704187843,0.984,0.757,1.07436987219755e-48,"2","Nol4"
"Pak5",1.23447495538911e-52,1.11798785688876,0.957,0.761,1.2579299795415e-48,"2","Pak5"
"Pclo",1.51719101001403e-52,1.18914134755327,0.957,0.659,1.5460176392043e-48,"2","Pclo"
"Sgcz",1.90374418895753e-52,1.1439384743814,0.988,0.869,1.93991532854772e-48,"2","Sgcz"
"Lhx9",2.19065363920445e-52,2.5521830592857,0.609,0.201,2.23227605834933e-48,"2","Lhx9"
"Cacna1b",1.77485958419144e-51,1.25399629168312,0.93,0.549,1.80858191629107e-47,"2","Cacna1b"
"Onecut2",5.08132711834992e-50,1.87936979409945,0.74,0.31,5.17787233359857e-46,"2","Onecut2"
"Dnm3",7.2452405395763e-50,1.06593192225337,0.969,0.751,7.38290010982825e-46,"2","Dnm3"
"Nkain3",9.22609546600335e-50,1.11777614236377,0.996,0.948,9.40139127985741e-46,"2","Nkain3"
"Sntg1",1.17932022964849e-49,1.2970211944456,0.919,0.588,1.20172731401181e-45,"2","Sntg1"
"Srrm3",6.7950521894619e-49,1.41925298951791,0.841,0.436,6.92415818106167e-45,"2","Srrm3"
"Syt4",1.6806236945691e-48,1.74855584523078,0.76,0.339,1.71255554476592e-44,"2","Syt4"
"Basp1",2.06057286635144e-48,0.921463835706628,0.988,0.904,2.09972375081211e-44,"2","Basp1"
"Tenm1",7.84789396022648e-48,1.51608314029889,0.911,0.631,7.99700394547079e-44,"2","Tenm1"
"Tmem130",9.65751636610666e-48,1.87065145217719,0.547,0.153,9.84100917706268e-44,"2","Tmem130"
"B3galt1",1.19058077059429e-47,0.892341252949072,1,0.96,1.21320180523558e-43,"2","B3galt1"
"Gabrg2",1.98569361544079e-47,1.49922836623851,0.775,0.343,2.02342179413416e-43,"2","Gabrg2"
"Gpr158",2.08417666921908e-47,1.66540168217,0.756,0.321,2.12377602593424e-43,"2","Gpr158"
"Astn1",2.6516046658483e-47,0.968451948254166,0.973,0.853,2.70198515449942e-43,"2","Astn1"
"Celf5",2.92612287443052e-47,1.45715791335539,0.74,0.284,2.9817192090447e-43,"2","Celf5"
"Snap91",4.12875261437782e-47,1.26274111501628,0.88,0.523,4.20719891405099e-43,"2","Snap91"
"Sorcs3",5.99096102443085e-47,1.48113603076376,0.903,0.596,6.10478928389503e-43,"2","Sorcs3"
"Kcnb2",8.98234342790728e-47,0.887286099253337,0.981,0.922,9.15300795303751e-43,"2","Kcnb2"
"Tafa2",3.74932699509382e-46,1.27276964770328,0.961,0.863,3.8205642080006e-42,"2","Tafa2"
"Nmnat2",5.81819975755333e-46,1.23160944875168,0.888,0.461,5.92874555294685e-42,"2","Nmnat2"
"Mdga2",5.98842709859993e-46,0.959700515062196,0.988,0.935,6.10220721347333e-42,"2","Mdga2"
"Gap43",7.70884778241359e-46,1.24262022956415,0.907,0.659,7.85531589027944e-42,"2","Gap43"
"Camta1",7.86213686947169e-46,0.874346296873885,1,0.908,8.01151746999166e-42,"2","Camta1"
"Tanc2",1.13497343478164e-45,0.869683978826477,0.988,0.957,1.1565379300425e-41,"2","Tanc2"
"Cacng2",1.16817377908985e-45,1.46770229546378,0.698,0.252,1.19036908089255e-41,"2","Cacng2"
"Apba2",1.94323899615991e-45,1.13115495866984,0.919,0.633,1.98016053708695e-41,"2","Apba2"
"Nsg2",2.29133379319613e-45,1.14869369004248,0.93,0.572,2.33486913526686e-41,"2","Nsg2"
"Gnao1",3.05147853381452e-45,0.944225776326096,0.969,0.827,3.109456625957e-41,"2","Gnao1"
"Adgrb3",3.77612997782675e-45,0.869188978471501,1,0.989,3.84787644740546e-41,"2","Adgrb3"
"Sorbs2",4.61405716253746e-45,0.693342833247893,1,0.961,4.70172424862567e-41,"2","Sorbs2"
"Dlg2",1.41249301712161e-44,1.09795691424135,0.984,0.923,1.43933038444692e-40,"2","Dlg2"
"Hs3st4",2.16740710098926e-44,2.31852829701638,0.81,0.501,2.20858783590805e-40,"2","Hs3st4"
"Cacna1a",5.74657260613394e-44,1.05167744685275,0.953,0.649,5.85575748565048e-40,"2","Cacna1a"
"Epha10",1.04598248456527e-43,2.08136008924896,0.453,0.113,1.06585615177201e-39,"2","Epha10"
"Crmp1",1.19449875241387e-43,1.14822228474416,0.895,0.518,1.21719422870973e-39,"2","Crmp1"
"Ksr2",1.5946995667442e-43,1.27228020308439,0.818,0.407,1.62499885851234e-39,"2","Ksr2"
"Nova2",4.61198411931764e-43,1.10961054807991,0.876,0.418,4.69961181758467e-39,"2","Nova2"
"Cdk5r1",5.77020132092617e-43,1.26988709533314,0.806,0.375,5.87983514602377e-39,"2","Cdk5r1"
"Ptpn5",7.5634352364372e-43,1.39093513597908,0.709,0.273,7.7071405059295e-39,"2","Ptpn5"
"Kcnq2",1.09638580960981e-42,1.21783712863426,0.814,0.361,1.1172171399924e-38,"2","Kcnq2"
"Ptpro",1.4331351287474e-42,1.27207663756011,0.884,0.531,1.4603646961936e-38,"2","Ptpro"
"Dock3",1.84298735596587e-42,1.03428716651875,0.926,0.626,1.87800411572922e-38,"2","Dock3"
"Gabra1",3.85976632931747e-42,1.99259668925051,0.461,0.121,3.9331018895745e-38,"2","Gabra1"
"Spock1",5.66628338939146e-42,1.10539226594128,0.922,0.643,5.7739427737899e-38,"2","Spock1"
"Svop",5.89001421903786e-42,1.29535219425427,0.748,0.289,6.00192448919958e-38,"2","Svop"
"Kcnma1",6.70046771785356e-42,1.16827288810407,0.942,0.738,6.82777660449278e-38,"2","Kcnma1"
"Cxxc4",9.48896774785992e-42,1.29308529654714,0.826,0.397,9.66925813506926e-38,"2","Cxxc4"
"Cntnap5a",1.33275847983801e-41,1.49807004016995,0.857,0.501,1.35808089095494e-37,"2","Cntnap5a"
"Robo1",1.37746601539988e-41,0.875480535761536,1,0.996,1.40363786969248e-37,"2","Robo1"
"Apc",1.39819604396984e-41,0.774642774533881,0.984,0.943,1.42476176880526e-37,"2","Apc"
"Lrrc4c",1.41837098900485e-41,1.20374054349638,0.961,0.867,1.44532003779594e-37,"2","Lrrc4c"
"Syt16",2.59700630521524e-41,1.2853617577865,0.818,0.402,2.64634942501433e-37,"2","Syt16"
"Khdrbs2",2.7203413349014e-41,0.96005456694756,0.965,0.818,2.77202782026452e-37,"2","Khdrbs2"
"Sgk1",2.89900488929261e-41,1.23665755136015,0.764,0.317,2.95408598218917e-37,"2","Sgk1"
"Samd5",4.49419113847765e-41,1.32501460827001,0.888,0.586,4.57958077010872e-37,"2","Samd5"
"Septin3",4.68332502720026e-41,1.06943194909899,0.922,0.599,4.77230820271706e-37,"2","Septin3"
"Pou6f2",7.54502606969098e-41,2.81965748934056,0.632,0.282,7.68838156501511e-37,"2","Pou6f2"
"Dner",9.96673022948201e-41,0.938577872406532,0.95,0.706,1.01560981038422e-36,"2","Dner"
"Add2",1.22023629711733e-40,1.12956974953875,0.872,0.486,1.24342078676256e-36,"2","Add2"
"Sez6l",1.89906798919558e-40,1.36625369263491,0.756,0.347,1.93515028099029e-36,"2","Sez6l"
"Lhx1",2.27065910235278e-40,2.19555197590737,0.547,0.186,2.31380162529748e-36,"2","Lhx1"
"Dgki",2.33155026480192e-40,1.01630686513906,0.93,0.655,2.37584971983315e-36,"2","Dgki"
"Map6",4.8130548817066e-40,1.12411531944665,0.849,0.424,4.90450292445903e-36,"2","Map6"
"Atp1a3",5.98388116552748e-40,1.37200041404853,0.682,0.265,6.09757490767251e-36,"2","Atp1a3"
"Nfasc",6.36553145883477e-40,0.980207809099286,0.919,0.578,6.48647655655263e-36,"2","Nfasc"
"Ptprt",6.98759702965505e-40,1.58822193372979,0.895,0.738,7.12036137321849e-36,"2","Ptprt"
"Mir124-2hg",8.30698205850494e-40,1.34180414836531,0.783,0.383,8.46481471761654e-36,"2","Mir124-2hg"
"Gad2",1.66122902407079e-39,1.44450915175017,0.837,0.529,1.69279237552814e-35,"2","Gad2"
"Kcnmb2",6.4127025317859e-39,1.41751128278362,0.833,0.478,6.53454387988984e-35,"2","Kcnmb2"
"Rnf227",1.39315171279903e-38,1.58382184801483,0.585,0.204,1.41962159534221e-34,"2","Rnf227"
"Grm5",2.09774650204162e-38,1.4170781738369,0.833,0.506,2.13760368558041e-34,"2","Grm5"
"Susd4",3.27275849425778e-38,1.24835659911329,0.775,0.353,3.33494090564868e-34,"2","Susd4"
"Soga3",5.40819435290057e-38,0.975571165887741,0.915,0.604,5.51095004560568e-34,"2","Soga3"
"Nexmif",6.06095492630115e-38,1.17939662024976,0.826,0.438,6.17611306990087e-34,"2","Nexmif"
"Dpysl5",7.36983942409e-38,1.04575468530356,0.907,0.571,7.50986637314771e-34,"2","Dpysl5"
"Tnrc6c",8.0117544734303e-38,0.698792375876164,0.984,0.962,8.16397780842548e-34,"2","Tnrc6c"
"Zfhx2",1.15813530501051e-37,1.12430026237539,0.787,0.365,1.18013987580571e-33,"2","Zfhx2"
"St8sia2",1.38860923827608e-37,0.876933503815298,0.961,0.703,1.41499281380333e-33,"2","St8sia2"
"Slc1a2",1.48041719340406e-37,1.17362413697262,0.841,0.484,1.50854512007874e-33,"2","Slc1a2"
"Gng2",1.94698690652107e-37,0.926687475926549,0.926,0.773,1.98397965774497e-33,"2","Gng2"
"Cacnb4",2.06698103338741e-37,1.03527769876742,0.919,0.574,2.10625367302177e-33,"2","Cacnb4"
"9330159F19Rik",5.2116163033385e-37,1.12681471653672,0.829,0.439,5.31063701310193e-33,"2","9330159F19Rik"
"Enox1",7.8519755431478e-37,0.703501852167556,1,0.954,8.00116307846761e-33,"2","Enox1"
"Fat3",9.14192783596629e-37,0.927603138329005,0.992,0.952,9.31562446484965e-33,"2","Fat3"
"Kif1b",9.40482463540635e-37,0.681953672652206,0.984,0.971,9.58351630347907e-33,"2","Kif1b"
"Gabbr2",9.41325233288983e-37,1.30241331440641,0.725,0.313,9.59210412721473e-33,"2","Gabbr2"
"Kcnh8",9.64455013575318e-37,1.05921199875821,0.849,0.473,9.82779658833249e-33,"2","Kcnh8"
"Snhg11",1.39258524935014e-36,1.02299808534071,0.853,0.528,1.41904436908779e-32,"2","Snhg11"
"Csmd1",1.46776269061477e-36,0.881618979217126,0.984,0.923,1.49565018173645e-32,"2","Csmd1"
"Lhx1os",1.55272601537151e-36,1.92726478860027,0.384,0.093,1.58222780966357e-32,"2","Lhx1os"
"Plcxd3",2.29666656395153e-36,1.16148674331194,0.806,0.389,2.34030322866661e-32,"2","Plcxd3"
"Tubb3",3.56297068605766e-36,1.02915586121652,0.864,0.526,3.63066712909276e-32,"2","Tubb3"
"Reep1",3.85587421369998e-36,1.01233839843861,0.888,0.617,3.92913582376028e-32,"2","Reep1"
"Astn2",4.66428379056411e-36,0.904193536359586,0.973,0.902,4.75290518258483e-32,"2","Astn2"
"Kcnd2",4.78657672853244e-36,0.97128699204779,0.992,0.937,4.87752168637455e-32,"2","Kcnd2"
"Six3",4.87448438426558e-36,2.46308520232948,0.38,0.1,4.96709958756663e-32,"2","Six3"
"Srcin1",5.63900173306639e-36,1.19283285143548,0.705,0.286,5.74614276599465e-32,"2","Srcin1"
"Asic4",1.91040966463441e-35,2.46958538069042,0.26,0.042,1.94670744826247e-31,"2","Asic4"
"Dok6",1.93311576118233e-35,1.05744460998981,0.899,0.672,1.96984496064479e-31,"2","Dok6"
"Vstm2l",4.80846602673163e-35,1.6336522658322,0.453,0.131,4.89982688123953e-31,"2","Vstm2l"
"Psd2",5.50680197740619e-35,1.47632796412843,0.519,0.17,5.61143121497691e-31,"2","Psd2"
"Thsd7a",6.93414187215094e-35,1.04906512035165,0.961,0.888,7.06589056772181e-31,"2","Thsd7a"
"Atp8a2",7.40374669839975e-35,1.02285327763452,0.841,0.482,7.54441788566934e-31,"2","Atp8a2"
"Onecut1",1.92128355221991e-34,2.11594842607572,0.388,0.103,1.95778793971209e-30,"2","Onecut1"
"Dpysl2",2.16388937436929e-34,0.777528201347234,0.961,0.85,2.20500327248231e-30,"2","Dpysl2"
"Arfgef3",4.01502063106306e-34,1.13675436529276,0.729,0.313,4.09130602305326e-30,"2","Arfgef3"
"Xkr6",4.07709088884035e-34,0.866811893950828,0.922,0.684,4.15455561572832e-30,"2","Xkr6"
"Clvs1",4.95152810387771e-34,1.05032741509338,0.853,0.472,5.04560713785139e-30,"2","Clvs1"
"Dock4",4.97255104292444e-34,0.739579039291095,1,0.945,5.06702951274001e-30,"2","Dock4"
"Klf7",6.30726508000802e-34,0.735227572475683,0.969,0.825,6.42710311652817e-30,"2","Klf7"
"2700069I18Rik",8.50529456932014e-34,1.21978815424983,0.779,0.384,8.66689516613723e-30,"2","2700069I18Rik"
"Cracd",1.13003568524668e-33,0.729037049939187,0.977,0.894,1.15150636326637e-29,"2","Cracd"
"Gria1",1.20771279018707e-33,1.14342405361237,0.88,0.575,1.23065933320063e-29,"2","Gria1"
"Rnf152",1.46484332896833e-33,1.35311171218387,0.686,0.302,1.49267535221873e-29,"2","Rnf152"
"Pcdh15",1.5354377195689e-33,0.976142494151597,0.95,0.81,1.56461103624071e-29,"2","Pcdh15"
"Stmn3",1.62468405610625e-33,1.18608827114438,0.694,0.287,1.65555305317227e-29,"2","Stmn3"
"Ttc3",1.93240412572927e-33,0.506904547962247,1,0.997,1.96911980411812e-29,"2","Ttc3"
"Ppm1e",2.15659012939422e-33,0.844210601709707,0.961,0.753,2.19756534185271e-29,"2","Ppm1e"
"Grid2",2.52705912880395e-33,0.911333382210195,0.961,0.898,2.57507325225122e-29,"2","Grid2"
"Il1rapl1",2.5434183033168e-33,0.841009265315194,0.992,0.951,2.59174325107982e-29,"2","Il1rapl1"
"Jakmip2",2.68795982287563e-33,0.939317622458234,0.907,0.634,2.73903105951027e-29,"2","Jakmip2"
"Tmod2",3.06425547900689e-33,1.00598013643134,0.849,0.472,3.12247633310802e-29,"2","Tmod2"
"Epb41l1",3.15800195781714e-33,1.09998105404298,0.798,0.426,3.21800399501566e-29,"2","Epb41l1"
"Akap9",6.56118654238914e-33,0.631050092979508,0.992,0.962,6.68584908669453e-29,"2","Akap9"
"Scn2a",6.78292418985325e-33,1.27693808621974,0.729,0.377,6.91179974946046e-29,"2","Scn2a"
"Phactr3",8.82860840678186e-33,1.09144701173505,0.771,0.385,8.99635196651071e-29,"2","Phactr3"
"Atcay",1.03433281702482e-32,1.19535697759108,0.682,0.29,1.05398514054829e-28,"2","Atcay"
"Lrp1b",1.3430331031009e-32,0.959697578841733,0.95,0.833,1.36855073205982e-28,"2","Lrp1b"
"Gata3",1.37988170892662e-32,2.26751140510586,0.376,0.106,1.40609946139622e-28,"2","Gata3"
"Sv2a",1.48317039826265e-32,1.17976020572557,0.659,0.268,1.51135063582964e-28,"2","Sv2a"
"Gm28905",1.86776943973907e-32,1.84352427415433,0.434,0.135,1.90325705909411e-28,"2","Gm28905"
"Rgs7",2.0918661342732e-32,0.959313428704094,0.864,0.542,2.13161159082439e-28,"2","Rgs7"
"Fnbp1l",2.09402232107618e-32,0.687103949763948,0.969,0.936,2.13380874517663e-28,"2","Fnbp1l"
"Zfhx4",2.44831954698758e-32,0.685297767947467,0.992,0.958,2.49483761838034e-28,"2","Zfhx4"
"Plekha6",2.50711737496079e-32,1.09201193565601,0.771,0.391,2.55475260508505e-28,"2","Plekha6"
"Adarb2",3.37765268135421e-32,1.55251531037002,0.961,0.912,3.44182808229994e-28,"2","Adarb2"
"Cmip",3.46712273453485e-32,0.693148848749801,0.996,0.916,3.53299806649101e-28,"2","Cmip"
"Jph4",3.90012023922109e-32,1.19245147257906,0.663,0.279,3.97422252376629e-28,"2","Jph4"
"Car10",5.15468044306797e-32,1.22445656286655,0.841,0.603,5.25261937148626e-28,"2","Car10"
"Gm5468.1",6.73796661812285e-32,1.33120471114256,0.558,0.203,6.86598798386719e-28,"2","Gm5468.1"
"Fbxo41",6.75438535966593e-32,1.53303107432925,0.457,0.142,6.88271868149959e-28,"2","Fbxo41"
"Dpp10",7.37563839751284e-32,1.1350917652597,0.849,0.605,7.51577552706558e-28,"2","Dpp10"
"Elavl2",8.38866126572605e-32,0.739751760673466,0.977,0.832,8.54804582977484e-28,"2","Elavl2"
"Lingo1",9.323495219971e-32,1.31222569705002,0.566,0.213,9.50064162915045e-28,"2","Lingo1"
"5330434G04Rik",9.70597837764504e-32,0.940513042659541,0.864,0.515,9.8903919668203e-28,"2","5330434G04Rik"
"Nyap2",1.00265587092102e-31,0.996640987910085,0.798,0.413,1.02170633246852e-27,"2","Nyap2"
"Gad1",1.9332627241848e-31,1.45602386767334,0.597,0.256,1.96999471594431e-27,"2","Gad1"
"Chd5",2.12965594560297e-31,1.85347705458053,0.384,0.109,2.17011940856943e-27,"2","Chd5"
"Grm8",2.21123925483766e-31,1.2381365086448,0.802,0.527,2.25325280067958e-27,"2","Grm8"
"Tfap2d",3.3494263836457e-31,2.66207640011,0.399,0.133,3.41306548493497e-27,"2","Tfap2d"
"Eml6",5.06988758063457e-31,1.05147874221214,0.787,0.426,5.16621544466663e-27,"2","Eml6"
"Wnk2",6.97269799218176e-31,0.916333536071891,0.899,0.604,7.10517925403322e-27,"2","Wnk2"
"Asic2",7.36334065864809e-31,1.36623674847322,0.907,0.718,7.50324413116241e-27,"2","Asic2"
"Grid1",1.01599828095013e-30,0.869652701676321,0.93,0.751,1.03530224828818e-26,"2","Grid1"
"Scn3b",1.13822196691832e-30,1.2753799780408,0.574,0.222,1.15984818428977e-26,"2","Scn3b"
"Bicdl1",1.21313024694558e-30,1.35200080313011,0.574,0.224,1.23617972163755e-26,"2","Bicdl1"
"Rufy3",1.32182469430082e-30,0.81877871845186,0.922,0.692,1.34693936349254e-26,"2","Rufy3"
"Grik1",1.53487396123325e-30,1.30721694621322,0.837,0.596,1.56403656649668e-26,"2","Grik1"
"Kif1a",1.65391805694543e-30,0.956323316074225,0.841,0.472,1.68534250002739e-26,"2","Kif1a"
"Jakmip1",1.87321471459098e-30,1.8589159370901,0.337,0.085,1.90880579416821e-26,"2","Jakmip1"
"Rgs17",2.12835816188376e-30,1.05543313950076,0.74,0.363,2.16879696695955e-26,"2","Rgs17"
"Dclk2",2.32940191132463e-30,0.616151444082096,0.946,0.711,2.3736605476398e-26,"2","Dclk2"
"Lrfn5",2.36097518378109e-30,0.959091119614977,0.911,0.727,2.40583371227293e-26,"2","Lrfn5"
"Rundc3b",2.39649329398711e-30,1.12428434345611,0.76,0.433,2.44202666657286e-26,"2","Rundc3b"
"Lrrc4b",2.41776460364294e-30,1.01143193266494,0.729,0.338,2.46370213111216e-26,"2","Lrrc4b"
"Apc2",2.81580230928132e-30,1.14575869031156,0.597,0.229,2.86930255315766e-26,"2","Apc2"
"Cadm3",3.52623429273311e-30,1.14171901398901,0.671,0.291,3.59323274429504e-26,"2","Cadm3"
"Kif5a",4.08365584487291e-30,0.97988052193195,0.736,0.334,4.1612453059255e-26,"2","Kif5a"
"Ncam2",5.31613120990931e-30,0.871316817780284,0.961,0.915,5.41713770289758e-26,"2","Ncam2"
"Unc5d",5.38964377311639e-30,1.12324737937994,0.957,0.866,5.4920470048056e-26,"2","Unc5d"
"Lmo3",5.47853305201077e-30,1.52193107965325,0.69,0.365,5.58262517999897e-26,"2","Lmo3"
"Syn3",6.35889073890697e-30,0.90530270868612,0.872,0.607,6.47970966294621e-26,"2","Syn3"
"Olfm3",6.64379609022394e-30,1.55887957436482,0.609,0.273,6.77002821593819e-26,"2","Olfm3"
"Stmn1",6.7598653020775e-30,0.825414893602595,0.919,0.647,6.88830274281697e-26,"2","Stmn1"
