"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nop53",7.42675944598549e-06,0.768323641569163,0.306,0.16,0.0756786787545921,"4","Nop53"
"Intu",7.44325135488328e-06,0.772669111845127,0.356,0.198,0.0758467313062606,"4","Intu"
"Gps2",7.50066173978988e-06,0.900303774629261,0.294,0.155,0.0764317431284589,"4","Gps2"
"Mss51",7.69048833515289e-06,0.644692292400786,0.331,0.175,0.0783660761352079,"4","Mss51"
"Tmem108",7.75628091825519e-06,0.597327260480826,0.856,0.79,0.0790365025570204,"4","Tmem108"
"Ttc26",8.18255782604401e-06,0.949226061154727,0.25,0.122,0.0833802642473885,"4","Ttc26"
"Ubald2",8.49342469244959e-06,0.8853202851863,0.262,0.13,0.0865479976160613,"4","Ubald2"
"Wdr5",8.63225443189426e-06,0.714567565399559,0.325,0.173,0.0879626726610025,"4","Wdr5"
"Slbp1",9.1221282184435e-06,0.611860899933413,0.362,0.199,0.0929544865459393,"4","Slbp"
"Kcnh51",9.74692935840512e-06,0.726167390536038,0.344,0.189,0.0993212101621482,"4","Kcnh5"
"Thoc5",9.79406188489627e-06,0.577722467105853,0.406,0.236,0.099801490607093,"4","Thoc5"
"Metap1",9.94809298490049e-06,0.627059833220708,0.369,0.206,0.101371067516136,"4","Metap1"
"Ccnd1",9.98661173485394e-06,0.503489068920093,0.662,0.486,0.101763573578162,"4","Ccnd1"
"Snrpa1",1.0205112733071e-05,0.60047475941,0.344,0.184,0.103990098749993,"4","Snrpa1"
"Psmd3",1.02244079832888e-05,0.656274452276207,0.325,0.172,0.104186717349713,"4","Psmd3"
"Plagl2",1.03381164004346e-05,0.678869407718874,0.338,0.184,0.105345406120429,"4","Plagl2"
"Slc31a1",1.06501886137298e-05,0.700895714048873,0.312,0.165,0.108525421973907,"4","Slc31a1"
"Mbip",1.12193486667667e-05,0.651370914940839,0.438,0.26,0.114325162914353,"4","Mbip"
"Egfem12",1.14472237946317e-05,1.07349510684722,0.75,0.731,0.116647210467297,"4","Egfem1"
"Zw10",1.24158645710047e-05,0.648880089364219,0.3,0.155,0.126517659978538,"4","Zw10"
"Adgrb11",1.25375985617475e-05,0.605594141531055,0.344,0.188,0.127758129344207,"4","Adgrb1"
"Hnrnpf",1.25725516904754e-05,0.512325226382499,0.525,0.327,0.128114301725944,"4","Hnrnpf"
"Mmgt1",1.2624689920068e-05,0.713612231225197,0.338,0.186,0.128645590285493,"4","Mmgt1"
"Ccnk",1.26423097348426e-05,0.716127430443735,0.312,0.168,0.128825136198046,"4","Ccnk"
"Zcchc4",1.2869260599128e-05,0.560143719968017,0.412,0.241,0.131137765505115,"4","Zcchc4"
"Itpa",1.30770802960203e-05,0.722590785148192,0.338,0.188,0.133255448216447,"4","Itpa"
"Mtf1",1.32399921601973e-05,0.532665674666675,0.394,0.222,0.13491552011241,"4","Mtf1"
"Xrcc6",1.32801142932913e-05,0.68126690729994,0.269,0.133,0.135324364648639,"4","Xrcc6"
"Ppa1",1.33742405716896e-05,0.753994272798361,0.306,0.165,0.136283511425517,"4","Ppa1"
"Ube2ql12",1.33989706507744e-05,0.856668097791895,0.325,0.183,0.136535510931391,"4","Ube2ql1"
"Nphp1",1.35347783163265e-05,0.713688384992318,0.269,0.134,0.137919391043367,"4","Nphp1"
"Nmt1",1.36921557423966e-05,0.637927004313489,0.375,0.212,0.139523067015021,"4","Nmt1"
"Polr3c",1.42470111694757e-05,0.77678522031736,0.294,0.155,0.145177043816958,"4","Polr3c"
"Tmem170b1",1.46277800720254e-05,0.51319985207821,0.419,0.242,0.149057078933939,"4","Tmem170b"
"Ccdc15",1.47559730831716e-05,0.609075773506875,0.362,0.203,0.150363365717519,"4","Ccdc15"
"Pid11",1.53516580202826e-05,0.595763059542828,0.863,0.827,0.15643339522668,"4","Pid1"
"Ndufa12",1.61741428777815e-05,0.67859870783237,0.375,0.218,0.164814515924594,"4","Ndufa12"
"Recql5",1.67177983248375e-05,0.704518827231275,0.362,0.208,0.170354364930094,"4","Recql5"
"Dnajc19",1.68886114087954e-05,0.780236963112664,0.312,0.17,0.172094950255625,"4","Dnajc19"
"Ift140",1.71048235715348e-05,0.544726464387432,0.431,0.254,0.17429815219394,"4","Ift140"
"Psmc2",1.71257562923375e-05,0.61002813020877,0.325,0.175,0.174511456618919,"4","Psmc2"
"Fbxo45",1.72315241480887e-05,0.726586909296341,0.294,0.155,0.175589231069024,"4","Fbxo45"
"Zbed4",1.74624499315848e-05,0.634275676455448,0.4,0.234,0.177942364802849,"4","Zbed4"
"Rbm4b1",1.77876413556091e-05,0.587484760979323,0.362,0.202,0.181256065413656,"4","Rbm4b"
"Exd2",1.8245093344943e-05,0.683543221372144,0.331,0.183,0.185917501184969,"4","Exd2"
"Brcc3",1.87284691909339e-05,0.600165566301039,0.425,0.256,0.190843101055616,"4","Brcc3"
"Lmf1",1.93880329059986e-05,0.733115543122446,0.281,0.146,0.197564055312126,"4","Lmf1"
"R3hcc1l",1.98349468157558e-05,0.518399318061631,0.444,0.269,0.202118108052552,"4","R3hcc1l"
"Rell1",2.04885766049602e-05,0.643299057100919,0.375,0.216,0.208778595604545,"4","Rell1"
"Tdg",2.06489580287572e-05,0.525410831656143,0.475,0.291,0.210412882313035,"4","Tdg"
"Traf6",2.12817561265751e-05,0.644282377625791,0.288,0.149,0.216861094929801,"4","Traf6"
"Tfam",2.1420058293571e-05,0.800032501296501,0.262,0.134,0.218270394011489,"4","Tfam"
"Jade31",2.19759351045053e-05,0.559908820298692,0.425,0.257,0.223934778714909,"4","Jade3"
"Clcn7",2.20608311451673e-05,0.813159289635237,0.25,0.125,0.224799869369254,"4","Clcn7"
"Atrip",2.2607163079394e-05,0.719090965274328,0.275,0.141,0.230366991779025,"4","Atrip"
"Pfas",2.28100243981881e-05,0.793858733676301,0.256,0.129,0.232434148617536,"4","Pfas"
"Chchd1",2.28183175002447e-05,0.715081620292184,0.281,0.147,0.232518655327493,"4","Chchd1"
"Tab1",2.34013651664553e-05,0.698572533126744,0.288,0.15,0.238459911046179,"4","Tab1"
"Elovl51",2.38332265810494e-05,0.519448842711341,0.469,0.288,0.242860578860894,"4","Elovl5"
"Mettl4",2.46000458932979e-05,0.655328928509523,0.375,0.22,0.250674467652705,"4","Mettl4"
"Sez62",2.48134018323281e-05,0.539541544943616,0.4,0.233,0.252848564671424,"4","Sez6"
"Cacfd1",2.48203118948687e-05,0.676401152128124,0.331,0.183,0.252918978208712,"4","Cacfd1"
"Tbccd1",2.50997172580264e-05,0.846326153570437,0.269,0.14,0.255766118859289,"4","Tbccd1"
"Drg2",2.53432945335121e-05,0.700475287106982,0.275,0.142,0.258248171296489,"4","Drg2"
"Macir",2.57360831675927e-05,0.669661005891117,0.406,0.248,0.26225068747777,"4","Macir"
"Zbtb25",2.63332851463064e-05,0.627827648338479,0.3,0.158,0.268336175640863,"4","Zbtb25"
"Zfp760",2.66444789537879e-05,0.594787386574472,0.388,0.229,0.271507240539099,"4","Zfp760"
"Fam124a2",2.69602865375703e-05,0.671239447012346,0.331,0.185,0.274725319817841,"4","Fam124a"
"Zfta",2.70198347785448e-05,0.50661422744726,0.45,0.273,0.275332116393371,"4","Zfta"
"Pcif1",2.71925257292122e-05,0.754067645718448,0.288,0.154,0.277091837180672,"4","Pcif1"
"Sp2",2.73917593926753e-05,0.676401152128124,0.312,0.17,0.279122028211361,"4","Sp2"
"Thsd4",2.76457242058283e-05,0.967397387463595,0.787,0.674,0.28170992965739,"4","Thsd4"
"Mtmr10",2.82162188642741e-05,0.663354081967621,0.306,0.166,0.287523270226953,"4","Mtmr10"
"Cnih4",2.86768383837984e-05,0.661634441419212,0.362,0.21,0.292216983130905,"4","Cnih4"
"Boc",2.87158935030835e-05,0.524724128306089,0.656,0.509,0.292614954796421,"4","Boc"
"Sp3os",2.90129305169724e-05,0.742703522496279,0.262,0.134,0.295641761967949,"4","Sp3os"
"Vps37c",2.94895679025387e-05,0.700475287106982,0.275,0.143,0.300498696926869,"4","Vps37c"
"Zfp944",3.17778462818301e-05,0.638469825391869,0.319,0.176,0.323816253611849,"4","Zfp944"
"Rbm42",3.32138094806574e-05,0.663734740291964,0.331,0.188,0.338448718607899,"4","Rbm42"
"Glod4",3.33087861160879e-05,0.585798603347218,0.344,0.194,0.339416530522936,"4","Glod4"
"Nbn",3.33518044667246e-05,0.623933732233989,0.3,0.16,0.339854887515924,"4","Nbn"
"Mif",3.43290998149658e-05,0.538203858208105,0.412,0.246,0.349813527114502,"4","Mif"
"Pan2",3.48296222297214e-05,0.583291747736643,0.306,0.166,0.354913850520861,"4","Pan2"
"Ddx19a",3.54384504810824e-05,0.636872787941487,0.281,0.147,0.36111781040223,"4","Ddx19a"
"Snrnp200",3.64102204797391e-05,0.532340560289887,0.425,0.258,0.371020146688542,"4","Snrnp200"
"Ints14",3.65850070473209e-05,0.728832590551996,0.294,0.159,0.3728012218122,"4","Ints14"
"Taldo1",3.6613045588034e-05,0.746237829163927,0.306,0.169,0.373086934542066,"4","Taldo1"
"Arpc5l",3.70900154554548e-05,0.672994550684875,0.269,0.14,0.377947257491084,"4","Arpc5l"
"Cntrob",3.84526384168262e-05,0.62737281620076,0.325,0.181,0.391832385467459,"4","Cntrob"
"Grpel2",3.86841751896082e-05,0.678540062884459,0.288,0.154,0.394191745182108,"4","Grpel2"
"Daxx",3.87608586642939e-05,0.664831763415987,0.269,0.14,0.394973149789155,"4","Daxx"
"Mthfd1",4.19756121231863e-05,0.57851460747477,0.362,0.209,0.427731487535269,"4","Mthfd1"
"Hdac61",4.34338069481931e-05,0.740531489547839,0.262,0.137,0.442590492802088,"4","Hdac6"
"Clns1a",4.40479777609272e-05,0.55866796076782,0.381,0.225,0.448848893383848,"4","Clns1a"
"Cdc42ep4",4.46938841707523e-05,0.550276690508679,0.331,0.184,0.455430679699966,"4","Cdc42ep4"
"Ppih",4.46939080395939e-05,0.905219842624005,0.25,0.131,0.455430922923462,"4","Ppih"
"Ndufab1",4.7540149497876e-05,0.593345412400565,0.331,0.186,0.484434123383356,"4","Ndufab1"
"Slc12a7",4.81341982830301e-05,0.732557278612862,0.312,0.177,0.490487480504076,"4","Slc12a7"
"Tubb4b",4.93849420591844e-05,0.778483507789385,0.256,0.133,0.503232559583089,"4","Tubb4b"
"Tmem237",4.94459535340356e-05,0.742217750229698,0.269,0.143,0.503854266511823,"4","Tmem237"
"Ccdc66",4.9484342913787e-05,0.509762712314677,0.431,0.264,0.504245454291489,"4","Ccdc66"
"Tmx1",4.97401934458368e-05,0.534865057734143,0.419,0.255,0.506852571213077,"4","Tmx1"
"Rpl7l1",5.00406048139069e-05,0.534048228716793,0.325,0.181,0.509913763053712,"4","Rpl7l1"
"Tmem681",5.05171399004021e-05,0.525753338295085,0.381,0.222,0.514769655585097,"4","Tmem68"
"Pak1ip1",5.28196902147233e-05,0.703368199728393,0.275,0.147,0.53823264328803,"4","Pak1ip1"
"Dhx32",5.3335222242333e-05,0.704307148698009,0.306,0.172,0.543485914649373,"4","Dhx32"
"Top3a",5.36623866456953e-05,0.7308489361505,0.262,0.138,0.546819719919635,"4","Top3a"
"Uevld",5.43767001163272e-05,0.576420271031356,0.344,0.198,0.554098574185374,"4","Uevld"
"Zfp101",5.44164841970115e-05,0.546202429001422,0.4,0.24,0.554503973967547,"4","Zfp101"
"BC0020591",5.56045942042354e-05,0.641211723665824,0.331,0.191,0.566610814941158,"4","BC002059"
"Asf1a",5.58368939852889e-05,0.623933732233988,0.275,0.145,0.568977949710094,"4","Asf1a"
"Fiz1",5.64033457912031e-05,0.668464892204361,0.269,0.143,0.574750093612359,"4","Fiz1"
"Dele1",5.69114523786044e-05,0.77642414034028,0.256,0.135,0.579927699737979,"4","Dele1"
"Snrnp27",5.73956958354861e-05,0.678726205074368,0.269,0.141,0.584862140563603,"4","Snrnp27"
"Cdon",5.81757122436891e-05,1.56885154942946,0.781,0.784,0.592810507763192,"4","Cdon"
"Mettl8",5.95534605964195e-05,0.638317650396644,0.362,0.217,0.606849763477515,"4","Mettl8"
"Tmem2091",6.03775084037749e-05,0.589513927720579,0.356,0.207,0.615246810634467,"4","Tmem209"
"Upf1",6.34272370629303e-05,0.713688384992318,0.262,0.138,0.646323545671259,"4","Upf1"
"Erh",6.55217629209286e-05,0.595973650893102,0.369,0.22,0.667666764164262,"4","Erh"
"Gm11266",6.61609583210087e-05,1.50929116629287,0.406,0.278,0.674180165291079,"4","Gm11266"
"Dpf2",6.84395132246834e-05,0.566689780399513,0.338,0.192,0.697398639759524,"4","Dpf2"
"Ccp110",6.99550876914971e-05,0.559163476843751,0.4,0.246,0.712842343576355,"4","Ccp110"
"Mphosph10",7.11562778655343e-05,0.611860899933413,0.294,0.16,0.725082471449794,"4","Mphosph10"
"Rassf1",7.12493416585799e-05,0.534666394136901,0.288,0.153,0.726030791500929,"4","Rassf1"
"Cfap20dc1",7.39895917570645e-05,0.726167390536038,0.331,0.195,0.753953940004487,"4","Cfap20dc"
"1110002L01Rik",7.58330785811006e-05,0.590596548359876,0.306,0.171,0.772739070741416,"4","1110002L01Rik"
"Clic1",7.60949983026723e-05,0.741356593968894,0.275,0.149,0.775408032704231,"4","Clic1"
"Tubgcp4",7.71311233587162e-05,0.573307659164021,0.406,0.251,0.785966147025318,"4","Tubgcp4"
"Med24",8.12585246524754e-05,0.762261888781962,0.269,0.147,0.828024366208724,"4","Med24"
"Tdp2",8.38849732971352e-05,0.548971674552766,0.375,0.227,0.854787877897807,"4","Tdp2"
"Homer3",8.53604201542104e-05,0.729088478286063,0.312,0.18,0.869822681371404,"4","Homer3"
"Lmln",8.62008786823538e-05,0.568792178041527,0.362,0.214,0.878386953773186,"4","Lmln"
"Fam216a",8.75731883939994e-05,0.691256757077603,0.262,0.141,0.892370789734854,"4","Fam216a"
"Tfrc",8.89239747549764e-05,0.501128279360227,0.406,0.249,0.906135302753209,"4","Tfrc"
"Polh",8.96102132319777e-05,0.649468824341126,0.3,0.168,0.913128072833853,"4","Polh"
"Tspan31",9.26898899197782e-05,0.657100596169188,0.256,0.135,0.94450997828254,"4","Tspan31"
"Brap",9.7988333166066e-05,0.653211524756235,0.331,0.196,0.998501114962212,"4","Brap"
"Qrsl1",9.87102303604159e-05,0.718570606372064,0.256,0.137,1,"4","Qrsl1"
"Irak1bp1",9.93694948679844e-05,0.733212073518981,0.256,0.137,1,"4","Irak1bp1"
"Prdx6",0.000100207224857543,0.5931550706837,0.294,0.163,1,"4","Prdx6"
"Dpyd1",0.000101637462005398,1.09703380972879,0.688,0.629,1,"4","Dpyd"
"Kbtbd2",0.000102487478499328,0.797082634550587,0.256,0.139,1,"4","Kbtbd2"
"Timm9",0.00010342985664301,0.561511231700173,0.412,0.261,1,"4","Timm9"
"Eif3m",0.000104272164157969,0.536175226459428,0.406,0.25,1,"4","Eif3m"
"Tmem183a",0.000104697576314145,0.562686543407448,0.325,0.186,1,"4","Tmem183a"
"Sdhb",0.000105005780675114,0.56826955711899,0.356,0.214,1,"4","Sdhb"
"Mri1",0.000106173873780965,0.678726205074368,0.262,0.141,1,"4","Mri1"
"Impdh2",0.000109336538985563,0.646186539081117,0.3,0.17,1,"4","Impdh2"
"Utp18",0.000110454642772279,0.644692292400786,0.275,0.151,1,"4","Utp18"
"Mre11a",0.000111713459703003,0.577640079960054,0.412,0.262,1,"4","Mre11a"
"Hhip1",0.000112182302346571,0.961803370990372,0.269,0.149,1,"4","Hhip"
"Cep68",0.00011530672001744,0.553279178670203,0.375,0.227,1,"4","Cep68"
"Ptpa",0.000120598588506146,0.536919978937747,0.469,0.311,1,"4","Ptpa"
"Slc35a5",0.000120675871254003,0.694323060125387,0.256,0.137,1,"4","Slc35a5"
"Sema4b",0.000121781896150701,0.654227654547588,0.294,0.166,1,"4","Sema4b"
"Snrpc",0.000125182433024767,0.637079108290911,0.331,0.195,1,"4","Snrpc"
"Emc8",0.000126089561564396,0.635759167630778,0.35,0.215,1,"4","Emc8"
"Eif3d",0.000127107770063578,0.63987527610301,0.294,0.166,1,"4","Eif3d"
"Ccdc82",0.00012766791160179,0.634275676455447,0.319,0.185,1,"4","Ccdc82"
"Prpf19",0.000127931719781516,0.560739905746795,0.356,0.211,1,"4","Prpf19"
"Dhx35",0.000130805084538109,0.623933732233988,0.281,0.156,1,"4","Dhx35"
"Cep44",0.000136251401686751,0.594787386574472,0.338,0.2,1,"4","Cep44"
"Slc25a25",0.000140234711713625,0.566752071586712,0.3,0.171,1,"4","Slc25a25"
"Mir124a-1hg2",0.000143984625325487,0.762668224523527,0.312,0.185,1,"4","Mir124a-1hg"
"Vars",0.000149230855238571,0.519965812367813,0.35,0.207,1,"4","Vars"
"Mthfd1l",0.000150768777134105,0.565231776191652,0.394,0.247,1,"4","Mthfd1l"
"Slc25a51",0.000158289928495973,0.527796635144939,0.412,0.267,1,"4","Slc25a51"
"Thap12",0.000166057881897529,0.52119562664473,0.331,0.195,1,"4","Thap12"
"Sc5d1",0.000171486030823202,0.609492219845503,0.356,0.22,1,"4","Sc5d"
"Abhd10",0.000180242293729421,0.770899883398196,0.288,0.167,1,"4","Abhd10"
"Alg131",0.000186392575300761,0.537375912681284,0.338,0.202,1,"4","Alg13"
"3110082I17Rik",0.000190363756368303,0.540517724046351,0.369,0.226,1,"4","3110082I17Rik"
"Cwc15",0.00019230515126406,0.559445005782275,0.294,0.167,1,"4","Cwc15"
"Bag4",0.000196001200254019,0.580432093597402,0.312,0.183,1,"4","Bag4"
"Ice2",0.000198210881169371,0.560739905746795,0.344,0.206,1,"4","Ice2"
"Thumpd2",0.000198690624601738,0.600788395586128,0.275,0.155,1,"4","Thumpd2"
"Pmpcb",0.000203765234253179,0.562182721142545,0.281,0.158,1,"4","Pmpcb"
"Celf32",0.000205544608075403,0.53230325676842,0.331,0.197,1,"4","Celf3"
"Krr1",0.00021293489091194,0.711396573484328,0.269,0.152,1,"4","Krr1"
"Osbpl2",0.000219786705750605,0.537375912681284,0.35,0.214,1,"4","Osbpl2"
"Ubox5",0.000222598276738709,0.710608143712876,0.269,0.153,1,"4","Ubox5"
"Zfp180",0.000224033752597597,0.637437996583736,0.256,0.141,1,"4","Zfp180"
"5730455P16Rik",0.0002255664380951,0.554863339410125,0.344,0.209,1,"4","5730455P16Rik"
"Gtf3c3",0.000226219660582474,0.501268183844519,0.356,0.215,1,"4","Gtf3c3"
"Wars1",0.000228252352633777,0.649393717224942,0.281,0.16,1,"4","Wars1"
"Sdhaf3",0.000235541671784399,0.556819536375451,0.269,0.149,1,"4","Sdhaf3"
"Ccdc85c",0.000249607089362686,0.556819536375452,0.325,0.195,1,"4","Ccdc85c"
"Med6",0.000250133074391901,0.570546519486964,0.35,0.218,1,"4","Med6"
"Bri3",0.000270999104764214,0.739092930245409,0.275,0.16,1,"4","Bri3"
"Scrib",0.000274984739150357,0.774535470502426,0.25,0.141,1,"4","Scrib"
"Smndc1",0.000279761175473838,0.528843963714266,0.344,0.209,1,"4","Smndc1"
"Leo1",0.000279891359885568,0.752257829209528,0.25,0.139,1,"4","Leo1"
"Arl2bp",0.000280553588871901,0.577139520755048,0.294,0.17,1,"4","Arl2bp"
"Clcc1",0.000281765469060347,0.623933732233988,0.294,0.171,1,"4","Clcc1"
"Aarsd1",0.000282776872337402,0.716265613006063,0.275,0.16,1,"4","Aarsd1"
"Erich1",0.000285419704764515,0.534382147255696,0.319,0.19,1,"4","Erich1"
"Rps27l",0.000289143169179988,0.561872764101737,0.288,0.165,1,"4","Rps27l"
"Glul",0.000303744957367324,0.501367090027733,0.319,0.188,1,"4","Glul"
"Ikzf5",0.000305671733708592,0.667523000781671,0.262,0.148,1,"4","Ikzf5"
"Ppp1r8",0.000312915260282427,0.664265826269206,0.288,0.17,1,"4","Ppp1r8"
"Ssx2ip",0.00032113446623168,0.536998095462708,0.269,0.151,1,"4","Ssx2ip"
"Smoc1",0.000330901013024087,0.545771709475641,0.438,0.299,1,"4","Smoc1"
"Gemin8",0.000332075818895725,0.713688384992318,0.25,0.14,1,"4","Gemin8"
"Vps16",0.000343156623711169,0.507015980454838,0.262,0.146,1,"4","Vps16"
"Rnf149",0.000350484171419836,0.549551535911412,0.3,0.177,1,"4","Rnf149"
"Arntl",0.00035054081405057,0.547667838005921,0.281,0.162,1,"4","Arntl"
"Pms2",0.000374379270205739,0.649024713196819,0.3,0.18,1,"4","Pms2"
"Mbd3",0.000391883254175555,0.588829931278072,0.3,0.177,1,"4","Mbd3"
"Nup35",0.000394047461442776,0.538658751808244,0.325,0.196,1,"4","Nup35"
"Rnf44",0.00039534272762602,0.603868109179883,0.275,0.159,1,"4","Rnf44"
"Pcyox1",0.000398420946512195,0.582020090500594,0.331,0.204,1,"4","Pcyox1"
"Nek4",0.000407219254365789,0.610258795336912,0.262,0.15,1,"4","Nek4"
"Mybbp1a1",0.000418047118494622,0.614869649805752,0.331,0.205,1,"4","Mybbp1a"
"Pptc7",0.000427993076885505,0.580432093597402,0.306,0.184,1,"4","Pptc7"
"Dnttip2",0.00044009955668525,0.634633620891197,0.294,0.175,1,"4","Dnttip2"
"Slc36a41",0.00044318484552617,0.575151359147709,0.294,0.174,1,"4","Slc36a4"
"2900052L18Rik",0.000443488913724556,0.678726205074368,0.25,0.142,1,"4","2900052L18Rik"
"Gm27003",0.000446314029929263,0.513447759122533,0.356,0.225,1,"4","Gm27003"
"Pbdc1",0.000467693880969591,0.556819536375452,0.312,0.188,1,"4","Pbdc1"
"Emc10",0.000490093149889165,0.526213911711834,0.294,0.174,1,"4","Emc10"
"Prdx41",0.000498982518161049,0.553841836575556,0.325,0.2,1,"4","Prdx4"
"Helq",0.00049989298197042,0.633781518190336,0.319,0.197,1,"4","Helq"
"Nacc1",0.000502567067010323,0.546281176581524,0.325,0.199,1,"4","Nacc1"
"Ppp2r1b",0.000510531742556462,0.530298660122759,0.281,0.165,1,"4","Ppp2r1b"
"Ctdp1",0.00052009609438251,0.54818431154744,0.294,0.174,1,"4","Ctdp1"
"Mrps35",0.000528697452201196,0.601703784850523,0.256,0.147,1,"4","Mrps35"
"Mbp1",0.000539809464533724,0.615000607463981,0.256,0.148,1,"4","Mbp"
"Zfp672",0.000546373307210269,0.623933732233989,0.325,0.205,1,"4","Zfp672"
"Dcps",0.000551341194135338,0.582549811468869,0.294,0.177,1,"4","Dcps"
"Gnpat",0.000635113408673887,0.578463215719813,0.306,0.187,1,"4","Gnpat"
"Cetn3",0.000685903397495883,0.50167798218299,0.325,0.202,1,"4","Cetn3"
"Grcc10",0.000722743708791092,0.503360068912287,0.312,0.192,1,"4","Grcc10"
"Efna2",0.000754325992045655,0.509513821597095,0.262,0.152,1,"4","Efna2"
"Map3k14",0.000755136581672414,0.546424365013073,0.256,0.148,1,"4","Map3k14"
"Nat10",0.000756021689143667,0.528250384178681,0.275,0.163,1,"4","Nat10"
"Pnrc2",0.000786496025327661,0.581780280819043,0.269,0.16,1,"4","Pnrc2"
"Cdc7",0.000823378614087835,0.514999360680825,0.281,0.167,1,"4","Cdc7"
"Sdhaf2",0.000848799888361452,0.575298956983112,0.275,0.166,1,"4","Sdhaf2"
"Upf3a",0.000879734098656019,0.528585855646508,0.262,0.153,1,"4","Upf3a"
"Gatad1",0.000889375808881335,0.583291747736643,0.25,0.145,1,"4","Gatad1"
"Psme3ip1",0.000890571215724056,0.51982532889325,0.331,0.209,1,"4","Psme3ip1"
"Twf1",0.000897688614570934,0.560682176007851,0.275,0.165,1,"4","Twf1"
"Ubxn2b",0.000964826348230395,0.528711051554157,0.338,0.216,1,"4","Ubxn2b"
"Eif4a3",0.000987454542780421,0.528250384178681,0.269,0.16,1,"4","Eif4a3"
"Nol8",0.00102244579715144,0.529606349685835,0.356,0.233,1,"4","Nol8"
"Zfp780b",0.00106824455798124,0.559803394814273,0.256,0.151,1,"4","Zfp780b"
"Dach11",0.00111135065513964,0.697040918187161,0.906,0.935,1,"4","Dach1"
"Prag1",0.00113412612631762,0.549214378854283,0.388,0.265,1,"4","Prag1"
"Ppp2r3c",0.00117217348246845,0.517291172188814,0.294,0.18,1,"4","Ppp2r3c"
"Cops8",0.00118834083361572,0.597860220624095,0.25,0.149,1,"4","Cops8"
"Krtcap2",0.00123488774703414,0.555329918234965,0.256,0.152,1,"4","Krtcap2"
"Pgp",0.00127541464701667,0.591329066802061,0.269,0.163,1,"4","Pgp"
"Gm268711",0.00147268508230316,1.36005012025934,0.681,0.816,1,"4","Gm26871"
"Ftl1-ps1",0.00151235655687942,0.518751495541932,0.281,0.173,1,"4","Ftl1-ps1"
"Shq1",0.00160860030207991,0.524398058683074,0.25,0.148,1,"4","Shq1"
"Cd276",0.00161901329282305,0.530824327842507,0.256,0.154,1,"4","Cd276"
"Uchl5",0.0016702936934361,0.50528923573537,0.294,0.185,1,"4","Uchl5"
"Gtf2b",0.00168588577356352,0.57884584270545,0.25,0.15,1,"4","Gtf2b"
"Itpk1",0.00195546964581776,0.539044834647475,0.319,0.209,1,"4","Itpk1"
"B130055M24Rik",0.00205470748820279,0.506839687298769,0.269,0.166,1,"4","B130055M24Rik"
"Tmem223",0.00213720626693968,0.529852488775182,0.288,0.183,1,"4","Tmem223"
"Taf6",0.00219272459040567,0.581622927376024,0.256,0.156,1,"4","Taf6"
"Zfp553",0.00386199856411249,0.568792178041527,0.275,0.178,1,"4","Zfp553"
"Raver1",0.00440765876464165,0.511907114499877,0.25,0.156,1,"4","Raver1"
"Spag1",0.00468561081747705,0.520222382711881,0.25,0.159,1,"4","Spag1"
"Lrp112",0.00538641442397271,0.516058757770344,0.25,0.16,1,"4","Lrp11"
"Rftn1",0.00646665205406947,0.508250636106477,0.331,0.232,1,"4","Rftn1"
"Dimt1",0.00765051607035565,0.519161410316927,0.269,0.178,1,"4","Dimt1"
"Acan",3.68576035215372e-70,4.16914683261522,0.875,0.113,3.75578979884464e-66,"5","Acan"
"Matn4",3.13031566617927e-66,3.93394689403878,0.964,0.16,3.18979166383667e-62,"5","Matn4"
"Matn1",2.29548862708232e-56,4.19887261508955,0.571,0.05,2.33910291099689e-52,"5","Matn1"
"Col9a3",1.78285074835408e-55,3.96418382065603,0.911,0.184,1.8167249125728e-51,"5","Col9a3"
"Susd5",6.66165449676283e-54,3.97324206607742,0.571,0.052,6.78822593220133e-50,"5","Susd5"
"Col9a2",2.32740874981014e-53,3.62379752533838,0.893,0.168,2.37162951605653e-49,"5","Col9a2"
"Papss2",1.30061982163004e-52,3.79176092441408,0.857,0.157,1.32533159824101e-48,"5","Papss2"
"Col11a2",6.16580494415482e-52,3.5737588758588,0.75,0.102,6.28295523809376e-48,"5","Col11a2"
"Hapln1",5.10729430097448e-50,4.31977962830879,0.893,0.197,5.204332892693e-46,"5","Hapln1"
"Col9a1",7.1956188752272e-50,4.18787473410598,0.964,0.256,7.33233563385652e-46,"5","Col9a1"
"Cnmd",3.39166499164378e-48,3.84848892580317,0.804,0.141,3.45610662648501e-44,"5","Cnmd"
"Rflna",6.03412028057813e-44,3.60942989015375,0.571,0.067,6.14876856590911e-40,"5","Rflna"
"Col2a1",2.13087450503156e-41,3.92314078551406,1,0.501,2.17136112062716e-37,"5","Col2a1"
"Sox91",8.29206872501508e-41,3.0094262262082,0.982,0.339,8.44961803079036e-37,"5","Sox9"
"Col11a1",2.12014087532349e-37,3.53620950773326,1,0.838,2.16042355195464e-33,"5","Col11a1"
"Col27a11",2.37636145430389e-37,3.16122576664995,0.964,0.387,2.42151232193566e-33,"5","Col27a1"
"Cspg4",4.56685239698728e-37,2.9819099895524,0.75,0.148,4.65362259253003e-33,"5","Cspg4"
"Stk26",1.41133406652057e-35,2.73543857710871,0.768,0.156,1.43814941378446e-31,"5","Stk26"
