"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Atp2b2",2.44140770798545e-77,0.711001031401767,0.944,0.858,1.95288202561756e-73,"1","Atp2b2"
"Arpp21",1.96290449327124e-76,0.862111813023798,0.871,0.774,1.57012730416766e-72,"1","Arpp21"
"Etl4",1.99275481088904e-76,0.916352194756425,0.893,0.781,1.59400457323014e-72,"1","Etl4"
"Satb2",1.05917338357121e-75,1.17494394883484,0.572,0.25,8.47232789518612e-72,"1","Satb2"
"Ipcef1",6.92508865801521e-74,1.47245660948264,0.454,0.174,5.53937841754636e-70,"1","Ipcef1"
"Tmem178",3.57883279283291e-72,1.4111912182254,0.522,0.234,2.86270835098705e-68,"1","Tmem178"
"Satb1",7.58025581865679e-71,1.12392229432783,0.595,0.282,6.06344662934356e-67,"1","Satb1"
"Chsy3",8.50043887467006e-69,1.10549669996997,0.715,0.461,6.79950105584858e-65,"1","Chsy3"
"Pde1a",4.08264918293813e-68,1.07795832374783,0.757,0.548,3.26571108143221e-64,"1","Pde1a"
"Rbfox1",5.18819152771337e-68,0.63603962010636,0.973,0.954,4.15003440301793e-64,"1","Rbfox1"
"Mef2c",4.31398040335267e-67,0.751443756329921,0.878,0.716,3.4507529246418e-63,"1","Mef2c"
"Sdk2",1.59536386341667e-66,1.29866083050974,0.552,0.263,1.27613155434699e-62,"1","Sdk2"
"Nrg3",4.16613521881932e-66,0.631857908627583,0.963,0.951,3.33249156153357e-62,"1","Nrg3"
"Htr1f",2.40586437187579e-65,1.2905051510423,0.457,0.185,1.92445091106344e-61,"1","Htr1f"
"Khdrbs3",1.34103464874714e-62,1.00373681195719,0.731,0.518,1.07269361553284e-58,"1","Khdrbs3"
"Snap25",3.75717859974113e-62,0.607985332701918,0.941,0.875,3.00536716193293e-58,"1","Snap25"
"Nav3",8.97496507317094e-62,0.680256695422903,0.927,0.869,7.17907456202944e-58,"1","Nav3"
"Kcnh7",1.52677419606778e-61,0.722078469818324,0.872,0.76,1.22126667943462e-57,"1","Kcnh7"
"Nos1ap",3.24021537372371e-59,1.06238111363837,0.741,0.564,2.59184827744159e-55,"1","Nos1ap"
"Mpped1",8.50592063343413e-59,1.16375287831905,0.45,0.188,6.80388591468396e-55,"1","Mpped1"
"Sox5",1.07986066128825e-58,0.872574949777588,0.753,0.518,8.63780542964474e-55,"1","Sox5"
"Igsf21",1.19146835159079e-58,1.30995014899814,0.443,0.19,9.53055534437475e-55,"1","Igsf21"
"Nrg1",4.37403075147398e-57,0.771722983247936,0.889,0.871,3.49878719810403e-53,"1","Nrg1"
"Dclk1",6.37368462992611e-57,0.646415138886091,0.909,0.819,5.0983103354779e-53,"1","Dclk1"
"Nalf1",2.06402227965924e-56,0.634017616553241,0.959,0.924,1.65101142149943e-52,"1","Nalf1"
"Iqsec1",5.87464363023188e-56,0.819600808202092,0.793,0.627,4.69912743982248e-52,"1","Iqsec1"
"Slc8a1",3.46302402287071e-55,0.695164172379286,0.911,0.839,2.77007291589428e-51,"1","Slc8a1"
"Kalrn",8.13890307780011e-55,0.601203697769841,0.928,0.864,6.51030857193231e-51,"1","Kalrn"
"Pde4a",2.31422433934269e-54,0.973191993166694,0.546,0.268,1.85114804904022e-50,"1","Pde4a"
"Dmd",3.60607344661541e-54,0.706009687957236,0.878,0.792,2.88449814994767e-50,"1","Dmd"
"Pde10a",5.26833263503616e-54,0.715525750917732,0.899,0.843,4.21413927476543e-50,"1","Pde10a"
"Sh3rf3",8.99412763535193e-53,0.98197814221842,0.647,0.397,7.194402695518e-49,"1","Sh3rf3"
"Gm17167",1.74139911135344e-52,0.976205723729432,0.519,0.253,1.39294514917162e-48,"1","Gm17167"
"Oxr1",2.07783344595589e-52,0.745920583498936,0.875,0.796,1.66205897342012e-48,"1","Oxr1"
"Slc35f1",3.50975140739494e-52,0.898871291970251,0.682,0.441,2.80745015077521e-48,"1","Slc35f1"
"Galnt9",2.98026553785055e-51,1.08046316218302,0.458,0.208,2.38391440372665e-47,"1","Galnt9"
"Adgrb3",3.65750869715645e-51,0.590204606132403,0.937,0.915,2.92564120685544e-47,"1","Adgrb3"
"Cadps",1.09748714666051e-50,0.594328149353045,0.904,0.824,8.77879968613739e-47,"1","Cadps"
"Fmn1",1.23626726404304e-50,0.957612171068688,0.54,0.274,9.88890184508025e-47,"1","Fmn1"
"Pde4d",2.02783821171652e-50,0.702713216576868,0.898,0.859,1.62206778555205e-46,"1","Pde4d"
"Gabrg3",2.81135056723275e-50,0.832223435718986,0.807,0.669,2.24879931872947e-46,"1","Gabrg3"
"Tshz3",5.43146285985352e-50,1.12938284164898,0.418,0.182,4.34462714159683e-46,"1","Tshz3"
"Asap1",9.87231444072094e-50,0.778483707852508,0.793,0.605,7.89686432113268e-46,"1","Asap1"
"Esrrg",1.29444334653483e-49,0.85304454713457,0.635,0.376,1.03542523289321e-45,"1","Esrrg"
"Cabp1",7.13631169613165e-49,0.879200402892316,0.548,0.282,5.7083357257357e-45,"1","Cabp1"
"Egr1",2.79363728864112e-48,0.883183357137191,0.551,0.285,2.23463046718403e-44,"1","Egr1"
"4930578G10Rik",4.11922406627478e-48,0.974509750310174,0.601,0.351,3.2949673306132e-44,"1","4930578G10Rik"
"Etv5",2.07924165656419e-47,1.0295440607527,0.451,0.209,1.6631854010857e-43,"1","Etv5"
"Sel1l3",3.32160651122295e-47,0.862149480536696,0.528,0.263,2.65695304832723e-43,"1","Sel1l3"
"St8sia5",8.28641546088896e-47,1.1140792897147,0.376,0.158,6.62830372716508e-43,"1","St8sia5"
"Rims1",5.29404530266018e-46,0.565431699258847,0.925,0.854,4.23470683759788e-42,"1","Rims1"
"Ldb2",6.33232299660702e-46,0.933753989203359,0.608,0.365,5.06522516498596e-42,"1","Ldb2"
"Grm8",1.02953743252009e-45,0.791316762620892,0.67,0.44,8.23526992272823e-42,"1","Grm8"
"Adgra1",1.39306721026656e-45,1.01326350027485,0.414,0.185,1.11431446149222e-41,"1","Adgra1"
"Pcdh7",2.47964508004332e-45,0.644927506271053,0.86,0.782,1.98346809952665e-41,"1","Pcdh7"
"Dlc1",1.09018079073524e-44,0.792451488710976,0.661,0.415,8.72035614509122e-41,"1","Dlc1"
"Ankrd33b",1.74194001230529e-44,1.01679940755706,0.492,0.257,1.393377815843e-40,"1","Ankrd33b"
"Thrb",1.47787874569329e-43,0.82450106745991,0.716,0.536,1.18215520868006e-39,"1","Thrb"
"Clstn2",6.28493804398066e-43,0.676561675129139,0.843,0.742,5.02732194138013e-39,"1","Clstn2"
"Me3",7.82125514739763e-43,0.958045576751407,0.584,0.36,6.25622199240337e-39,"1","Me3"
"Gfra2",2.15763354698268e-42,1.16039913695664,0.342,0.143,1.72589107423145e-38,"1","Gfra2"
"Tox",2.4250588516374e-42,1.15135418399721,0.458,0.243,1.93980457542476e-38,"1","Tox"
"Fgf12",3.02501227410554e-42,0.56437593116836,0.911,0.873,2.41970731805702e-38,"1","Fgf12"
"Efr3a",4.86532294772671e-42,0.841038408610917,0.584,0.345,3.8917718258866e-38,"1","Efr3a"
"A830018L16Rik",6.94924074151174e-42,0.902973452994041,0.656,0.447,5.55869766913524e-38,"1","A830018L16Rik"
"Cdh18",6.8206614423319e-41,1.1842003379375,0.651,0.494,5.45584708772129e-37,"1","Cdh18"
"Hivep2",1.06801654606506e-40,0.528170744860811,0.895,0.837,8.54306435197443e-37,"1","Hivep2"
"Pfkp",3.80001026900405e-40,0.694886134498321,0.592,0.334,3.03962821417634e-36,"1","Pfkp"
"Cacng3",4.1978402342461e-40,0.76466982780742,0.527,0.281,3.35785240337345e-36,"1","Cacng3"
"Dkk3",4.48134899646216e-40,0.895189481165421,0.504,0.268,3.58463106227008e-36,"1","Dkk3"
"Efhd2",7.48971910931075e-40,0.964655397159919,0.402,0.188,5.99102631553767e-36,"1","Efhd2"
"Mical2",1.37278695263024e-39,0.698657598035209,0.752,0.583,1.09809228340893e-35,"1","Mical2"
"Osbpl3",3.49437579335128e-39,0.791118914504892,0.517,0.276,2.79515119710169e-35,"1","Osbpl3"
"Ntrk2",1.83917183825556e-38,0.522310689133546,0.89,0.846,1.47115355342062e-34,"1","Ntrk2"
"Syngr1",1.94880816347423e-38,0.866127177414511,0.421,0.203,1.55885164996304e-34,"1","Syngr1"
"Cntn4",1.97870562644146e-38,0.664590291029668,0.804,0.686,1.58276663059053e-34,"1","Cntn4"
"D430041D05Rik",2.1101205710198e-38,0.601604915205598,0.794,0.64,1.68788544475874e-34,"1","D430041D05Rik"
"Fnbp1l",3.0012428302626e-38,0.703961112643761,0.56,0.308,2.40069413992706e-34,"1","Fnbp1l"
"Dpy19l1",3.31463685133198e-38,1.02956134478195,0.371,0.171,2.65137801738045e-34,"1","Dpy19l1"
"Runx2",3.56338858058334e-38,0.813145422461965,0.54,0.302,2.85035452560861e-34,"1","Runx2"
"Myt1l",5.87043681071239e-38,0.53737544271889,0.901,0.839,4.69576240488884e-34,"1","Myt1l"
"Rapgef4",7.39257614516935e-38,0.568964177914284,0.81,0.687,5.91332165852097e-34,"1","Rapgef4"
"Plcl2",8.89825844450534e-38,0.689647929155919,0.617,0.38,7.11771692975982e-34,"1","Plcl2"
"Bcl11a",1.9544175069745e-37,0.74805117850421,0.649,0.437,1.56333856382891e-33,"1","Bcl11a"
"Mtcl1",2.27653253059165e-37,0.709782575454139,0.571,0.327,1.82099837122026e-33,"1","Mtcl1"
"Sv2b",3.35192445195205e-37,0.662564045509565,0.702,0.496,2.68120436911644e-33,"1","Sv2b"
"Tmem132d",8.46925382741535e-37,0.696583685297054,0.683,0.472,6.77455613654954e-33,"1","Tmem132d"
"Diras2",1.48965396347267e-36,0.916397146377438,0.414,0.206,1.19157420538179e-32,"1","Diras2"
"Gria3",1.75537223665285e-36,0.607931677644183,0.804,0.697,1.40412225209861e-32,"1","Gria3"
"Agbl4",1.8596771031132e-36,0.653518473975096,0.805,0.69,1.48755571478025e-32,"1","Agbl4"
"Serpini1",2.4960838063616e-36,0.95348180946301,0.465,0.252,1.99661743670864e-32,"1","Serpini1"
"Frmpd4",3.58604700251238e-36,0.737020926652965,0.845,0.78,2.86847899730965e-32,"1","Frmpd4"
"Rph3a",5.8264671595952e-36,0.634290227949071,0.695,0.482,4.6605910809602e-32,"1","Rph3a"
"Npas2",6.2244854730115e-36,0.760148487857403,0.523,0.288,4.9789659298619e-32,"1","Npas2"
"Pex5l",1.114527421995e-35,0.653377583021808,0.852,0.779,8.91510484853797e-32,"1","Pex5l"
"Fam81a",2.15092164120284e-35,0.591488920516806,0.61,0.356,1.72052222079815e-31,"1","Fam81a"
"Gda",3.83519979638694e-35,0.6973053224274,0.559,0.324,3.06777631712991e-31,"1","Gda"
"B3galt2",4.50038617817043e-35,1.22652034508358,0.273,0.111,3.59985890391853e-31,"1","B3galt2"
"Zfp385b",9.02459990963233e-35,0.661603035479316,0.731,0.579,7.2187774677149e-31,"1","Zfp385b"
"Homer1",4.87042808106666e-34,0.759713252907005,0.665,0.475,3.89585542204522e-30,"1","Homer1"
"Osbpl10",5.26860767620305e-34,0.902561127559835,0.411,0.213,4.21435928019482e-30,"1","Osbpl10"
"Ppm1l",9.21206794752442e-34,0.63400494943563,0.714,0.53,7.36873315122479e-30,"1","Ppm1l"
"Tspan5",1.17334327721824e-33,0.622846712906461,0.781,0.662,9.38557287446872e-30,"1","Tspan5"
"Itpr1",1.58792706549527e-33,0.515864003431558,0.827,0.733,1.27018285968967e-29,"1","Itpr1"
"Gm49678",1.6801215310361e-33,0.890374638907201,0.406,0.208,1.34392921267577e-29,"1","Gm49678"
"Efna5",2.08482440171619e-33,0.725567703072785,0.683,0.503,1.66765103893278e-29,"1","Efna5"
"Fut9",2.45063025014529e-33,0.569796920411267,0.777,0.642,1.96025913709122e-29,"1","Fut9"
"Rims4",2.81946130409657e-33,1.0123355114542,0.304,0.133,2.25528709714685e-29,"1","Rims4"
"Neto1",4.41654987112359e-33,0.697123337559076,0.625,0.419,3.53279824191176e-29,"1","Neto1"
"Prickle1",1.13389255316286e-32,0.641936086102685,0.728,0.577,9.07000653274974e-29,"1","Prickle1"
"Hs3st4",1.48251494263495e-32,1.24852810471299,0.659,0.561,1.1858637026137e-28,"1","Hs3st4"
"Kazn",5.71592503210518e-32,0.624901560134885,0.718,0.553,4.57216843318093e-28,"1","Kazn"
"Rock2",1.3932969383474e-31,0.514607275581246,0.83,0.75,1.11449822098408e-27,"1","Rock2"
"Chd5",1.83490885562254e-31,0.547861988116548,0.655,0.429,1.46774359361247e-27,"1","Chd5"
"Mark1",3.35581650021142e-31,0.688243405423455,0.492,0.278,2.68431761851912e-27,"1","Mark1"
"Slc17a7",3.38691171305937e-31,0.689588200108179,0.545,0.332,2.70919067927619e-27,"1","Slc17a7"
"Csmd2",5.91074269167971e-31,0.685850085120669,0.743,0.611,4.7280030790746e-27,"1","Csmd2"
"Phf24",9.63216360128828e-31,0.630889046939025,0.578,0.363,7.7047676646705e-27,"1","Phf24"
"Cadps2",1.00999003789374e-30,0.717638538791755,0.622,0.43,8.07891031311205e-27,"1","Cadps2"
"Tle4",1.1436826127122e-30,0.80326578615768,0.488,0.286,9.14831721908489e-27,"1","Tle4"
"Fhod3",1.53096324433071e-30,0.66834676883268,0.561,0.351,1.22461749914014e-26,"1","Fhod3"
"Lpgat1",2.38648028502626e-30,0.559281114906322,0.714,0.523,1.90894557999251e-26,"1","Lpgat1"
"Man2a1",2.57950193478261e-30,0.793092775862039,0.445,0.249,2.06334359763261e-26,"1","Man2a1"
"Slc6a17",4.4272700603757e-30,0.569653342449186,0.56,0.332,3.54137332129452e-26,"1","Slc6a17"
"Plcxd3",7.33160445383086e-30,0.986422999451525,0.311,0.147,5.8645504026193e-26,"1","Plcxd3"
"Mmp17",1.12574979864891e-29,1.01978990264272,0.324,0.159,9.00487263939264e-26,"1","Mmp17"
"Ccl27a",1.59902338226123e-29,1.10367137817419,0.259,0.112,1.27905880347075e-25,"1","Ccl27a"
"Camkk2",1.67730515437812e-29,0.573923875247284,0.607,0.39,1.34167639298706e-25,"1","Camkk2"
"Ncald",2.50852469743711e-29,0.638700622059705,0.756,0.646,2.00656890547995e-25,"1","Ncald"
"Oip5os1",3.33307028170578e-29,0.529141952750227,0.774,0.637,2.66612291833646e-25,"1","Oip5os1"
"Slc4a10",3.77548931956528e-29,0.613614337530553,0.685,0.498,3.02001390672027e-25,"1","Slc4a10"
"Adra1a",4.66283215098449e-29,1.17322329351607,0.314,0.154,3.7297994375725e-25,"1","Adra1a"
"Vsnl1",5.37509560237292e-29,0.528954626407147,0.669,0.463,4.2995389723381e-25,"1","Vsnl1"
"Epb41",1.79342281870184e-28,0.702210436471025,0.435,0.239,1.4345589126796e-24,"1","Epb41"
"Ext1",1.8568838473851e-28,0.635979847661514,0.717,0.622,1.48532138952334e-24,"1","Ext1"
"Hivep1",2.67035232386497e-28,0.6127694209378,0.491,0.283,2.13601482385959e-24,"1","Hivep1"
"Cplx1",3.34350773932209e-28,0.594270319477792,0.531,0.315,2.67447184068374e-24,"1","Cplx1"
"Lrrtm3",5.86163905034944e-28,0.579680793493495,0.693,0.504,4.68872507637452e-24,"1","Lrrtm3"
"Kcnip3",7.03422369640826e-28,0.637052457400858,0.512,0.309,5.62667553475697e-24,"1","Kcnip3"
"Lgi2",8.31223545917513e-28,1.05664375866354,0.281,0.131,6.64895714379419e-24,"1","Lgi2"
"Smim13",8.52667841464117e-28,0.625753141435039,0.487,0.281,6.82049006387147e-24,"1","Smim13"
"Pitpnm3",1.05173956996456e-27,0.759058863188457,0.372,0.193,8.41286482014655e-24,"1","Pitpnm3"
"Arhgap26",2.15626366245691e-27,0.560474913495587,0.709,0.57,1.72479530359928e-23,"1","Arhgap26"
"Olfm3",2.42947913929217e-27,0.890461834042706,0.454,0.276,1.9433403635198e-23,"1","Olfm3"
"Ngef",2.94070194629863e-27,0.835801476530298,0.336,0.17,2.35226748684427e-23,"1","Ngef"
"Galnt14",3.12394335172445e-27,0.778193030145172,0.437,0.25,2.49884228704439e-23,"1","Galnt14"
"Ndst3",3.14480810078334e-27,0.838247822147991,0.427,0.248,2.5155319998166e-23,"1","Ndst3"
"Gtdc1",3.53139914848291e-27,0.525289764961956,0.567,0.351,2.82476617887148e-23,"1","Gtdc1"
"Xylt1",4.21297032812345e-27,0.666154627502251,0.631,0.452,3.36995496546595e-23,"1","Xylt1"
"Arap2",4.80403922939426e-27,0.513233747386886,0.63,0.419,3.84275097959247e-23,"1","Arap2"
"Syt16",8.29512968787689e-27,0.591524942738975,0.578,0.377,6.63527423733272e-23,"1","Syt16"
"Gas7",9.4804350696442e-27,0.638556132463244,0.646,0.487,7.5834000122084e-23,"1","Gas7"
"Ttc39b",1.03784129647021e-26,0.801910036477863,0.351,0.181,8.30169253046523e-23,"1","Ttc39b"
"Ano3",1.08638668467658e-26,0.66121948029844,0.598,0.424,8.690007090728e-23,"1","Ano3"
"Sema3e",1.32714848559282e-26,0.724885874438921,0.406,0.225,1.0615860736257e-22,"1","Sema3e"
"Klhl32",2.51837240357902e-26,0.680570954340042,0.447,0.259,2.01444608562286e-22,"1","Klhl32"
"Sgsm1",4.75293445784304e-26,0.740119149747714,0.437,0.254,3.80187227282865e-22,"1","Sgsm1"
"Sncb",4.90286818521868e-26,0.767825619323029,0.386,0.21,3.92180426135642e-22,"1","Sncb"
"Sulf2",5.50224215491648e-26,0.925359651245826,0.347,0.184,4.4012434997177e-22,"1","Sulf2"
"Septin8",5.83090697429246e-26,0.512480185060592,0.528,0.318,4.66414248873654e-22,"1","Septin8"
"Kcnb1",6.81383473724993e-26,0.510556067899865,0.69,0.512,5.45038640632622e-22,"1","Kcnb1"
"Gabra3",1.13891800805929e-25,0.715313986976214,0.385,0.208,9.11020514646626e-22,"1","Gabra3"
"Sorl1",1.54755575467682e-25,0.667883910099756,0.724,0.619,1.23788984816599e-21,"1","Sorl1"
"Pak1",1.95368852319217e-25,0.548599228595961,0.678,0.519,1.56275544970142e-21,"1","Pak1"
"B230209E15Rik",2.4117380005764e-25,0.642543793493938,0.467,0.272,1.92914922666106e-21,"1","B230209E15Rik"
"Adcy2",2.83288395002613e-25,0.61527144591562,0.684,0.533,2.2660238716259e-21,"1","Adcy2"
"Il1rapl2",3.27966650793892e-25,1.11958800899056,0.474,0.315,2.62340523970035e-21,"1","Il1rapl2"
"Stx1a",3.967574532821e-25,0.883256130475293,0.287,0.139,3.17366286880351e-21,"1","Stx1a"
"Ptk2",4.28775506594393e-25,0.585311425431053,0.712,0.584,3.42977527724855e-21,"1","Ptk2"
"Frmd6",1.56650863021135e-24,0.651993174757269,0.424,0.241,1.25305025330606e-20,"1","Frmd6"
"Neto2",1.82625695205594e-24,0.841691228218728,0.352,0.192,1.46082293594955e-20,"1","Neto2"
"Prkaa2",2.12678366905765e-24,0.724992251283582,0.363,0.195,1.70121425687921e-20,"1","Prkaa2"
"Large1",3.60691368351651e-24,0.501930061341954,0.814,0.755,2.88517025544486e-20,"1","Large1"
"Cdh11",4.87137515648855e-24,0.57229035158273,0.653,0.492,3.89661298767519e-20,"1","Cdh11"
"Stmn3",6.66056578335559e-24,0.556853431684127,0.48,0.287,5.32778657010613e-20,"1","Stmn3"
"Necab1",8.0815505854551e-24,0.724506725530938,0.363,0.199,6.46443231330553e-20,"1","Necab1"
"Rap1gap2",8.50049819774625e-24,0.548509222134416,0.518,0.325,6.79954850837723e-20,"1","Rap1gap2"
"Parm1",9.55668946801541e-24,1.0080955935889,0.331,0.181,7.64439590546552e-20,"1","Parm1"
"Ndfip2",1.16924857857686e-23,0.799809154058804,0.322,0.169,9.35281938003627e-20,"1","Ndfip2"
"Kcnh1",1.2365897260519e-23,0.592052494227974,0.553,0.367,9.89148121868912e-20,"1","Kcnh1"
"Ube2ql1",1.70868245832863e-23,0.775340673252453,0.304,0.155,1.36677509841707e-19,"1","Ube2ql1"
"Nuak1",2.34420452277482e-23,0.629324933584439,0.399,0.227,1.87512919776758e-19,"1","Nuak1"
"Atp2b4",2.82611666343183e-23,0.649499437477967,0.47,0.287,2.26061071907912e-19,"1","Atp2b4"
"Cobl",3.27458643610165e-23,0.507217688779288,0.614,0.425,2.61934169023771e-19,"1","Cobl"
"Arhgef3",3.50908116333968e-23,0.691570988645398,0.405,0.234,2.80691402255541e-19,"1","Arhgef3"
"Mctp1",5.50832827721829e-23,0.580424945708166,0.654,0.498,4.40611178894691e-19,"1","Mctp1"
"Camk2g",9.06647333736435e-23,0.505880257429592,0.575,0.384,7.25227202255775e-19,"1","Camk2g"
"Fam135b",1.43560874382875e-22,0.505340906062073,0.667,0.498,1.14834343418862e-18,"1","Fam135b"
