"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gulp1",5.26178477996567e-44,1.98833708247442,0.331,0.108,4.20890164549454e-40,"5","Gulp1"
"Cntnap4",4.04121405228202e-43,1.34792330342031,0.527,0.242,3.23256712042039e-39,"5","Cntnap4"
"Rian",1.78918434877804e-42,0.890060230583421,0.858,0.746,1.43116856058755e-38,"5","Rian"
"Dpysl3",3.52274852701342e-42,1.42045099546521,0.425,0.165,2.81784654675803e-38,"5","Dpysl3"
"Pcdh11x",1.19027364337374e-41,1.24094564652481,0.558,0.264,9.52099887334654e-38,"5","Pcdh11x"
"Tox3",1.48161345313714e-40,1.5381389998075,0.392,0.149,1.1851426011644e-36,"5","Tox3"
"Camk2d",3.61622992178728e-40,1.06212312596881,0.664,0.355,2.89262231443764e-36,"5","Camk2d"
"Synpo21",6.93711274452811e-40,1.66029402896703,0.418,0.169,5.54899648434803e-36,"5","Synpo2"
"Kirrel3",8.59902501312236e-40,1.4994730605661,0.806,0.744,6.87836010799658e-36,"5","Kirrel3"
"Amotl11",1.19345529734691e-39,1.30152107112099,0.473,0.204,9.54644892347792e-36,"5","Amotl1"
"5330434G04Rik",2.71255172103818e-39,1.14357447137447,0.601,0.318,2.16977012165844e-35,"5","5330434G04Rik"
"Sdk1",8.88073219976065e-39,1.48893917227913,0.571,0.304,7.10369768658854e-35,"5","Sdk1"
"Snx29",1.55004064143861e-37,1.0506538495222,0.632,0.355,1.23987750908674e-33,"5","Snx29"
"Map1b",1.61436189045739e-37,0.674433385763776,0.956,0.969,1.29132807617686e-33,"5","Map1b"
"Lsamp",1.73255073788399e-37,0.776164142010884,0.952,0.974,1.38586733523341e-33,"5","Lsamp"
"Akap12",2.2580727170363e-37,1.27862303995524,0.46,0.2,1.80623236635733e-33,"5","Akap12"
"Sgcd",1.82740344558614e-36,1.35007311800398,0.691,0.486,1.46174001612435e-32,"5","Sgcd"
"Dzank1",3.0243844821022e-36,1.09369479496185,0.599,0.324,2.41920514723355e-32,"5","Dzank1"
"Chrm2",6.32458766276931e-36,1.72235401833456,0.423,0.19,5.05903767144917e-32,"5","Chrm2"
"Slc8a3",8.38972782194713e-36,1.13176056169846,0.556,0.281,6.71094328477551e-32,"5","Slc8a3"
"Lin28b",4.92029024466088e-35,1.77132427563378,0.281,0.093,3.93574016670423e-31,"5","Lin28b"
"Ddah1",6.23567281581048e-35,1.30854906508616,0.455,0.207,4.98791468536681e-31,"5","Ddah1"
"A330008L17Rik",9.43303803968254e-34,1.25854279110205,0.488,0.239,7.54548712794206e-30,"5","A330008L17Rik"
"Tenm3",2.60580302475414e-33,1.00665746076049,0.81,0.654,2.08438183950083e-29,"5","Tenm3"
"Frmd3",3.6195175090812e-33,1.43493705671655,0.359,0.144,2.89525205551405e-29,"5","Frmd3"
"Armh4",8.1124705455884e-33,1.30739677609087,0.416,0.184,6.48916518941616e-29,"5","Armh4"
"Elapor2",1.01443040430927e-32,1.10978814553811,0.499,0.244,8.11442880406988e-29,"5","Elapor2"
"Cachd1",3.62216963331601e-32,1.14638948698152,0.462,0.217,2.89737348968947e-28,"5","Cachd1"
"Nipal2",3.83396985046271e-32,1.43264348776584,0.344,0.134,3.06679248338512e-28,"5","Nipal2"
"Cntnap5c",4.20060518926193e-32,1.14970214392878,0.566,0.314,3.36006409089062e-28,"5","Cntnap5c"
"Rcn2",4.38010641929178e-32,1.27958782291799,0.425,0.192,3.5036471247915e-28,"5","Rcn2"
"Elavl4",4.98608628260176e-32,1.01738207822824,0.599,0.351,3.98837041745315e-28,"5","Elavl4"
"Gprasp1",6.79938591814295e-32,0.846238594282591,0.8,0.655,5.43882879592255e-28,"5","Gprasp1"
"Arhgap18",9.63788015678497e-32,1.44999313367566,0.305,0.111,7.7093403374123e-28,"5","Arhgap18"
"Zfhx4",9.73362683920589e-32,1.09175655100819,0.481,0.231,7.78592810868079e-28,"5","Zfhx4"
"Ank1",1.43422508011669e-31,1.05780445152286,0.486,0.235,1.14723664158534e-27,"5","Ank1"
"Cracd",1.64563290219301e-31,0.991408851442485,0.625,0.374,1.31634175846419e-27,"5","Cracd"
"Cacna2d2",1.69646584827457e-31,1.22380199159112,0.39,0.165,1.35700303203483e-27,"5","Cacna2d2"
"Rhbdl3",3.18958655824961e-31,1.6268412856271,0.285,0.102,2.55135028794386e-27,"5","Rhbdl3"
"L1cam",3.25532558970889e-31,1.32040062514077,0.373,0.157,2.60393493920814e-27,"5","L1cam"
"Spock31",6.48897213664817e-31,0.852109251672309,0.715,0.467,5.19052881210487e-27,"5","Spock3"
"Dpysl5",1.237109710936e-30,1.56730383422465,0.285,0.102,9.89564057777707e-27,"5","Dpysl5"
"Gm569991",3.40767797686129e-30,0.870705182399514,0.771,0.58,2.72580161369134e-26,"5","Gm56999"
"Gprasp2",5.32390593626697e-30,1.28041337430617,0.383,0.168,4.25859235841995e-26,"5","Gprasp2"
"Grid1",8.82779553994887e-30,1.03304479520033,0.763,0.681,7.0613536524051e-26,"5","Grid1"
"Ntng11",1.01274103497582e-29,0.811742562767002,0.68,0.483,8.10091553877155e-26,"5","Ntng1"
"Prmt2",1.16887953625653e-29,1.50103360723504,0.281,0.101,9.34986741051599e-26,"5","Prmt2"
"Arhgap24",1.22195515658443e-29,1.37522203731392,0.309,0.118,9.77441929751888e-26,"5","Arhgap24"
"Unc13c",1.04085596883764e-28,0.965396562083482,0.525,0.275,8.32580689473228e-25,"5","Unc13c"
"Csmd3",1.19095077766251e-28,0.770994806363676,0.845,0.779,9.52641527052239e-25,"5","Csmd3"
"Vwc2l",1.50445014640077e-28,1.49278127830939,0.279,0.102,1.20340967210598e-24,"5","Vwc2l"
"Slc6a11",3.01307457780453e-28,1.33362137672035,0.336,0.138,2.41015835478584e-24,"5","Slc6a11"
"Cdh181",7.43586717891276e-28,0.869904425984334,0.715,0.503,5.94795015641232e-24,"5","Cdh18"
"Ralyl1",8.76446678734977e-28,0.726309190420316,0.874,0.835,7.01069698320108e-24,"5","Ralyl"
"Grip11",1.31517271547837e-27,0.566234045923626,0.815,0.664,1.05200665511115e-23,"5","Grip1"
"Stxbp6",2.16343739588917e-27,1.00369561921662,0.634,0.407,1.73053357297175e-23,"5","Stxbp6"
"Sparc1",8.26843138787496e-27,0.868190016412545,0.61,0.365,6.61391826716118e-23,"5","Sparc"
"Ncam1",9.75919822919815e-27,0.662152350026523,0.878,0.815,7.8063826635356e-23,"5","Ncam1"
"Ccdc85a",1.02524460716e-26,0.858509010007707,0.669,0.441,8.20093161267281e-23,"5","Ccdc85a"
"Alk",1.16717410542573e-26,1.46397840790621,0.438,0.228,9.33622566930042e-23,"5","Alk"
"Gm57223",1.32293906467984e-26,1.34176451054153,0.301,0.12,1.05821895783741e-22,"5","Gm57223"
"Scg2",3.26786049654808e-26,1.14051971775774,0.584,0.361,2.61396161118881e-22,"5","Scg2"
"Agbl41",7.56937718853878e-26,0.718909192940666,0.821,0.7,6.05474481311217e-22,"5","Agbl4"
"Kitl1",1.32150048339115e-25,1.11268104960784,0.479,0.261,1.05706823666458e-21,"5","Kitl"
"Mtss1",1.34235340568037e-25,0.948844788819978,0.501,0.272,1.07374848920372e-21,"5","Mtss1"
"Kcnn3",1.44684967520171e-25,1.16745674585156,0.346,0.151,1.15733505519385e-21,"5","Kcnn3"
"Brinp31",1.6527332629604e-25,1.00872532807596,0.68,0.497,1.32202133704202e-21,"5","Brinp3"
"Frmd4a",2.37334494555357e-25,0.539872610174503,0.919,0.894,1.8984386219483e-21,"5","Frmd4a"
"Hdac91",2.39978717117631e-25,1.0202853973113,0.723,0.644,1.91958975822393e-21,"5","Hdac9"
"A230006K03Rik",3.00384303899615e-25,0.780665701012178,0.636,0.398,2.40277404689302e-21,"5","A230006K03Rik"
"A330076H08Rik",3.64920578716056e-25,1.01500416366375,0.484,0.261,2.91899970914973e-21,"5","A330076H08Rik"
"Ahi1",4.00212538163743e-25,0.905114435360969,0.743,0.654,3.20130009277178e-21,"5","Ahi1"
"Mb21d2",4.03556177396445e-25,1.2864727771164,0.407,0.208,3.22804586299417e-21,"5","Mb21d2"
"Slc24a3",5.50802534448431e-25,0.951338374741117,0.702,0.559,4.405869473053e-21,"5","Slc24a3"
"Mdga2",6.18810844720173e-25,0.592327346868847,0.93,0.916,4.94986794691666e-21,"5","Mdga2"
"Pced1b",1.04610133527561e-24,1.30244567290248,0.303,0.126,8.36776458086964e-21,"5","Pced1b"
"Lrfn51",4.01258857179672e-24,0.688901540527258,0.847,0.795,3.2096695985802e-20,"5","Lrfn5"
"Cdh4",4.38838866910891e-24,1.3673110633051,0.412,0.217,3.51027209642022e-20,"5","Cdh4"
"Pcdh151",5.26729467848884e-24,1.06572471085616,0.736,0.61,4.21330901332322e-20,"5","Pcdh15"
"Hap1",7.27577951704728e-24,1.37387175545794,0.257,0.099,5.81989603568612e-20,"5","Hap1"
"Col25a1",1.04988771562367e-23,1.31899443171736,0.484,0.289,8.3980518372737e-20,"5","Col25a1"
"Lingo21",1.28799920936528e-23,0.56052828241096,0.895,0.824,1.03027056757128e-19,"5","Lingo2"
"Pnma8b",2.19887435228351e-23,0.822220015228125,0.675,0.465,1.75887959439158e-19,"5","Pnma8b"
"Tspyl4",3.07400689417582e-23,0.752552536819017,0.654,0.429,2.45889811465124e-19,"5","Tspyl4"
"Axin2",3.59086998423139e-23,1.33750089880782,0.275,0.112,2.87233690038669e-19,"5","Axin2"
"Gabrg31",3.7708167944273e-23,0.743631546386289,0.786,0.686,3.0162763538624e-19,"5","Gabrg3"
"Rit2",4.70746443408352e-23,0.86948502175165,0.597,0.384,3.76550080082341e-19,"5","Rit2"
"Dscam",5.0081217928001e-23,0.679387209185462,0.832,0.764,4.0059966220608e-19,"5","Dscam"
"B830012L14Rik",5.19538904183496e-23,0.8962643379198,0.505,0.283,4.15579169456378e-19,"5","B830012L14Rik"
"Gm28905",6.65914897355349e-23,1.00939869800225,0.447,0.241,5.32665326394543e-19,"5","Gm28905"
"Sulf1",1.01825749221904e-22,1.38109016735551,0.301,0.134,8.14504168026009e-19,"5","Sulf1"
"Spats2l1",1.26228142523031e-22,1.10941121672058,0.392,0.198,1.00969891204173e-18,"5","Spats2l"
"Rims2",1.49668304140711e-22,0.688040548677141,0.826,0.788,1.19719676482155e-18,"5","Rims2"
"Nkain21",2.21832456336053e-22,0.704875642616155,0.926,0.937,1.77443781823209e-18,"5","Nkain2"
"Tenm1",2.87958370126663e-22,0.785513873518022,0.697,0.54,2.30337900264318e-18,"5","Tenm1"
"Ghr",3.1284419863711e-22,1.22008226064925,0.39,0.202,2.50244074489825e-18,"5","Ghr"
"Tmem117",3.15738555958954e-22,0.819498446980738,0.492,0.272,2.52559270911567e-18,"5","Tmem117"
"Ptprf",3.89742092749798e-22,1.257604452831,0.307,0.139,3.11754699990563e-18,"5","Ptprf"
"Tenm21",4.91150520006227e-22,0.710415495490631,0.935,0.936,3.92871300952981e-18,"5","Tenm2"
"Sorcs2",5.01139089236733e-22,0.864748545795234,0.519,0.296,4.00861157480463e-18,"5","Sorcs2"
"Nova1",5.41375213969498e-22,1.09638453642434,0.429,0.235,4.33046033654202e-18,"5","Nova1"
"Zcchc18",1.41980876832659e-21,0.946190237852912,0.49,0.286,1.13570503378444e-17,"5","Zcchc18"
"Shisal1",1.58064526258013e-21,1.18254051037992,0.346,0.165,1.26435814553785e-17,"5","Shisal1"
"Upp2",2.8919372332017e-21,0.744983061770095,0.671,0.479,2.31326059283804e-17,"5","Upp2"
"Adcy5",3.18523060860349e-21,0.765534746362977,0.42,0.213,2.54786596382193e-17,"5","Adcy5"
"Timp2",3.48887959885476e-21,0.923622047436338,0.453,0.251,2.79075479112392e-17,"5","Timp2"
"Fgf13",4.99012772927095e-21,0.841810108728275,0.619,0.441,3.99160317064383e-17,"5","Fgf13"
"Disp2",5.32578088620351e-21,1.03225419900463,0.388,0.198,4.26009213087419e-17,"5","Disp2"
"Sncaip",6.59883351973452e-21,1.27616367777743,0.266,0.113,5.27840693243565e-17,"5","Sncaip"
"Mirg",6.83885573386327e-21,0.912052300724297,0.388,0.194,5.47040070151723e-17,"5","Mirg"
"Cacna1g1",9.4607850311006e-21,1.03445947074337,0.351,0.172,7.56768194637737e-17,"5","Cacna1g"
"Mgat4c1",1.3739486424053e-20,0.904798916712977,0.712,0.598,1.09902151906e-16,"5","Mgat4c"
"Vav31",1.38519430131258e-20,1.17110639169373,0.54,0.372,1.10801692161993e-16,"5","Vav3"
"Rgs17",1.66726182647882e-20,0.848982421342156,0.59,0.392,1.33364273500041e-16,"5","Rgs17"
"Pam",1.89542510499095e-20,0.707001457371459,0.739,0.614,1.51615054148226e-16,"5","Pam"
"Dcc",3.10944713350337e-20,0.794073400952251,0.793,0.735,2.48724676208934e-16,"5","Dcc"
"Osbpl9",4.41848714860007e-20,0.755305464413772,0.534,0.322,3.5343478701652e-16,"5","Osbpl9"
"Pde4d1",5.56768570056375e-20,0.529291450976686,0.893,0.864,4.45359179188095e-16,"5","Pde4d"
"Cntnap2",5.73489936338061e-20,0.515338122498204,0.928,0.91,4.58734600076815e-16,"5","Cntnap2"
"Plcb41",6.63943079960011e-20,0.664706327076163,0.706,0.512,5.31088069660013e-16,"5","Plcb4"
"Lrrc3b",9.00411249844854e-20,1.06153841030913,0.314,0.148,7.20238958750899e-16,"5","Lrrc3b"
"Dnm3",1.04027832592417e-19,0.623534320272275,0.797,0.74,8.32118632906744e-16,"5","Dnm3"
"Amy1",1.15448763200601e-19,1.07352903542197,0.34,0.168,9.23474656841606e-16,"5","Amy1"
"Hivep11",1.17600928918327e-19,0.816545634037596,0.508,0.303,9.40689830417697e-16,"5","Hivep1"
"Fndc3a",1.20906020744802e-19,0.774182236308218,0.514,0.306,9.67127259937674e-16,"5","Fndc3a"
"Cd200",1.39817324029853e-19,1.14993322932975,0.322,0.155,1.11839877491479e-15,"5","Cd200"
"Snhg14",1.46182609853693e-19,0.588857623254303,0.843,0.792,1.16931469621969e-15,"5","Snhg14"
"Grm81",1.76388556830314e-19,0.957788239844561,0.641,0.467,1.41093206608568e-15,"5","Grm8"
"Mast1",3.29933943061938e-19,1.21604158918406,0.285,0.131,2.63914161055244e-15,"5","Mast1"
"Epb41l4b",3.41234962796069e-19,0.801816738516174,0.479,0.274,2.72953846740576e-15,"5","Epb41l4b"
"Med12l",5.30246335516131e-19,0.833542076180235,0.619,0.461,4.24144043779353e-15,"5","Med12l"
"Vwc2",7.16325295556535e-19,1.34792330342031,0.255,0.112,5.72988603915672e-15,"5","Vwc2"
"Luzp2",1.11374507213499e-18,0.636291879189324,0.741,0.596,8.9088468320078e-15,"5","Luzp2"
"Slc6a7",1.42159592167889e-18,1.14488305411553,0.277,0.126,1.13713457775094e-14,"5","Slc6a7"
"Timp3",2.4956169160008e-18,0.833763925241568,0.416,0.229,1.99624397110904e-14,"5","Timp3"
"Stmn2",2.66469734445145e-18,0.708439895984917,0.584,0.384,2.13149140582671e-14,"5","Stmn2"
"Stmn1",3.20147447991817e-18,0.69035231135513,0.593,0.398,2.56085943648654e-14,"5","Stmn1"
"A230057D06Rik",4.41313707224083e-18,0.636621461619134,0.732,0.604,3.53006834408544e-14,"5","A230057D06Rik"
"Pcdh10",5.54683039353677e-18,0.735229846965585,0.564,0.36,4.43690963179006e-14,"5","Pcdh10"
"Reep1",6.19170138185808e-18,0.696551325720298,0.573,0.377,4.95274193534827e-14,"5","Reep1"
"Col11a1",6.93242430337594e-18,1.24127888068308,0.259,0.117,5.54524620027041e-14,"5","Col11a1"
"Wwox",8.90804029041739e-18,0.677469265914519,0.732,0.579,7.12554142830487e-14,"5","Wwox"
"Tox2",9.2117761355956e-18,1.02471175349675,0.264,0.117,7.36849973086292e-14,"5","Tox2"
"Galnt16",1.0027694777316e-17,0.852731715664984,0.471,0.284,8.02115305237503e-14,"5","Galnt16"
"Rnpc3",1.02328242653196e-17,0.850711291251986,0.423,0.241,8.18523612982917e-14,"5","Rnpc3"
"Serpine2",1.04618095412182e-17,0.849618253965481,0.492,0.305,8.36840145202046e-14,"5","Serpine2"
"Spink10",2.63921145793952e-17,1.05320631621804,0.34,0.178,2.11110524520582e-13,"5","Spink10"
"Tgoln1",3.23787116386001e-17,0.69848008396845,0.521,0.317,2.58997314397162e-13,"5","Tgoln1"
"Camta1",3.67669339722425e-17,0.551456697505439,0.837,0.812,2.94098704843968e-13,"5","Camta1"
"Spock2",4.00489927391732e-17,0.563889455597322,0.734,0.567,3.20351892920646e-13,"5","Spock2"
"Magi31",4.11070394742605e-17,0.67755674887046,0.586,0.385,3.2881520875461e-13,"5","Magi3"
"Sv2a",4.21221787392571e-17,0.653727450228223,0.662,0.499,3.36935307735318e-13,"5","Sv2a"
"Cdh7",4.54059082547351e-17,1.1961825420136,0.251,0.114,3.63201860129626e-13,"5","Cdh7"
"Impact",6.91343412614752e-17,0.695800483401853,0.593,0.411,5.5300559575054e-13,"5","Impact"
"Mir124-2hg",7.94121095418781e-17,1.13492958008611,0.266,0.124,6.35217464225483e-13,"5","Mir124-2hg"
"Abat",9.07686774656433e-17,0.610670276859687,0.534,0.327,7.26058651047681e-13,"5","Abat"
"Grik12",1.10017333982088e-16,0.805783073301182,0.501,0.324,8.80028654522724e-13,"5","Grik1"
"Tmem164",1.24292517667654e-16,0.783457209584731,0.379,0.204,9.94215848823562e-13,"5","Tmem164"
"Iqcj1",1.42905508855638e-16,0.959358015502654,0.314,0.158,1.14310116533625e-12,"5","Iqcj"
"Cacna1b",1.50461118693749e-16,0.706133211675497,0.645,0.474,1.2035384884313e-12,"5","Cacna1b"
"Tmem150c",1.82608216496553e-16,0.909190331120986,0.338,0.177,1.46068312375593e-12,"5","Tmem150c"
"Zfp608",5.11182372556239e-16,0.714748204460088,0.577,0.406,4.08894779807735e-12,"5","Zfp608"
"Chga",6.01162012296729e-16,0.799180990611904,0.357,0.191,4.80869493636153e-12,"5","Chga"
"Rims31",1.10195356356993e-15,0.897033421048812,0.375,0.21,8.81452655499590e-12,"5","Rims3"
"Tubb3",1.14264572998884e-15,1.02160076395072,0.266,0.127,9.14002319418076e-12,"5","Tubb3"
"Tmx4",1.24771601264149e-15,0.744486863986738,0.593,0.425,9.98048038511926e-12,"5","Tmx4"
"Igsf211",1.29846990565707e-15,0.775775730099508,0.392,0.221,1.03864607753509e-11,"5","Igsf21"
"Gmds",1.41224684276702e-15,0.766712937560258,0.497,0.321,1.12965624952934e-11,"5","Gmds"
"Ctnnb1",2.06330613695243e-15,0.737310282984209,0.442,0.267,1.65043857894825e-11,"5","Ctnnb1"
"Dclk2",2.09388515507857e-15,0.803359811286116,0.429,0.257,1.67489873554735e-11,"5","Dclk2"
"Hs3st41",2.21752969158553e-15,0.727484000663114,0.671,0.57,1.77380200029926e-11,"5","Hs3st4"
"Epb41l31",2.28110752916319e-15,0.553286462394425,0.728,0.585,1.82465791257763e-11,"5","Epb41l3"
"Gm26691",2.76106311738576e-15,1.05389937538727,0.327,0.177,2.20857438759687e-11,"5","Gm26691"
"Adar",3.4952718335114e-15,0.71850153126261,0.466,0.289,2.79586793962577e-11,"5","Adar"
"Gm10125",3.62473538428884e-15,1.02277256008562,0.296,0.153,2.89942583389265e-11,"5","Gm10125"
"Flywch1",3.66368736221964e-15,0.600340601880072,0.603,0.425,2.93058352103949e-11,"5","Flywch1"
"Cit1",4.29280279217658e-15,0.530497368377871,0.725,0.589,3.43381295346204e-11,"5","Cit"
"Zwint",5.01779262530554e-15,0.680074258023785,0.536,0.361,4.0137323209819e-11,"5","Zwint"
"Patj",5.15462329608326e-15,0.868163834545775,0.29,0.145,4.123183174537e-11,"5","Patj"
"Wscd1",5.35091352813288e-15,1.00060630177017,0.279,0.14,4.28019573115349e-11,"5","Wscd1"
"Chl1",6.76034665854403e-15,0.576308130669606,0.664,0.5,5.40760129216937e-11,"5","Chl1"
"Rbfox11",6.93781633980011e-15,0.818353553992373,0.913,0.962,5.54955929020611e-11,"5","Rbfox1"
"Nalcn",7.18607831337072e-15,0.563343924586907,0.636,0.469,5.74814404286524e-11,"5","Nalcn"
"Samd51",7.4516009864164e-15,0.717934999285047,0.484,0.305,5.96053562903448e-11,"5","Samd5"
"Hlf1",8.11745006590416e-15,0.853581751442318,0.575,0.431,6.49314830771674e-11,"5","Hlf"
"Adcy81",9.41894692048297e-15,0.63000657729007,0.532,0.348,7.53421564169433e-11,"5","Adcy8"
"Zeb1",9.90202609018009e-15,0.58396236547078,0.747,0.62,7.92063066953505e-11,"5","Zeb1"
"Cds2",1.23058937769477e-14,0.544200934389361,0.551,0.357,9.84348443218044e-11,"5","Cds2"
"Enox2",1.27392522606325e-14,1.06178117103377,0.331,0.187,1.01901278832799e-10,"5","Enox2"
"Cntn61",1.53065103044576e-14,0.805670514346251,0.431,0.266,1.22436775925357e-10,"5","Cntn6"
"Snrk",1.8187759785901e-14,0.750117735324338,0.392,0.229,1.45483890527422e-10,"5","Snrk"
"Atp8a2",1.98976164108173e-14,0.628240749160631,0.647,0.489,1.59161033670128e-10,"5","Atp8a2"
"Nsg1",2.04303092893613e-14,0.713193698262069,0.462,0.291,1.63422044005601e-10,"5","Nsg1"
"Lrrtm31",2.06304632790343e-14,0.646385992658099,0.671,0.525,1.65023075768996e-10,"5","Lrrtm3"
"Vwa8",3.06412430161902e-14,0.622740535112931,0.499,0.324,2.45099302886505e-10,"5","Vwa8"
"Scn2b",3.08769167060397e-14,0.659171699769358,0.466,0.29,2.46984456731612e-10,"5","Scn2b"
"Rnf180",4.24465413732892e-14,0.9607648367169,0.285,0.148,3.3952988444494e-10,"5","Rnf180"
"Mdn1",4.29141348816712e-14,0.661538539129098,0.497,0.321,3.43270164918488e-10,"5","Mdn1"
"Tcerg1",5.95296662902508e-14,0.558172891108109,0.521,0.338,4.76177800655716e-10,"5","Tcerg1"
"Lin7a1",6.21145365445513e-14,0.730964585154551,0.481,0.319,4.96854177819866e-10,"5","Lin7a"
"Uchl1",6.48529668312064e-14,0.736516319742825,0.471,0.307,5.1875888168282e-10,"5","Uchl1"
"Gaa",6.50872312128408e-14,0.855610090664825,0.336,0.188,5.20632762471514e-10,"5","Gaa"
"Ptpro",7.23364995832955e-14,0.923304302807197,0.305,0.165,5.78619660166781e-10,"5","Ptpro"
"Pgap1",8.01862575948853e-14,0.821175416644446,0.312,0.167,6.41409874501487e-10,"5","Pgap1"
"Snrpn",8.75915194393858e-14,0.55001956295049,0.634,0.462,7.00644563995647e-10,"5","Snrpn"
"Fchsd2",8.80970862534329e-14,0.59830358932547,0.462,0.282,7.0468859294121e-10,"5","Fchsd2"
"Gtf2ird11",9.1057459506253e-14,0.725894981455008,0.388,0.23,7.28368618590518e-10,"5","Gtf2ird1"
"Plcxd31",1.07823897949708e-13,0.903504780769137,0.305,0.164,8.62483359699716e-10,"5","Plcxd3"
"Arid5b1",1.43173048008472e-13,0.536825979676886,0.599,0.415,1.14524121101977e-09,"5","Arid5b"
"Phactr2",1.47560850896815e-13,0.78498710902915,0.375,0.221,1.18033924632362e-09,"5","Phactr2"
"Eps8",2.24216165242404e-13,0.754638682147379,0.34,0.19,1.79350510577399e-09,"5","Eps8"
"Pld5",2.25250318039527e-13,0.752996994784713,0.32,0.176,1.80177729399817e-09,"5","Pld5"
"Zfp804b1",2.26468506267671e-13,0.764551425838106,0.551,0.392,1.8115215816351e-09,"5","Zfp804b"
"Cntnap5b1",2.31082348804383e-13,0.741304252260428,0.558,0.41,1.84842770808626e-09,"5","Cntnap5b"
"ENSMUSG00000095041",3.10303754382019e-13,0.543621705340257,0.549,0.371,2.48211973130177e-09,"5","ENSMUSG00000095041"
"Bend6",3.45750773648275e-13,0.571755200038413,0.558,0.388,2.76566043841255e-09,"5","Bend6"
"Plxnc1",3.53316638794619e-13,0.823843044846173,0.368,0.22,2.82617979371815e-09,"5","Plxnc1"
"Tro",3.71145059379663e-13,0.757595623437031,0.383,0.232,2.96878932997792e-09,"5","Tro"
"Ptprr",3.73902085818109e-13,0.581098920700626,0.453,0.281,2.99084278445905e-09,"5","Ptprr"
"Bicc1",4.16460678884884e-13,0.933662992675525,0.307,0.171,3.33126897040019e-09,"5","Bicc1"
"Arl4c",6.26785427354702e-13,0.94675797872302,0.294,0.163,5.01365663341026e-09,"5","Arl4c"
"Mgat5b",6.70473294213226e-13,0.96815113396066,0.257,0.133,5.3631158804116e-09,"5","Mgat5b"
"Zfp521",6.91105141045336e-13,1.02301394630757,0.251,0.127,5.52815002322164e-09,"5","Zfp521"
"Runx1t11",1.1685753289558e-12,0.662575568789469,0.547,0.385,9.34743405631742e-09,"5","Runx1t1"
"Gnal",1.36020030405317e-12,0.556179600092127,0.514,0.354,1.08802422321213e-08,"5","Gnal"
"Dtd1",1.52168154049921e-12,0.685435293526124,0.427,0.271,1.21719306424532e-08,"5","Dtd1"
"Polr2m",1.99994356021451e-12,0.617070832980713,0.418,0.256,1.59975485381558e-08,"5","Polr2m"
"Pdxk",2.07474892774949e-12,0.766189513575024,0.366,0.219,1.65959166730681e-08,"5","Pdxk"
"Rpn1",2.07800987240869e-12,0.759108477203544,0.34,0.199,1.66220009693971e-08,"5","Rpn1"
"Scn3a",2.24284887365628e-12,0.66347452889968,0.481,0.324,1.79405481403765e-08,"5","Scn3a"
"Dner",2.60560223270063e-12,0.677356105028051,0.49,0.336,2.08422122593723e-08,"5","Dner"
"Nnat1",2.82838426169074e-12,1.12285674778553,0.281,0.157,2.26242457092642e-08,"5","Nnat"
"Cox16",2.82841440612336e-12,0.530842747652988,0.651,0.49,2.26244868345807e-08,"5","Cox16"
"Bicd1",3.32994978368471e-12,0.557646726163265,0.636,0.482,2.6636268319694e-08,"5","Bicd1"
"Zfp612",3.53641146721449e-12,0.874321911646855,0.292,0.162,2.82877553262487e-08,"5","Zfp612"
"Etl41",4.04276864096026e-12,0.721076073521144,0.802,0.803,3.23381063590411e-08,"5","Etl4"
"N4bp2l1",4.23337094518592e-12,0.75501204958366,0.316,0.18,3.38627341905422e-08,"5","N4bp2l1"
"Unc13b",4.61806972693786e-12,0.670982480326319,0.434,0.276,3.69399397457759e-08,"5","Unc13b"
"Cntn5",4.98692632841598e-12,0.817600819004212,0.754,0.691,3.98904237009994e-08,"5","Cntn5"
"Tnrc6a",1.07057754176528e-11,0.531418944268894,0.59,0.437,8.56354975658044e-08,"5","Tnrc6a"
"Rsrc1",1.2503088413236e-11,0.573572567555771,0.501,0.347,1.00012204217475e-07,"5","Rsrc1"
"Cdh8",1.37601477457291e-11,0.68747741134709,0.619,0.53,1.10067421818087e-07,"5","Cdh8"
"Fads2",1.47623358690811e-11,0.816009387368142,0.309,0.18,1.18083924616779e-07,"5","Fads2"
"Map6",1.73470397229842e-11,0.600236284781501,0.492,0.335,1.38758970744151e-07,"5","Map6"
"Tafa5",1.7458549678955e-11,0.546321606696553,0.573,0.426,1.39650938881961e-07,"5","Tafa5"
"Olfm21",1.82941647088225e-11,0.714086459126059,0.379,0.239,1.46335023505871e-07,"5","Olfm2"
"Gnl3l",2.01857909553546e-11,0.560900512860776,0.512,0.351,1.61466141851881e-07,"5","Gnl3l"
"Cuedc1",2.63261480289486e-11,0.647128747334093,0.336,0.196,2.1058285808356e-07,"5","Cuedc1"
"Acot7",3.79205849038721e-11,0.565280134859456,0.466,0.31,3.03326758646073e-07,"5","Acot7"
"Pacs21",3.86039699714622e-11,0.643453708243062,0.342,0.204,3.08793155801726e-07,"5","Pacs2"
"Gmps",3.97425725993004e-11,0.590124205836935,0.42,0.27,3.17900838221804e-07,"5","Gmps"
"Ric3",4.00382519829456e-11,0.68962613174072,0.336,0.2,3.20265977611582e-07,"5","Ric3"
