"","Cavity","Muscle","Cartilage","Jaw and tooth","Liver","Brain","Spinal cord","Connective tissue","GI track","Heart","Dorsal root ganglia","Lung","Olfactory epithelium"
"E2f3(+)",0.347723635533419,0.325431511690743,0.502445645449912,-0.278314420762542,0.939424158199558,-1.1425558224268,-2.19159815778581,0.51431072731245,1.20021077789182,0.31252609206902,-1.19070865066561,1.04231322026567,-0.38120871677184
"E2f6(+)",3.22292820613954,-0.396225822299258,-0.399235115295395,-0.422786927105363,-0.422786927105363,-0.316674158053973,0.274392370802838,-0.174596776369959,-0.422786927105363,-0.358066873477971,0.261412804080995,-0.422786927105363,-0.422786927105363
"E2f7(+)",0.284188449106102,0.0237224244801066,0.228596874130483,-0.70673596526677,2.30229919696641,0.109709016343047,-1.54818387725048,0.154863174295073,0.594728925129279,0.415230435953883,-1.34169689323411,0.507699914829254,-1.02442167548228
"E2f8(+)",0.105023228319439,-0.11669460753403,-0.392891415701447,-0.550990569852279,2.93373170938368,-0.498941054529566,-0.616099389732947,1.13051866284029,-0.346693294218914,-0.0311772258321259,-0.484493263370955,-0.501577149254883,-0.629715630516264
"E4f1(+)",3.08046444624856,-0.476988186012826,-0.476988186012826,-0.476988186012826,-0.476988186012826,0.06724053621692,-0.34595596276752,0.668530192294331,-0.476988186012826,-0.476988186012826,0.345626276110322,-0.476988186012826,-0.476988186012826
"Ebf1(+)",-0.208773838254281,-0.390584834749373,-0.447486837076944,-0.456809655548956,-0.373994035539358,0.189093067663727,1.38271370322849,-0.336157543515657,-0.782404753757289,-0.366105058626787,2.77843959339638,-0.84072944601955,-0.147200361200412
"Ebf4(+)",0.473114833546845,-0.997925570184065,-1.00179586290587,-0.864047813587966,-0.414761183625888,-0.284100217884793,0.777800649174347,-0.432213455066463,1.81131061269196,-0.314118559989267,-0.730596721901174,-0.0402647417998704,2.01759803153221
"Elf1(+)",-0.125901987507913,-0.296036406487882,-0.489836080775582,-0.333234130529483,2.64555190413599,-1.30717476207722,-1.40926753334008,0.102224640505649,0.0412324335433457,0.526363654069127,-0.303791859349747,0.376914054706772,0.572956073107028
"Elf2(+)",-0.106477450797354,-0.565480007416407,-0.24076062845124,-1.31079360944519,1.31098389810422,1.85602774332216,-2.06071771619518,0.233700728037825,0.501169375239293,-0.130047859652381,0.384345730480461,0.0189980093655269,0.109051787408285
"Elf4(+)",-0.0904294231987344,-0.848297126199267,0.00490460041326517,0.111037217845501,-0.693442323810756,-0.0410387049978936,0.684346669598687,-0.210155219795864,0.135245203992362,2.93814281147619,-0.963980128924272,-0.232180370310321,-0.794153206088895
"Elk1(+)",-0.0585819131276262,-0.385126880892237,-0.383896690683296,-0.360509676159287,-0.323407675525139,-0.389812923658558,-0.359325002004863,-0.316189556794334,-0.396327155387492,-0.323496256530745,-0.296146094274447,0.333252382110718,3.2595674429273
"Elk3(+)",0.0645968697598194,0.754506811905175,1.18879174414711,0.549763395866899,-0.649712600998217,-1.6963153824751,-1.72174504691783,0.708852582317462,1.16316176751871,0.317690073534455,-0.660017395710059,0.716472494621468,-0.736045313569889
"Elk4(+)",0.32620590359633,-0.488366403787759,-0.370362553049499,-0.517588895716418,-0.257079061218938,-0.476296565126151,-0.389081961037636,0.916415997270096,-0.473812558857137,3.02586423078308,-0.305826561392473,-0.464484711380959,-0.525586860082531
"Emx2(+)",-0.299528606085733,0.734890631208321,0.665251364758959,0.944685866499695,-1.49432190752708,0.999960485487205,-0.600733183622645,-0.683204235923683,-0.310926031225782,0.259841823307159,-0.756386273656081,-1.3254299340029,1.86590000078256
"En1(+)",0.181734410050589,-0.49173848522843,-0.725811959556603,0.264474045349577,-0.681396168828526,2.16225406518879,0.743234896103912,0.159486776424789,-0.684104778946257,-0.325467867934172,-1.17228180138966,-0.999818715609119,1.56943558437511
"En2(+)",-0.301047513073999,-0.506127350304287,-0.572970625868898,0.345663527321535,-0.487826492615651,1.51223249157344,0.727179987370768,-0.504767876204789,-0.79727619184598,-0.683600879935248,-0.604679964683842,-0.592106035895679,2.46532692416263
"Ep300(+)",-0.156312819209806,-0.773861402860093,-0.263382032059704,-1.52010279112681,-0.0306102059451547,2.44803871847284,-0.510529906791673,0.245712491353037,0.200192236654713,-0.77148444586649,1.20909329194534,-0.577662661593937,0.500909527027726
"Erf(+)",0.690805282816397,-0.0749751602464882,-0.530406435434225,-0.659956273414858,2.01775034218224,-0.897170069094441,-1.11174362031217,0.552391926116869,1.48336723064024,0.72684225347524,-0.563896871538917,-0.854818705840793,-0.7781898993491
"Erg(+)",-0.104917413782236,0.244787606870139,2.33100504727527,1.77222124813899,-0.704350759856812,-1.11650891521606,-0.942894440004511,-0.115399453450781,-0.245201642504945,-0.320779648092078,-0.737176903066908,-0.00442155738100528,-0.0563631689290694
"Esr1(+)",1.78832762772359,1.60260516242674,-0.595680083056434,-0.804117915692939,-0.273316400734832,-0.804117915692939,-0.804117915692939,1.48189839508126,0.482100931647125,-0.804117915692939,-0.101794028967072,-0.363552025655679,-0.804117915692939
"Esrra(+)",-0.137412472783541,0.820138905212789,-0.362779936652974,-0.282355155811601,-0.340143013492948,-0.486572321294965,-0.246127947151805,-0.257926030826043,-0.361869105501991,3.12507466595314,-0.477529750370441,-0.496158052976824,-0.496339784302793
"Ets1(+)",0.242080098356816,0.649910885123317,0.384107021822668,0.045837553004676,-0.465908371077994,-1.65848759444334,-1.56582596846897,1.19788016712978,1.40066051133966,0.855608093518255,-0.484548209057278,0.537645593920433,-1.13895978116802
"Ets2(+)",0.331958219541062,-0.168625385833149,1.14637905580229,1.45663252024131,-0.94759925774312,-1.22756263534037,-1.72097348227554,0.828536248785548,0.502081121584979,0.952986538835299,-0.675600204838657,0.327145084274547,-0.805357823034198
"Etv1(+)",-0.280807573080948,-0.835790956404639,-0.855026144839442,-0.647015269857956,-0.73472342400054,-0.112846381952518,-0.00176308811289581,-0.0651674288775392,-0.156522011571441,-0.708015503300166,2.52064049290455,0.277061420484045,1.59997586860949
"Etv3(+)",2.73449702448301,-0.647563296051345,-0.197187285069623,-0.720556984125205,0.307108607654535,-0.646978096905714,-0.0966292373909331,1.15771872152448,-0.698008599696815,0.375361097698368,-0.126647983870348,-0.720556984125205,-0.720556984125205
"Etv4(+)",0.0582232394341675,0.0475758788525543,-0.148126540747103,0.118658469852587,-0.75680663266166,-0.995667394839618,2.8253969145638,-0.265396792501986,-0.476078290952162,-0.72067330435312,1.06004064549128,-0.683485846601612,-0.0636603455371256
"Etv5(+)",0.197738865938569,-0.214775279865676,-0.63214679626838,-0.577093497421298,-0.873929172244809,0.953658138071724,-0.586873867174459,-0.37714256848886,-0.605312030949427,-0.161011399000436,-0.784674491369239,2.64031519428041,1.02124690449188
"Etv6(+)",0.148125141928405,0.481430015456225,0.66535472057988,0.169687780107315,0.444482362290354,-1.38515167093478,-2.37944784888466,0.512021054027036,1.06700667618066,0.377222104810928,-0.941852748040085,1.01764414422689,-0.176521731748177
"Fli1(+)",0.0448990221730176,0.894181045601309,1.59828159417327,0.883929734782345,-0.621246975041203,-1.61706795018229,-1.66295352275426,0.544521574864601,0.813626742883488,0.105944152064949,-0.70462382563625,0.403875685058353,-0.683367277987325
"Fosl2(+)",0.274963922308413,-0.0205487634663809,0.0139585985373205,1.04907710948709,-0.563629142365199,-1.69819095993659,-1.53935630835228,1.43791943156881,0.581216599881049,0.762206645792898,-0.738791958439665,1.12129591293004,-0.680121087945506
"Foxa1(+)",-0.0562573465676907,-0.926058161269677,-0.694235584187436,-0.799946139086757,-0.658360099582955,1.36913675242148,2.59758239823606,-0.258857774213538,-0.733273161288642,-0.0554053166770638,0.445407947160183,-0.369251435804214,0.139517920860248
"Foxa2(+)",0.0712631193116902,-0.84328850195428,0.217728835440641,0.380568978517844,-0.823527252934299,1.22700212662632,2.54704030675805,0.10408153021167,-0.702727543008951,-0.36482256697865,-0.409241479516992,-1.26304316683253,-0.141034385640501
"Foxc1(+)",-0.0357302202741619,0.45684237856014,2.53983064467595,1.0308029362218,-0.855080549244284,-1.0536205299956,-0.889124887656229,0.406909971911501,0.264726416772265,-0.798360030003094,-0.694788261241086,0.145302389071448,-0.517710258798659
"Foxc2(+)",2.1101325511915,-0.554554025154293,1.48199489558581,-0.554554025154293,-0.554554025154293,-0.526866529044629,-0.554554025154293,-0.554554025154293,-0.554554025154293,1.60022948707088,-0.229058203569215,-0.554554025154293,-0.554554025154293
"Foxd1(+)",1.13857799212535,-0.34752039834788,0.862526437181478,-0.203860981978563,-0.774328528445529,-0.85583990798042,-0.846625810398232,1.0252799430557,-0.057723095934645,2.23237844783347,-0.450398473730829,-0.751256577687053,-0.971209045692847
"Foxf1(+)",0.0652150925919139,-0.344002984828738,1.12428389001483,-0.200001628648062,-0.623746796091088,-0.617996611374781,-1.09044903743273,-0.0286904911228855,1.2856226544896,-0.564130805127238,-0.494440604961253,2.37042159619585,-0.882084273705423
"Foxf2(+)",0.0717288817993661,-0.348277633350779,1.43801065199115,0.936904691951382,-0.712761281526352,-0.640290552866031,-1.13087239279102,-0.41052483951968,0.907216901903443,-0.890197159003198,-0.686282094617331,2.03697196439003,-0.57162713836098
"Foxg1(+)",-0.769545879807633,-0.555343378617914,0.119884357418555,0.484919490110887,-0.322473715322374,2.63213237030704,0.220654483365009,-0.323781255547377,-1.21642448753073,-0.256651847863224,-0.255775327520583,-0.884749944114428,1.12715513512276
"Foxj2(+)",0.2972086456362,-0.408573320108139,-0.427844871005817,-0.389197518737815,-0.199071895035099,-0.33762893106884,-0.37659919204037,-0.173397248604282,-0.323786666057467,-0.122787635179858,-0.319435766554041,3.26077643547743,-0.4796620367219
"Foxj3(+)",2.25641658833262,-0.666450886518047,-0.667932687075112,-0.22906484361506,-0.0186772810931672,0.151610879472685,1.26663181440933,0.623175977619711,-0.873094351919526,0.0407878858275067,-0.579547587310265,0.348055012978844,-1.65191052110952
"Foxo1(+)",0.1894402181915,1.78351216255003,0.0135011966249451,0.53349334982878,-0.503454605925242,-1.20772716143988,-1.63551334059343,0.370343119584324,0.162216549047837,1.72458342580183,-0.869345685901088,-0.106430182561306,-0.45461904520831
"Foxo3(+)",-0.174959239137245,-0.410936007960351,-0.371249560590341,-0.29750253885479,3.21958476005698,-0.459207941646629,-0.434955133918524,0.521536572124278,-0.381657701690883,-0.275167930432321,-0.325804824894418,-0.412121718754759,-0.197558734300997
"Foxo6(+)",-0.0796831503670987,-0.593952950428029,-0.595027038665104,-0.475327677889552,-0.172880592279725,0.980103316254629,2.83793404418004,-0.448734109293096,-0.682520183460464,-0.446007303670968,0.748933084519778,-0.452730027157714,-0.620107411742698
"Foxp1(+)",-0.331057439516337,0.19523671613539,0.386674068646043,0.253916778804396,-0.884357215523612,-1.15072692653349,-1.81462675268963,0.0995072938466651,1.34854326773447,-0.34647101315687,-0.564359699874478,1.28037044879563,1.52735047333182
"Foxp4(+)",-0.185833985722154,0.395218391333296,2.49039233425322,0.27973525124953,-0.289341133058065,-0.797993019396641,-1.63023967456314,0.251930229375992,0.882961336620062,-0.365282590281544,-0.687631977673335,0.394731190438226,-0.738646352575445
"Gabpa(+)",0.7040482703141,-0.310012851275079,-0.00766751774792564,-0.700160038102592,1.90296874153241,-0.782009888467774,-1.21175744787121,1.77545339510082,0.281054123279841,0.568398287780681,-0.630466659192167,-0.81879462614519,-0.771053789205913
"Gabpb1(+)",0.634581975702819,-0.117089852633915,0.872001342663132,-0.830681811363037,1.57849832558365,-0.563897157444454,-1.96976351445697,0.687505878617485,1.237676058383,0.169930986529066,-0.959667284651202,-0.0408402086162962,-0.698254738313273
"Gata1(+)",-0.126055691688883,-0.394000533349987,-0.338791123962343,-0.399533548068929,3.17569031172408,-0.435715398471722,-0.482257474652267,0.661121974542866,-0.259379409252501,-0.17318751298836,-0.40003752486757,-0.343276962197609,-0.484577106766781
"Gata2(+)",-0.0157089913321235,-0.630080597195251,-0.827848417127651,-0.390175168431757,-0.317093930136865,1.05163113487768,2.62619506743726,-0.461059139871465,-0.869100498285524,-0.526502048255272,0.557923788582636,-0.8358987186024,0.637717518340732
"Gata3(+)",-0.0189277549261773,-0.702718165468083,-0.7967418690078,-0.112084825620326,-0.0254414170883984,1.1332568458512,2.7927935438463,-0.213453120074368,-0.830599083508281,0.161323806079025,-0.000356599907726717,-0.852295758630246,-0.534755601545119
"Gata4(+)",-0.22638159776483,-0.0562633420005377,-0.336267106431519,-0.273972348507205,-0.142380698882841,-0.572533877376175,-0.396138281830095,-0.149988718546645,-0.171620887385077,3.27140610554651,-0.52097696617434,0.0490247502468461,-0.473907030894091
"Gata6(+)",-0.0565905022285179,0.0746646006768183,-0.255083171829802,-0.197667439270734,-0.2731315539197,-1.07014693487137,-1.01637954838311,0.725301428045642,0.356762647906138,2.83275650085508,-0.63237671032459,0.223579482408843,-0.711688799064697
"Gatad1(+)",0.235826182107433,-0.328159566729009,-0.178562589371842,-0.682604536580992,-0.282294240480038,-0.226763609313633,-0.652895708603863,0.301136252064422,0.0434331359963626,3.14766354065077,-0.294998190688911,-0.307464441944189,-0.774316227106508
"Gbx1(+)",-0.174940214701139,-0.422435707733025,-0.618530113768009,-0.161534040055835,-0.141572374164405,0.342970623158095,3.03594963038995,-0.590427500231744,-0.773311800572154,-0.515422116074382,0.462726391723902,-0.723176318072683,0.279703540101425
"Gli1(+)",2.6504520479612,-0.46528853578408,0.579171851194457,-0.740007168082059,-0.361016004959395,-0.5828087822264,-0.849867303154159,1.08003460660334,0.184860937061854,0.194945986037867,0.00925697165569265,-0.849867303154159,-0.849867303154159
"Grhl2(+)",-0.106549082241261,-0.392593873295,-0.389123839088689,-0.253234921848172,-0.373219191399876,-0.401569134534716,-0.397721185286551,-0.358845055924675,-0.386673335387837,-0.339280756801374,-0.367959614216081,0.553503468502434,3.2132665215218
"Gtf2ird1(+)",0.0603837900182842,-0.0772141860578089,-0.946223198615536,1.00511010671328,-0.847734508905645,-0.416786039202786,0.491322192374514,-0.703985427474344,-1.6862160647425,-0.246142275292696,0.556956481869645,0.601585036632173,2.20894409268342
"Gtf3c2(+)",0.326018609289059,1.01702829416365,-0.116370058295012,0.901001528335677,-0.785445362479133,-1.35041497918705,0.83907194877693,1.70204088566363,0.459832108387152,-0.730274292767248,-1.50299132417839,-0.971501362105685,0.212004004396429
"Hand1(+)",-0.216321071727137,-0.471194432063008,-0.528117796487351,-0.37895665550663,-0.399613319205743,-0.677227782687329,-0.672986996302749,0.233040837787476,-0.0121909687616486,3.06050607819957,-0.548003994503816,0.711280078430473,-0.100213977172106
"Hand2(+)",-0.293576109690007,0.224616576479662,-0.209215984311448,-0.603348484014428,-0.0242309793566842,-0.808445419714959,-0.779659864549381,0.56444803654147,0.219918471457505,2.93873143337939,-0.71351817352954,0.265742891154771,-0.781462393846348
"Hcfc1(+)",0.487356488982391,0.0748423158983293,0.319435562804398,-1.15396503446595,0.992074461574893,-0.508052618920503,-1.89112421827509,1.02715962948917,1.21003450580279,1.30280581846923,-0.666849076673161,-0.341109376592214,-0.852608458094295
"Hdac2(+)",0.172065640697958,-1.021513173238,-0.705665881937994,-1.08119502047228,0.160927483410987,1.95071441893724,1.24467216418695,0.0847424444015729,-0.672691094580556,-0.628761544747762,1.50123693638466,-0.867145202993128,-0.137387170049638
"Hdx(+)",2.68587616376981,-0.586012421806,-0.650331729375296,-0.729841173583733,-0.315493074816443,-0.292095715804051,-0.365406633773674,1.50791707422959,-0.657510656665382,-0.0164494290062844,-0.641904688118262,-0.124871577938645,0.186123862888371
"Hes1(+)",2.00941524823271,-0.721505879053962,-0.721505879053962,-0.571938867596492,0.43350887678279,-0.721505879053962,0.10791629613744,-0.721505879053962,-0.721505879053962,0.536929760747199,-0.721505879053962,1.99747047559783,-0.184266515577713
"Hes5(+)",0.149906814491669,-0.0346650636227334,-0.276502867443495,-0.181519505058654,-0.357868384586178,3.12007403554329,-0.436137153823953,0.253809544564227,-0.545507697220117,-0.133645805380878,0.0331955722693336,-1.08449206242137,-0.506647427311133
"Hif1a(+)",-0.223689100596883,-0.0632597809262771,-0.0661743098639978,-0.391803179236383,-0.112946460926886,-0.568344392015069,-1.08608802982302,0.0906591698189099,0.112318110435276,3.12136487430137,-0.557569174347082,0.16060266888303,-0.415070395702987
"Hif3a(+)",-0.127040981484618,-0.358299632553309,-0.335485205234715,-0.292700856171545,-0.260829570440432,-0.322494186971499,-0.348908066886828,-0.29485398134929,-0.358299632553309,3.30364571879226,-0.317318033696904,-0.358299632553309,0.0708840611035001
"Hivep2(+)",-0.314424043160928,-0.109818119810333,-0.669130588773124,-0.0393708895975266,-0.515619858403512,0.445869926714346,2.68380178009226,-0.670239206481438,-1.12032476353803,-0.0600394737220908,1.17330863484309,-0.828920643684516,0.024907245521802
"Hltf(+)",3.30706281355871,-0.107027972659839,-0.352706869917433,-0.199797389081821,-0.0693084842149434,-0.352706869917433,-0.109274008262638,-0.352706869917433,-0.352706869917433,-0.352706869917433,-0.352706869917433,-0.352706869917433,-0.352706869917433
"Hmbox1(+)",1.8712386111655,-0.64879937489743,-0.884022406765063,-0.569253225320585,-0.163053057654515,-0.428841249744984,1.93719572223907,0.847161425140309,0.0118490726282349,-0.535056865562199,0.324877383683925,-0.466616874221265,-1.29667916069101
"Hmga2(+)",-0.0115646017913646,0.893368268458069,1.05350739313432,0.333947311710353,-0.479359100055683,-1.51742194370265,-1.81506276052646,0.505309578023025,1.4998383507815,0.0499382624511723,-0.795139690402972,0.83917949758479,-0.556540565664105
"Hnf4g(+)",0.0539457703636565,-0.725748625387307,-0.198781766470947,-0.800192956733061,-0.040046786202555,-0.496535586611058,0.533909849073501,-0.250367122004046,0.22493261341534,0.695578553070801,-0.962002943562543,2.82704701149536,-0.861738010447143
"Hoxa10(+)",-0.0169454431851546,1.11163005853218,1.35249978207895,0.648179875927675,-0.963569317762289,-1.56378060574738,-1.3686626089606,0.382082610443688,1.42668745851041,-0.305319516631323,-0.785663775577968,0.472789576167991,-0.389928093796188
"Hoxa13(+)",0.00879720344753912,-0.231424906493664,0.393547449740241,0.536154803530803,1.97810408035543,-1.30291049596937,-1.52338069188525,0.0390002440053145,-0.11037866266186,-0.710722972313408,-0.356468241404594,-0.386845039231474,1.66652722888029
"Hoxa2(+)",-0.0577164946554784,-1.02074012992919,-0.896532398352799,-0.521316083692792,-0.532747701930566,1.17803310940723,2.74932315944246,-0.0402704313230766,-0.0603662143711679,-0.613102193220465,0.314301955201833,-0.39856058408076,-0.100305992495231
"Hoxa3(+)",-0.414848580446811,0.364668957827842,0.331212583781763,-0.534868326139168,-1.20687958911323,-0.652593166095801,2.58147377271154,-0.481342872249178,0.976312097670789,-1.00932494871582,0.566798924787331,-0.0454820039716961,-0.475126850047552
"Hoxa4(+)",0.152178517631579,-0.514592759360212,-1.01333617610393,-0.673075226084677,-0.794695443862482,-0.325589138904125,2.31618139972721,-0.0233927939673581,1.47279406852711,-0.940521747954163,-0.714924996312068,0.485735963297148,0.57323833336597
"Hoxa5(+)",-0.410553087671234,0.681698225603516,0.0605855119697415,-0.790804569670096,-1.19011655530264,-1.15277247002531,1.5560367496258,-0.280594726256149,2.11820696891474,-0.788885431107151,0.358349945573028,0.267207157252652,-0.428357718906904
"Hoxa7(+)",0.875606871147422,1.91414835374416,0.634658866218791,0.316623556164559,-0.900395045341223,-0.121538019294624,0.415524385743831,-0.322358264129442,0.978304614884034,-0.775248781653433,-0.095351475608811,-1.20120329357562,-1.71877176829964
"Hoxa9(+)",-0.0842145388281661,1.1479707147723,1.70310228067464,0.246133155826105,-0.815192732381169,-1.46557668590326,-1.20691055756852,0.158017291749402,1.56591891507176,-0.500752118262609,-0.59770470009567,0.341977738488784,-0.492768763543584
"Hoxb3(+)",-0.15376767890502,-0.451060095665478,-0.724987798986044,-0.282336396947833,-0.498301445852851,0.209636369446002,2.84193558873902,-0.374668578916314,-0.589327085820296,-0.408186108789974,1.30421954745092,-0.612988264003327,-0.2601680517488
"Hoxb4(+)",-0.176008167829115,-0.559139385388383,-1.02708467854819,-0.619476128033974,-0.695148118368048,-0.0273143170857929,2.86197559193344,-0.428527672158703,0.390425275319999,-0.543022797435575,0.948626791072908,-0.0170234891603004,-0.108282904318257
"Hoxb5(+)",-0.0745163809327153,-0.46211917442426,-0.819769379182271,-0.214253677070207,-0.159114288812248,0.0291572385319933,2.99421592205313,-0.494332200119031,-0.724196520319347,-0.353668702626911,0.908713050289999,-0.591898435862227,-0.0382174515259048
"Hoxb6(+)",-0.102892350067235,-0.301778066231034,-0.362107229389547,-0.260363560506703,-0.0790996047139809,-0.678115808211118,3.08789847031421,-0.947455104677541,-0.538189076734876,-0.538851851949729,0.417378376223758,0.140523932074965,0.163051873868835
"Hoxb8(+)",0.0145488537573317,-0.468699010044077,-0.678179707566016,-0.671961895585193,-0.474325826061943,-0.200446271752488,1.27165597106279,-0.0335492801447187,-0.326700257001539,-0.248880294089239,2.8733121646272,-0.49471576934464,-0.562058677857465
"Hoxb9(+)",-0.071913669470206,-0.585414047198071,-0.913850007676179,-0.187610216264384,-0.596729627980123,-0.194285455093012,2.47006381675679,-0.473772976080108,-0.684374139942896,-0.238594800476996,1.51528393288687,-0.806851892225669,0.768049082763985
"Hoxc10(+)",0.0855577171012935,1.90475218536864,1.46108246139728,0.201408778262291,-0.835809918374233,-1.08640183259901,-1.07192004956376,0.0467642771572985,1.19411082131852,-0.460513347599273,-1.04687243299322,0.22130274201576,-0.613461401491581
"Hoxc11(+)",0.555984301652853,0.86698520082975,1.94832677225038,1.75747606729136,-0.431420505812673,-0.921481656531924,-0.91677284183638,-0.356878166363007,-0.570340027859886,-0.764188654501182,-0.586539743541695,0.270344943133288,-0.851495688710879
"Hoxc12(+)",-0.00236154604821731,-0.124845857456936,0.840636531342467,0.537172738676496,-0.817433302004445,-0.920430728691797,-0.243941190042195,0.0941255383942786,0.229794037838214,-0.939973804700204,-0.825754308780879,2.733656543464,-0.560644651990786
"Hoxc4(+)",-0.193522673595704,0.551668822269129,-0.128593273659891,-0.276364551606304,-1.21452930429916,0.0162322096232636,2.76273194882502,-0.335727518377413,0.0864726153014883,-0.938658625363512,0.856156955697906,-0.692555397036665,-0.493311207778149
"Hoxc5(+)",-0.289034812320189,2.09386973649603,1.24847563492972,0.432403102543297,-1.38127405703391,-0.657339617374195,0.245074395564039,0.246948218598281,0.941421734798378,-0.876227577507408,-1.10217317733737,-0.293465650811331,-0.608677930545343
"Hoxc8(+)",0.327921709327271,0.334674621403715,-0.476467386277825,-0.458876344926773,-0.773338176560351,0.0848712856174173,2.92370751219289,-0.32505078547239,0.229407182256581,-0.895428689578724,0.412855863495258,-0.467514705249367,-0.916762086227705
"Hoxc9(+)",0.100609130006902,1.84787907129033,0.978025050670455,0.0826285956546626,-1.02819164395532,-1.03169320218304,-0.746307954983864,0.587004277881186,1.45210915182015,-0.66664523277893,-0.0241265926647972,-0.13071453025046,-1.42057612050727
"Hoxd10(+)",-0.67724511183352,0.255583645154704,0.428676097636812,0.305413395962783,-1.17588340657683,-1.93423362645035,1.71805478665698,0.244827970822096,0.781688306627397,0.188085756786451,-0.915687072461845,1.18838972599952,-0.407670468324209
"Hoxd11(+)",-0.0147548854812909,1.33206274053358,1.0937571006807,1.69103614305376,-1.58894903741305,-1.06262612577006,-0.0797502770447726,0.132161124031125,0.799492862019257,-0.295600578770405,-1.1728806214981,-0.561492085062963,-0.272456359277792
"Hoxd3(+)",-0.0879302917846726,-0.378010016624939,-0.844552665676945,-0.679630391795486,-0.764390915564838,0.857649141693171,2.91105336546984,-0.42025990179087,-0.00306449793808634,-0.584914254452153,0.47403736439207,-0.136395242898891,-0.343591693028197
"Hoxd4(+)",-0.370675242591165,-0.659438314296432,-0.115027900502664,-0.461104306079058,-1.01583859218575,0.305927693773337,2.95897277766753,-0.534365634354781,0.0824406419997781,-0.662932815283307,0.627573811159295,-0.380326516659155,0.224794397352383
"Ikzf1(+)",-0.0814458390042607,-0.426757421358494,-0.406148798857737,-0.378278638845688,3.26323273912063,-0.427883193591657,-0.321247781947889,0.282626311750753,-0.405174548616,-0.18789133383679,-0.332329758535571,-0.215246515007415,-0.363455221269879
"Ikzf2(+)",-0.104974828376896,-0.124940630317887,-0.370200296883276,0.0848087519272542,-0.706590842046553,-0.795499722676007,-0.966694068594422,-0.293674225693993,0.21644801118505,1.21905205827101e-05,-0.746626619357572,0.949549626260194,2.85838265405352
"Ilf2(+)",1.11645290649032,-0.0171913040135581,0.357297764228414,-0.872320464735877,1.01741804799457,-0.459853784496675,-2.42972941275886,0.738030487197329,1.03496479536771,0.0993443387781288,-0.851154395335304,0.538767265785924,-0.272026244502126
"Ing4(+)",0.438531706475499,-0.463502744376366,-0.327270241321195,-0.526265633591284,-0.42816658322898,2.95785933723372,-0.374435231615955,0.999587941840912,-0.526265633591284,-0.526265633591284,-0.171276017051215,-0.526265633591284,-0.526265633591284
"Irf2(+)",0.284439371847277,-0.691726560952638,1.39935390681937,1.34658902777425,-0.291073326009965,-0.961200404489392,-1.27505120562715,-0.0152805183191415,-0.275150738455304,-0.796632709946971,-1.03741493551949,1.69164781274783,0.621500280131327
"Irf6(+)",0.000789889734678172,-0.353452403882369,-0.294677431256422,-0.309903612099079,-0.364901645543446,-0.337886719625119,-0.271354660588635,-0.321461445823701,-0.306366130096992,-0.343957662860528,-0.397294793269851,-0.000729154988907611,3.30119577030037
"Irf9(+)",2.38142557118599,-0.566018436204491,-0.561147571781227,-0.740730443382031,0.8963539905721,-0.709711422421229,-0.494297485317463,1.29936087384303,-0.740730443382031,0.390099509072953,0.326856744578461,-0.740730443382031,-0.740730443382031
"Irx5(+)",-0.108788589371798,-0.8326889630827,-0.509402095215616,-0.311127422103648,-0.242166763411513,0.787650129588353,2.45839319903791,-0.544827437679805,-1.21166050842655,-0.0251308148122921,0.949716500563392,-1.06060651824843,0.650639283162697
"Isl1(+)",-0.301694554609946,-0.466081029095524,-0.519691475844477,-0.269907289247755,-0.606086672874909,-0.049358353884064,1.39349461128414,-0.482111313739373,-0.521761419472218,-0.421351211068702,2.81320451350348,-0.657963870742693,0.0893080657920355
"Isl2(+)",-0.277090474219544,-0.373888877662065,-0.562910520689816,-0.141277021621339,-0.531388821127271,-0.431809921902987,0.527654033045675,-0.536216654471791,-0.507200151126631,-0.301502824174302,3.07969985552908,-0.509411390753345,0.565342769174338
"Jun(+)",-0.194079116237464,-0.51751514537625,-0.69663814900249,-0.455691962383655,-0.557308079252717,-0.0790349999016175,1.31510388557161,-0.401390969228778,-0.582260716384612,-0.190062474687692,2.81495951162434,-0.670164231432331,0.21408244669166
"Jund(+)",0.905199651334039,-0.109499324049507,-0.322091193578087,-0.626874181386422,-0.353671671115189,-0.194448133198245,-0.562615435197757,0.0903106859268462,-0.601676662825973,3.03500813447446,-0.570108120194959,-0.500141888636311,-0.189391861552896
"Klf12(+)",-0.788290297096397,-0.302128062044558,-0.306915868333503,0.398331797805105,-0.724261298005263,1.3350365201992,2.06125272524327,-1.0526009226443,-0.61051825986782,-1.306756404138,0.655244066138365,-0.251614796022262,0.893220798766167
"Klf3(+)",0.264867571689365,-0.141967432017606,0.0819143271734983,-0.753653168385232,1.45668877960224,-0.696845185890886,-1.71788770707972,1.91065683706381,0.46069599643421,0.711116005368744,-1.00582449613469,0.0570113499829316,-0.626772877806664
"Klf4(+)",0.036972970169789,0.431741300883586,1.03507471435638,2.91026216867443,-0.459496905575085,-0.645078891741442,-0.663700465682989,-0.357726880878234,-0.414385694386821,-0.538304896008353,-0.340867990987059,-0.537942487916321,-0.456546940907882
"Klf6(+)",0.563322485703517,0.535018028795388,-0.147296571725998,0.938849068668937,0.00823065328997309,-1.71795480283105,-1.42154608148689,1.9611430818115,0.30514089572498,-0.654241609670328,0.272781276040114,0.338736252803197,-0.982182677123337
