"","Cavity","Muscle","Cartilage","Jaw and tooth","Liver","Brain","Spinal cord","Connective tissue","GI track","Heart","Dorsal root ganglia","Lung","Olfactory epithelium"
"Bclaf1(+)",0.260983267217937,0.177421400200388,0.474395236045557,-0.39060555377886,0.928022879179168,-0.524616176438381,-2.66240817463193,0.569515219506288,1.1560177173932,0.0198640595726228,-0.921684179666416,0.886912402102476,0.0261819032979617
"Bptf(+)",0.0309176738642087,0.230047118147263,0.500688872854546,-0.30762244169955,0.710746376447648,-0.330570585823737,-2.77338700732622,0.434934231560936,1.25913987452711,-0.125434236744127,-0.777178048225421,0.92150812844739,0.226210043969955
"Brca1(+)",0.286877853922624,0.0672692714835312,0.178689498947061,-0.71478705014356,2.19617900661372,-0.171704807955437,-1.63765224536184,0.173660868606736,1.03686806034589,-0.0109857774827965,-1.20816639490056,0.692900174790036,-0.889148458865414
"Chd2(+)",0.03322441864279,0.46856035940924,0.774214294412223,0.0774147231006996,0.310103100737709,-1.07748785559337,-2.55942116729751,0.461275801864244,1.22137509569691,-0.0211877714713951,-0.83388437216732,0.966211333428151,0.179602039237625
"Clock(+)",-0.27573016529073,-0.82544072886059,-0.918557111756961,-0.311367423939282,-0.0873639620233917,0.832167342358076,2.29952064890822,-0.467160670769928,-0.864726832190123,-0.8439264763627,1.57826148742852,-0.320697511237661,0.205021403736555
"Creb1(+)",-0.370682932572158,0.221052515707109,0.521819368433028,-0.280491588370869,0.58158016157975,0.057323776846549,-2.80526604801267,0.381294727382713,1.50376458133875,-0.471232736793796,-0.257223440758911,0.719207213075355,0.198854402145148
"Crem(+)",3.07675682195665,-0.421395039074742,-0.190564202715429,-0.580080930768009,-0.107892304766448,-0.391616072581198,-0.0845790313842225,0.754044725514687,-0.658968436623646,0.0991355478567652,-0.377225324202845,-0.433218404151549,-0.684397349060016
"Dbx1(+)",0.395109475632715,-0.332140536158066,-0.355993111274628,-0.544526651535319,-0.381566639719302,3.12210047411846,0.227170117828207,0.0239183380426315,-0.654160030008806,-0.419131101408651,-0.528764097295019,0.129885535301332,-0.681901773523552
"Dbx2(+)",2.43542434253648,0.120969150432166,-0.55569885449409,-0.724426162353902,-0.569337367472588,1.06878150974484,-0.498116078332503,1.19170759148069,-0.449508609808763,-0.457013325306311,0.22940309321377,-0.805965831384377,-0.986219458255409
"Dlx1(+)",-0.197409807203508,-0.77353661039304,-0.392600273461689,-0.021361956106572,0.0151277714770346,2.54789094624198,1.63118557358981,-0.60244473414629,-0.95616437033978,-0.565654683680832,-0.281994634345842,-0.587160943050755,0.184123721419481
"Dlx5(+)",-0.0713637306870052,-0.220835463519087,1.34071168738267,2.40702375673628,-0.694855884288558,-0.756610818584828,-0.142371869022719,-0.727076466517629,-0.757395342875474,-0.816793148505129,0.0107848964850129,-0.627579983827524,1.05636236722399
"Dmbx1(+)",0.666418771332697,-0.726824842659693,-0.658157581592024,-0.587176052481738,-0.502594801150146,2.97107745819652,-0.62981472599132,-0.172192886632663,0.22468577342399,-0.424741728656256,-0.633159690726635,0.241011287511921,0.231469019425346
"E2f1(+)",0.0397252477598642,-0.0865827588088445,-0.0101533347129939,0.00214296253291543,3.19519595840502,-0.500543170510568,-0.831188325490885,-0.184249497390889,-0.0767555887068831,-0.651025917241468,-0.191781459495268,-0.566060541284656,-0.138723575055341
