"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","nCount_SCT","nFeature_SCT","SCT_snn_res.0.9","seurat_clusters","RNA_snn_res.1","celltype","Size_Factor","Pseudotime","State"
"23x26_4","50_1",45790.71417684,7395,0.514419610706947,29398,7269,"9","Dpall 2","15","Dpall 2",1.41866706402217,8.71885670168237,"9"
"28x33_4","50_1",21103.8606791831,5815,0.419849510456881,28360,5798,"9","Spall 1","5","Spall 1",0.649608140027203,8.65918248532815,"9"
"28x32_4","50_1",45142.6521691498,7394,0.287615035530459,29390,7129,"12","Spall 2","17","Spall 2",1.40408222410205,7.4805123065105,"9"
"28x20_4","50_1",35490.2515062007,6995,0.507469298836366,28276,6899,"9","Dpall 2","15","Dpall 2",1.09817859458968,8.8369996233929,"9"
"42x33_4","50_1",85422.1616681515,9294,0.389743705932235,28481,7196,"21","Spall 1","5","Spall 1",2.67501084487295,18.8197155540487,"5"
"42x24_4","50_1",91591.1182691423,9268,0.360213352331009,28200,6893,"14","Spall 3","18","Spall 3",2.87088240993401,7.07685583356385,"9"
"42x28_4","50_1",72801.8034579869,8908,0.515917691928356,29015,7590,"5","Spall 1","5","Spall 1",2.27766058406881,7.40222578762903,"9"
"42x32_4","50_1",99682.9686679539,9708,0.387598075096245,28265,7154,"21","Spall 1","5","Spall 1",3.12455782219466,18.7710304093056,"5"
"42x30_4","50_1",87835.1371246972,9335,0.46674432847492,28344,7097,"21","Spall 1","5","Spall 1",2.7520931413838,18.9868444478199,"5"
"42x22_4","50_1",80570.769275419,9105,0.481419056143087,28768,7273,"7","Spall 3","18","Spall 3",2.52257879223055,7.87057022358326,"9"
"42x31_4","50_1",84396.2213599059,9408,0.454700193852238,28531,7376,"21","Spall 1","5","Spall 1",2.64231308280583,19.0333258766973,"5"
"42x23_4","50_1",94555.3634977253,9445,0.42371665857419,28178,6964,"7","Spall 3","18","Spall 3",2.9635260691242,7.39877402640955,"9"
"42x29_4","50_1",98381.1333323883,9709,0.412950855380627,28225,7164,"21","Spall 1","5","Spall 1",3.08389037438285,18.9175272155249,"5"
"27x39_5","50_2",75539.1455645881,8503,0.339827083729761,33854,7996,"12","Spall 2","17","Spall 2",2.40098595833932,7.41993285540429,"9"
"27x30_5","50_2",107495.124102343,9267,0.418915256792523,33322,7525,"12","Spall 2","17","Spall 2",3.40529236510623,7.35757824646832,"9"
"24x37_5","50_2",50858.5683202152,7705,0.609934749662204,33100,7274,"7","Spall 2","17","Spall 2",1.62206730454955,7.86543184103862,"9"
"24x36_5","50_2",114476.613986657,9221,0.335263831034817,32992,7131,"12","Spall 2","17","Spall 2",3.62359245289541,7.23987569100718,"9"
"24x26_5","50_2",46894.7057777058,7449,0.394262972890531,32963,7152,"20","Dpall 1","13","Dpall 1",1.49704089063392,7.91260225152319,"9"
"56x36_5","50_2",10701.2377878029,4096,0.454309225490098,31007,5614,"12","Spall 1","5","Spall 1",0.345374049425771,1.50865230707897,"10"
"37x30_5","50_2",5532.09144405209,3698,0.576010398768376,29937,7796,"21","Spall 3","18","Spall 3",0.178357156863254,0.74123054182983,"10"
"37x34_5","50_2",30078.8488352937,6579,0.475442874734166,33183,6154,"21","Spall 1","5","Spall 1",0.963323951613418,1.4811703597588,"10"
"37x35_5","50_2",22357.4570765417,6109,0.294585558871876,31792,5800,"23","Spall 1","5","Spall 1",0.718815252995866,0.853523094756444,"10"
"37x37_5","50_2",37368.9779578258,7157,0.450492012850909,32599,6511,"24","Spall 1","5","Spall 1",1.19586237124686,1.06113940689416,"10"
"37x36_5","50_2",49168.742179259,7626,0.430053651317182,32887,6912,"24","Spall 1","5","Spall 1",1.56650000947594,1.11679036753717,"10"
"37x29_5","50_2",9733.4078308191,4482,0.2049492152455,30780,6269,"21","Spall 1","5","Spall 1",0.3150388424213,0.661086067469902,"10"
"36x33_5","50_2",5843.8551823304,3816,0.244602306315327,30113,7635,"21","Spall 1","5","Spall 1",0.190169932176521,0.00769217870147434,"10"
"36x28_5","50_2",17160.4210138974,5415,0.452673069800874,31912,5495,"12","Spall 3","18","Spall 3",0.551483353091662,1.38675843758236,"10"
"36x32_5","50_2",8449.3446705092,4399,0.224168424672409,30581,6604,"21","Spall 1","5","Spall 1",0.27367837845778,0.377596719628296,"10"
"36x30_5","50_2",16056.7727570709,5272,0.390224384851626,31680,5434,"21","Spall 3","18","Spall 3",0.517273555784439,1.00190290824303,"10"
"36x34_5","50_2",44649.3041611665,7182,0.438370910300386,32792,6517,"21","Spall 1","5","Spall 1",1.42304566607162,0.92631884266588,"10"
"36x31_5","50_2",8460.63038848354,4386,0.307565565960929,30537,6578,"21","Spall 1","5","Spall 1",0.27490690709036,0.508914703642938,"10"
"36x35_5","50_2",26113.7460649743,6278,0.159210155586439,32750,5883,"21","Spall 1","5","Spall 1",0.839305561191194,0.537319645767995,"10"
"36x37_5","50_2",40077.613782563,7191,0.21730937296745,32662,6462,"21","Spall 1","5","Spall 1",1.28211138140079,0.951571375009743,"10"
"36x36_5","50_2",49906.5075492309,7577,0.310591384611961,32957,6774,"21","Spall 1","5","Spall 1",1.59204710488676,0.977641778004077,"10"
"36x38_5","50_2",23781.076708374,6320,0.127875245327802,32217,5906,"21","Spall 1","5","Spall 1",0.76546784029973,1.26024725894954,"10"
"36x29_5","50_2",32976.2899758135,6496,0.454742698972162,33477,6118,"21","Spall 1","5","Spall 1",1.05420356969016,1.03455705404919,"10"
"33x33_5","50_2",56392.2582890232,7710,0.402796550222442,33516,6995,"7","Spall 3","18","Spall 3",1.79585685495834,0.249380448438914,"10"
"33x39_5","50_2",57236.2403730618,8055,0.440289714961045,33535,7353,"21","Spall 1","5","Spall 1",1.82335699588762,6.60925327933395,"9"
"33x28_5","50_2",76541.3022958883,8145,0.357462604912585,33742,7507,"21","Spall 3","18","Spall 3",2.4293996205595,2.01702794570839,"10"
"33x32_5","50_2",113576.13233051,9092,0.386310535803941,33009,6926,"21","Spall 3","18","Spall 3",3.59647032077615,0.864406816263179,"10"
"33x30_5","50_2",87137.902479556,8404,0.393733622847264,33777,7288,"21","Spall 1","21","Spall 1",2.76437842770959,1.67587372892601,"10"
"33x31_5","50_2",102701.836138791,8897,0.430744576683141,33455,7213,"21","Spall 3","18","Spall 3",3.25377383375472,1.04483874341155,"10"
"33x29_5","50_2",84885.4140404586,8443,0.404220260068859,33771,7495,"21","Spall 3","18","Spall 3",2.69296626334912,1.13421909401815,"10"
"26x39_5","50_2",45447.9823159305,7544,0.642569304415995,32829,7063,"9","Spall 2","17","Spall 2",1.45234134884852,8.30936515521017,"9"
"26x30_5","50_2",66346.4624172564,8241,0.428774168702844,34026,7693,"12","Spall 2","17","Spall 2",2.11174621720219,1.40442893860552,"10"
"20x32_5","50_2",45985.6859234444,7247,0.329248305865849,32925,7045,"20","Dpall 1","13","Dpall 1",1.46368161314926,7.81768674718982,"9"
"20x30_5","50_2",25308.5146131897,6010,0.752451587266521,32659,5930,"9","Dpall 2","15","Dpall 2",0.810986401173521,8.52874200025323,"9"
"20x31_5","50_2",42487.2146855129,7075,0.448980053025211,32902,6894,"20","Dpall 1","13","Dpall 1",1.3550985824697,7.9485971384657,"9"
"20x37_5","50_2",21002.8507362287,5644,0.830248443961815,31907,5627,"9","Dpall 2","15","Dpall 2",0.674241714147137,8.08173919553363,"9"
"20x36_5","50_2",53730.5821682705,7555,0.374240134985544,33390,7263,"20","Dpall 1","13","Dpall 1",1.7090093308552,7.61859733574056,"9"
"20x29_5","50_2",9877.22097869961,4371,0.868046507121345,30773,6175,"9","Dpall 2","15","Dpall 2",0.319228440065739,9.00273967704603,"9"
"35x33_5","50_2",39228.1153167722,6846,0.308184394271493,32708,6243,"21","Spall 1","5","Spall 1",1.25338271183893,0.390657107440459,"10"
"35x28_5","50_2",43924.7492694834,7052,0.435742059977732,32826,6549,"21","Spall 3","18","Spall 3",1.4002076337993,1.05860352417859,"10"
"35x32_5","50_2",53740.8543756448,7435,0.390870066436461,33225,6732,"21","Spall 3","18","Spall 3",1.71124588298117,0.850915027700033,"10"
"35x30_5","50_2",52935.7679000434,7385,0.375558142039322,33164,6660,"21","Spall 3","18","Spall 3",1.68469076407695,0.923506718583307,"10"
"35x34_5","50_2",82569.0118843649,8441,0.34019033559549,33726,7599,"21","Spall 1","5","Spall 1",2.61897103878681,0.695527754940199,"10"
"35x31_5","50_2",54071.5137782896,7450,0.362527375918881,33255,6691,"21","Spall 3","18","Spall 3",1.72186163039603,0.817846075296278,"10"
"35x35_5","50_2",42177.8981821176,7295,0.422683209854487,32861,6652,"21","Spall 1","5","Spall 1",1.34750690553504,0.205795891755556,"10"
"35x37_5","50_2",50968.1739318487,7640,0.356720924098708,33017,6831,"21","Spall 1","5","Spall 1",1.6244298596122,0.426734247877291,"10"
"35x36_5","50_2",53454.3297923502,7816,0.432331557746618,33220,7027,"21","Spall 1","5","Spall 1",1.70475673174242,0.234082612470327,"10"
"35x38_5","50_2",62855.8070564081,8057,0.317575409817761,33946,7354,"21","Spall 1","5","Spall 1",2.00058012632081,1.26628546935959,"10"
"35x29_5","50_2",60206.879600107,7674,0.455870855636233,33793,6966,"21","Spall 3","18","Spall 3",1.91496113085024,0.875101535573815,"10"
"51x27_5","50_2",35657.8952465037,5244,0.570959926225706,32985,5207,"7","Dpall 2","15","Dpall 2",1.1370189998197,9.90909291083244,"11"
"30x40_5","50_2",91442.6984842,8874,0.461593886135072,33630,7741,"21","Spall 1","5","Spall 1",2.90203663602687,6.94399679881117,"9"
"30x39_5","50_2",100308.925407112,8845,0.408440508149476,33506,7335,"21","Spall 1","21","Spall 1",3.18053462681246,3.01449049176136,"10"
"30x31_5","50_2",133219.883217103,9518,0.507706044116806,32898,6975,"7","Spall 3","18","Spall 3",4.21596375893807,3.12024948507449,"10"
"30x37_5","50_2",92642.2016978398,8504,0.414324591981679,33665,7131,"21","Spall 1","21","Spall 1",2.94049903244687,2.10427150637857,"10"
"30x36_5","50_2",105515.028545556,8948,0.352721497144221,33285,7176,"21","Spall 1","5","Spall 1",3.34493695843898,1.08478396373585,"10"
"30x38_5","50_2",94629.9799477492,8603,0.367157435139807,33546,7225,"21","Spall 1","21","Spall 1",3.00318549344261,1.7291745705558,"10"
"25x38_5","50_2",34734.0713375702,6898,0.470778420400249,33364,6591,"12","Spall 2","17","Spall 2",1.11320444478816,7.25307280430007,"9"
"25x26_5","50_2",35197.2814864055,6790,0.425108902190602,33109,6524,"20","Dpall 1","13","Dpall 1",1.12741127589824,7.80059053214255,"9"
"34x33_5","50_2",74069.4092383853,8199,0.394185273574702,33873,7539,"21","Spall 3","18","Spall 3",2.35203381744114,0.465190581169885,"10"
"34x39_5","50_2",78882.8029637446,8632,0.435429612401618,33874,8015,"14","Spall 1","5","Spall 1",2.50698592881704,6.17534426837714,"9"
"34x28_5","50_2",82185.3710811222,8459,0.39691603232396,33718,7709,"21","Spall 3","18","Spall 3",2.60655974952434,1.22874745883081,"10"
"34x32_5","50_2",108038.714478809,8991,0.351514726789608,33240,7031,"21","Spall 3","18","Spall 3",3.42154674393729,1.06977936633213,"10"
"34x30_5","50_2",91910.4480083189,8543,0.434081862940957,33721,7307,"21","Spall 3","18","Spall 3",2.91233737610004,1.12993956141824,"10"
"34x34_5","50_2",103001.876764582,8971,0.393727367370866,33496,7307,"21","Spall 1","5","Spall 1",3.26249953711946,0.634621466134165,"10"
"34x31_5","50_2",107077.950014941,8893,0.378291441023478,33238,6977,"21","Spall 3","18","Spall 3",3.38818746645262,0.939003592037221,"10"
"34x35_5","50_2",25966.1075615383,6482,0.423336120491767,32697,6060,"21","Spall 1","5","Spall 1",0.835052962078418,0.0838407561101233,"10"
"34x29_5","50_2",95647.779191434,8635,0.405786794560537,33667,7284,"21","Spall 3","18","Spall 3",3.02857508518259,1.00090615952531,"10"
"21x28_5","50_2",34387.0436570362,6663,0.503376255875193,33385,6533,"20","Dpall 2","15","Dpall 2",1.09921811881725,8.01638895784784,"9"
"21x30_5","50_2",98061.1678689086,8890,0.314778787789153,33607,7638,"20","Dpall 1","13","Dpall 1",3.10638189857931,7.86386767238286,"9"
"21x37_5","50_2",69263.2338178454,8238,0.465617978960997,33791,7735,"20","Spall 2","17","Spall 2",2.19919225525454,7.90076399553065,"9"
"21x29_5","50_2",76375.4935130819,8280,0.417324842360294,33759,7818,"20","Dpall 1","13","Dpall 1",2.42240645757404,7.86728472131565,"9"
"22x28_5","50_2",42183.5951309429,7005,0.303248594072651,32939,6743,"20","Dpall 1","13","Dpall 1",1.34643588057331,7.55456829812312,"9"
"22x27_5","50_2",18490.1734504687,5371,0.469023372432947,32127,5410,"20","Dpall 1","13","Dpall 1",0.594387353029449,7.82724985242566,"9"
"22x37_5","50_2",32395.5347998569,6636,0.466102751326219,33457,6434,"12","Spall 2","17","Spall 2",1.03675216296069,7.41234427999141,"9"
"22x36_5","50_2",39414.3773330632,6983,0.427531223104056,32805,6733,"12","Spall 2","17","Spall 2",1.25788731682505,7.49605380187269,"9"
"22x29_5","50_2",48063.3612342499,7466,0.286716408821435,33047,7178,"20","Dpall 1","13","Dpall 1",1.53235321363705,7.85447483389484,"9"
"41x37_5","50_2",7778.39284034308,4459,0.173175219577292,30280,6761,"22","Spall 1","5","Spall 1",0.252761890969755,0.932093689326869,"10"
"41x36_5","50_2",10654.2964210573,4879,0.346878474723605,30511,6053,"12","Spall 1","5","Spall 1",0.345500052362446,1.07749705466064,"10"
"41x38_5","50_2",9591.42514690496,4889,0.313658438750134,30197,6477,"21","Spall 1","5","Spall 1",0.31088074551103,0.91394791084273,"10"
"19x33_5","50_2",20196.0343267528,5457,0.892518339781074,31799,5458,"9","Dpall 2","15","Dpall 2",0.647119582027875,8.51685255630876,"9"
"19x32_5","50_2",28863.5046162769,6320,0.804883609003442,33061,6220,"9","Dpall 2","15","Dpall 2",0.923349519953321,8.81839044498655,"9"
"19x34_5","50_2",54885.8705276657,7691,0.592968726934564,33573,7444,"9","Dpall 2","15","Dpall 2",1.74268361568155,8.58957555936095,"9"
"19x35_5","50_2",31228.1599023513,6504,0.69630663804079,33198,6393,"9","Dpall 2","15","Dpall 2",0.997943258464833,8.47366199386876,"9"
"29x40_5","50_2",72552.8865139845,8416,0.423504073511389,33820,7901,"21","Spall 1","5","Spall 1",2.30739727712407,6.99553443901318,"9"
"29x39_5","50_2",78757.1066511824,8604,0.300348966250371,33882,7994,"21","Spall 1","5","Spall 1",2.50074878345163,0.881684321595365,"10"
"29x31_5","50_2",95821.1627776148,8989,0.488847871907376,33626,7727,"7","Spall 3","18","Spall 3",3.03963184287581,2.26326834022488,"10"
"29x35_5","50_2",52385.7856393492,7589,0.33333899938729,33150,6924,"21","Spall 1","5","Spall 1",1.66909790066344,0.78463208679294,"10"
"29x37_5","50_2",75715.9025388228,8304,0.414757173870734,33877,7682,"21","Spall 1","21","Spall 1",2.40665609048969,1.21886237516947,"10"
"29x36_5","50_2",94848.6588508267,8546,0.327065221627155,33585,7129,"21","Spall 1","21","Spall 1",3.00907613073216,1.70768217155002,"10"
"29x38_5","50_2",75520.9088250048,8413,0.329771697644904,33904,7845,"21","Spall 1","5","Spall 1",2.39912741502336,0.91620525523711,"10"
"38x37_5","50_2",7264.1817723584,4429,0.151257895624921,29821,6898,"22","Spall 1","5","Spall 1",0.23597199965783,0.723262426161882,"10"
"38x36_5","50_2",8620.66706535452,4571,0.137795742634716,30371,6636,"22","Spall 1","5","Spall 1",0.279474513544823,0.694333129554061,"10"
"43x38_5","50_2",52619.5435176656,7748,0.537046244328154,33137,7074,"21","Spall 1","5","Spall 1",1.67549254969969,18.9329809678127,"5"
"32x32_5","50_2",130202.448810259,9380,0.455764576157358,32835,6841,"7","Spall 3","18","Spall 3",4.11919350357178,1.35592907090318,"10"
"32x30_5","50_2",102460.282718352,8750,0.323698315281106,33450,6990,"10","Spall 1","21","Spall 1",3.24750518765515,3.64395362969738,"10"
"32x31_5","50_2",126972.832628506,9318,0.405812683881864,32819,6817,"21","Spall 3","18","Spall 3",4.01700512192847,1.24525084763193,"10"
"32x29_5","50_2",91753.8912509746,8529,0.367290723011935,33676,7251,"10","Spall 1","21","Spall 1",2.91003782250572,2.01882937052469,"10"
"31x39_5","50_2",66223.7067065703,8230,0.365114303812849,33997,7621,"21","Spall 1","5","Spall 1",2.10705260781106,1.05650614048127,"10"
"31x32_5","50_2",98116.7378554026,8781,0.386673481629397,33569,7326,"7","Spall 3","18","Spall 3",3.11107550797045,1.44533730883478,"10"
"31x30_5","50_2",98914.6341057026,8731,0.339121731719889,33567,7207,"10","Spall 1","21","Spall 1",3.1359925886979,2.83793588728726,"10"
"31x31_5","50_2",127965.945161147,9426,0.384816350813262,32837,6895,"7","Spall 3","18","Spall 3",4.04900986784389,1.43683708367685,"10"
"31x29_5","50_2",86084.3860988494,8420,0.375901038560362,33735,7418,"10","Spall 1","21","Spall 1",2.73092464802242,2.9248206652142,"10"
"23x27_5","50_2",51173.9577041031,7454,0.27551944969566,33188,7088,"20","Dpall 1","13","Dpall 1",1.62991098735756,7.84550986345799,"9"
"23x37_5","50_2",59897.3777153379,8040,0.497637204526551,33802,7522,"12","Spall 2","17","Spall 2",1.90573141573881,7.93050585821452,"9"
"23x36_5","50_2",108383.923363939,9122,0.346057459811173,33178,7323,"12","Spall 2","17","Spall 2",3.43288700823802,7.26292211695819,"9"
"23x26_5","50_2",36752.280518571,6930,0.437822930880876,32660,6727,"20","Dpall 1","13","Dpall 1",1.17642641826476,8.12404109653745,"9"
"28x40_5","50_2",44414.5660435291,7491,0.476247660059014,32823,6963,"12","Spall 1","5","Spall 1",1.41961208604723,18.3978047827826,"5"
"28x39_5","50_2",42417.9130147219,7319,0.273736064568243,32938,6831,"12","Spall 2","17","Spall 2",1.35588610082392,0.984250213192668,"10"
"28x31_5","50_2",55526.6018900104,7847,0.480612201638666,33449,7243,"21","Spall 3","18","Spall 3",1.76889222650992,1.4029739431845,"10"
"28x35_5","50_2",39168.6148162472,7097,0.371506834261879,32654,6601,"21","Spall 1","5","Spall 1",1.25272119642139,0.476548608025589,"10"
"28x37_5","50_2",52238.4173034233,7649,0.379993116529397,33179,7018,"21","Spall 1","5","Spall 1",1.66547531623403,0.412188207352053,"10"
"28x36_5","50_2",77405.2376840218,8404,0.395032307707489,33864,7833,"21","Spall 1","5","Spall 1",2.45938831948811,0.859762451405264,"10"
"28x38_5","50_2",19629.67662111,5890,0.33916378977276,31818,5832,"21","Spall 1","5","Spall 1",0.634361784689546,0.381915712192602,"10"
"28x29_5","50_2",15556.6147611446,5518,0.842333818411814,31448,5723,"7","Dpall 2","15","Dpall 2",0.504326754041098,7.82586307706943,"9"
"42x39_5","50_2",12813.5790491106,5428,0.357736146345216,30624,5936,"21","Spall 1","5","Spall 1",0.414864669001953,1.55279235175748,"10"
"42x36_5","50_2",26687.9594354854,6288,0.506205474157182,32771,5958,"15","Spall 2","17","Spall 2",0.855780445161431,6.93098604201527,"9"
"42x38_5","50_2",17302.5737327094,5773,0.422644776718247,31943,5804,"21","Spall 1","5","Spall 1",0.558319012406272,1.70809436211617,"10"
"27x23_6","50_3",33677.9855435234,6861,0.446327490339109,28724,6841,"20","Dpall 1","13","Dpall 1",1.04554086779376,7.80498185606266,"9"
"27x36_6","50_3",52718.8623230842,7869,0.491890184037052,29641,7491,"12","Spall 2","17","Spall 2",1.64229077588586,7.24697368793402,"9"
"24x24_6","50_3",21456.3775401137,5800,0.546697934728576,28949,5799,"20","Dpall 2","15","Dpall 2",0.660475893315409,8.19271949215862,"9"
"24x28_6","50_3",40626.9991204188,7280,0.263804058639541,29662,7189,"20","Dpall 1","13","Dpall 1",1.26182490859614,7.59304243207967,"9"
"24x27_6","50_3",43898.9238039879,7269,0.315690707242385,30114,7116,"20","Dpall 1","13","Dpall 1",1.36549382474538,7.53564180993882,"9"
"24x34_6","50_3",55549.417752402,7994,0.295626010872067,29524,7536,"12","Spall 2","17","Spall 2",1.7306503352291,7.33020990174928,"9"
"24x35_6","50_3",43689.4387348266,7359,0.356426045673715,30076,7208,"12","Spall 2","17","Spall 2",1.35856366322826,7.1208933666342,"9"
"24x25_6","50_3",45188.0357889528,7294,0.362215131374612,30238,7134,"20","Dpall 1","13","Dpall 1",1.40751580412644,7.44794710584007,"9"
"24x26_6","50_3",51928.5115226183,7694,0.297992011052893,29778,7334,"20","Dpall 1","13","Dpall 1",1.618791228196,7.61705691997557,"9"
"37x33_6","50_3",41134.5963675596,7300,0.395610676454453,29749,7042,"21","Spall 1","5","Spall 1",1.28154436818576,1.18808105591288,"10"
"37x32_6","50_3",54288.9601028218,7986,0.469547020888131,29337,7365,"21","Spall 1","5","Spall 1",1.69329046450501,3.0010485900297,"10"
"37x34_6","50_3",61813.0612721579,8138,0.367212026136556,29518,7163,"21","Spall 1","5","Spall 1",1.9307114979346,2.20882977527398,"10"
"37x31_6","50_3",25049.7988354316,6431,0.653300715382246,28053,6419,"21","Spall 1","5","Spall 1",0.775611076702056,7.29315349843255,"9"
"37x35_6","50_3",39012.2840771183,7183,0.337624305737633,29463,6981,"14","Spall 1","5","Spall 1",1.21416429779888,3.64393019544482,"10"
"36x33_6","50_3",37601.8187569469,7234,0.499603283754724,29275,7036,"21","Spall 1","5","Spall 1",1.17088228905107,0.668076814557568,"10"
"36x32_6","50_3",56367.4688403677,7992,0.329859753601931,29452,7386,"21","Spall 1","5","Spall 1",1.7604500297527,1.00772348412629,"10"
"36x34_6","50_3",55972.7570009416,8187,0.315226748444848,29421,7585,"21","Spall 1","5","Spall 1",1.74788123681939,1.07581392748613,"10"
"36x31_6","50_3",51415.2779376432,7671,0.303129803879465,29522,7121,"21","Spall 1","5","Spall 1",1.60559242057931,1.36565758994942,"10"
"36x35_6","50_3",45092.8595737175,7614,0.303532395391767,30150,7286,"21","Spall 1","5","Spall 1",1.40502724612711,1.37254771406073,"10"
"36x36_6","50_3",40871.0225199933,7383,0.467310037162251,29743,7166,"14","Spall 1","5","Spall 1",1.27278716408686,6.87560802327261,"9"
"33x28_6","50_3",48483.7354320643,7379,0.479834464194455,29912,6936,"10","Spall 1","21","Spall 1",1.51225574523741,3.64390676119227,"10"
"33x37_6","50_3",25273.0006301425,6388,0.755997197966474,28047,6381,"21","Spall 1","5","Spall 1",0.781911223535798,18.830015342456,"5"
"33x29_6","50_3",59393.3193541327,8026,0.458710080739678,29460,7182,"7","Spall 3","18","Spall 3",1.85384970656294,2.99827543938908,"10"
"26x35_6","50_3",34852.649168828,6845,0.340884967488758,28877,6806,"12","Spall 3","18","Spall 3",1.08116819813857,6.9216951815295,"9"
"26x23_6","50_3",28827.1830338366,6440,0.523612978985632,28379,6437,"20","Dpall 2","15","Dpall 2",0.892667804872994,7.8568941027655,"9"
"20x33_6","50_3",15211.4662793143,4965,0.767004203196817,27383,5285,"9","Dpall 2","15","Dpall 2",0.465139840735219,8.65477236788634,"9"
"20x32_6","50_3",26314.7545271161,6244,0.686852331050892,28054,6241,"9","Dpall 2","15","Dpall 2",0.811553414388558,8.64869393075172,"9"
"20x31_6","50_3",22092.2745010637,5844,0.941317566375231,28832,5844,"9","Dpall 2","15","Dpall 2",0.678714818399094,9.13030428226072,"9"
"44x18_6","50_3",17186.7890244254,5493,0.814997477215548,28233,5578,"4","Dpall 2","15","Dpall 2",0.529149332566044,8.04357932938128,"9"
"35x28_6","50_3",49344.1980128859,7427,0.43704572597374,29791,6938,"10","Spall 1","21","Spall 1",1.54051190378675,3.64388332693971,"10"
"35x32_6","50_3",36845.0726249153,7219,0.531805603547291,29171,7060,"21","Spall 1","5","Spall 1",1.14593370758945,0.912349932601375,"10"
"35x30_6","50_3",49512.1275096039,7793,0.392823284303627,29878,7338,"21","Spall 3","18","Spall 3",1.54344147206444,1.02395227152115,"10"
"35x31_6","50_3",53008.3459498836,7983,0.391964122344746,29501,7415,"21","Spall 1","5","Spall 1",1.6541350519333,0.647178627364018,"10"
"35x36_6","50_3",62571.9186948218,8327,0.429637807031044,29540,7337,"21","Spall 1","5","Spall 1",1.95471505737116,6.57873950828846,"9"
"35x25_6","50_3",48865.6151771711,7555,0.414703434399943,29822,7088,"19","Spall 3","18","Spall 3",1.52450953082904,3.06315577533929,"10"
"35x29_6","50_3",51749.7288941468,7665,0.366630842996467,29519,7105,"10","Spall 1","21","Spall 1",1.61479063495657,3.02794964663834,"10"
"35x26_6","50_3",57056.5577354797,7887,0.399901179245638,29443,7084,"10","Spall 1","21","Spall 1",1.78136651724073,3.64385989268715,"10"
"30x33_6","50_3",44804.4984205986,6911,0.363372124907741,30020,6549,"10","Spall 1","21","Spall 1",1.3955770258765,3.07640116108028,"10"
"30x28_6","50_3",40539.5670890816,7033,0.402046652658989,29653,6866,"19","Spall 3","18","Spall 3",1.26223441814034,3.22873213589618,"10"
"30x32_6","50_3",58365.8917343302,7958,0.435883687362302,29415,7190,"21","Spall 1","5","Spall 1",1.82225447019172,0.956706308187306,"10"
"30x27_6","50_3",15056.7680908806,5134,0.816209014870249,27661,5431,"7","Dpall 2","15","Dpall 2",0.464572827520182,7.44820262846614,"9"
"30x34_6","50_3",63504.6052835293,7797,0.378129224304724,29360,6520,"10","Spall 1","21","Spall 1",1.98328622326218,3.6438364584346,"10"
"30x35_6","50_3",48532.0283847653,7507,0.393417544447849,30077,7155,"21","Spall 1","5","Spall 1",1.51216124303491,1.42979463043407,"10"
"30x37_6","50_3",54295.2473323639,7855,0.241749683564874,29468,7313,"21","Spall 1","5","Spall 1",1.69341646744168,1.34559950557431,"10"
"30x36_6","50_3",57811.4414100612,8131,0.380999846744297,29412,7470,"21","Spall 1","5","Spall 1",1.80436205318389,1.36956649096575,"10"
"25x24_6","50_3",40762.626376226,7150,0.289339855878334,29683,7042,"20","Dpall 1","13","Dpall 1",1.26777854735403,7.51918514907527,"9"
"25x34_6","50_3",56937.5487010562,8033,0.30788992793329,29473,7420,"12","Spall 2","17","Spall 2",1.77531837628034,7.28701667518644,"9"
"25x35_6","50_3",26702.254883281,6328,0.66787476715407,28192,6325,"7","Dpall 2","15","Dpall 2",0.824657719802742,7.24222859628364,"9"
"25x25_6","50_3",35951.5183526284,6973,0.43396523194159,29033,6921,"20","Dpall 1","13","Dpall 1",1.11613401306585,7.56885460314466,"9"
"34x30_6","50_3",50080.6991044961,7753,0.411369111417768,29834,7282,"21","Spall 3","18","Spall 3",1.56174339861646,1.25352163581407,"10"
"34x29_6","50_3",55146.2224361128,7909,0.378880265170154,29411,7300,"21","Spall 3","18","Spall 3",1.72031809442176,2.13252914433384,"10"
"34x26_6","50_3",55489.6748214643,7698,0.472046523487756,29469,7052,"10","Spall 1","21","Spall 1",1.73392641158265,3.64381302418204,"10"
"45x16_6","50_3",28253.7744198443,6602,0.862870480456567,28419,6593,"9","Dpall 2","15","Dpall 2",0.874995893004346,8.55409802986508,"9"
"21x28_6","50_3",14462.6832255388,4913,1.03479710765286,27165,5340,"9","Dpall 2","15","Dpall 2",0.441829297450371,9.01079770934867,"9"
"21x30_6","50_3",42236.8432792933,7269,0.392848929780978,29875,7192,"20","Dpall 1","13","Dpall 1",1.31121805977269,7.66279981635959,"9"
"21x34_6","50_3",58973.6569458322,8083,0.385075062286589,29417,7399,"20","Spall 2","17","Spall 2",1.83913886370615,7.49426135680702,"9"
"21x29_6","50_3",23624.676066615,5948,0.707675307997426,28094,5948,"9","Dpall 2","15","Dpall 2",0.727981966638962,8.50219726205408,"9"
"22x28_6","50_3",26107.1763325003,6002,0.426328357613479,28068,5998,"20","Dpall 2","15","Dpall 2",0.806702301326576,7.6667616031007,"8"
"22x27_6","50_3",14272.2582814922,4807,0.835396487018628,27301,5272,"7","Dpall 2","15","Dpall 2",0.436537174110027,8.00652349764501,"9"
