"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","nCount_SCT","nFeature_SCT","SCT_snn_res.0.9","seurat_clusters","RNA_snn_res.1","celltype","Size_Factor","Pseudotime","State"
"48x3_1","41_2",17454.1242900448,4752,0.323794020736974,18587,4641,"20","Dpall 2","15","Dpall 2",0.540489596866781,27.5352515348819,"13"
"48x17_1","41_2",28794.966163265,6537,0.29781709433824,19890,5900,"21","Spall 1","5","Spall 1",0.894431845986442,28.5357944302156,"1"
"48x18_1","41_2",39943.2481264623,6878,0.248733151455583,19857,5906,"12","Spall 3","18","Spall 3",1.2437434871833,34.9949210678562,"1"
"48x15_1","41_2",29036.9835857889,6162,0.289469886138959,19884,5458,"21","Spall 1","5","Spall 1",0.902338530262789,31.2054103315723,"1"
"48x16_1","41_2",26931.007917774,6170,0.299794880766502,19865,5547,"21","Spall 1","5","Spall 1",0.83621848924266,28.874705807268,"1"
"48x4_1","41_2",24510.7788765226,5536,0.228184998192627,19608,5203,"20","Dpall 1","13","Dpall 1",0.758695182453457,26.3877732915624,"13"
"49x3_1","41_2",13964.5537041467,4430,0.227055603115625,18002,4383,"20","Dpall 2","15","Dpall 2",0.432725585275613,27.4107314797686,"13"
"49x17_1","41_2",33754.941663512,6738,0.237198831311116,19783,6124,"12","Spall 2","17","Spall 2",1.04765141698306,31.3942709837351,"1"
"49x15_1","41_2",21083.4913397041,5845,0.237293938844584,18991,5476,"21","Spall 1","5","Spall 1",0.652569209039062,25.7124485607456,"2"
"49x16_1","41_2",16640.9375478422,5471,0.371443705789574,18448,5246,"21","Spall 1","5","Spall 1",0.514217984570074,26.8655473502831,"1"
"49x4_1","41_2",24014.6286231837,5508,0.240036451035812,19528,5203,"20","Dpall 1","13","Dpall 1",0.743165320508281,26.4995942626343,"13"
"56x13_1","41_2",32724.3034965735,6053,0.255656615844298,19503,5332,"20","Dpall 2","15","Dpall 2",1.01870224228202,27.5034825935214,"13"
"56x12_1","41_2",48439.4312022148,7229,0.219731222034653,19730,5518,"20","Dpall 1","13","Dpall 1",1.50696362189707,24.2091798215496,"13"
"56x6_1","41_2",19790.7855511633,5219,0.286275832854702,18845,5009,"20","Dpall 2","15","Dpall 2",0.612594777378965,26.7231471257989,"13"
"56x5_1","41_2",3211.32109605805,2520,0.518562552662197,16643,4785,"5","Dpall 2","15","Dpall 2",0.0980932862013728,34.7422348302408,"1"
"37x13_1","41_2",39656.3476557049,6687,0.248004850551422,19818,5706,"20","Spall 2","17","Spall 2",1.23322224197095,25.3709209386494,"2"
"37x17_1","41_2",49287.1455843151,7387,0.337760523484175,19454,5596,"21","Spall 2","17","Spall 2",1.53521978044641,29.8964650928568,"1"
"37x14_1","41_2",35300.5567067891,6429,0.25454256828804,19750,5772,"21","Spall 2","17","Spall 2",1.09622554907122,28.8642918387758,"1"
"37x18_1","41_2",49808.8734296761,7247,0.28787276440518,19327,5376,"21","Spall 1","21","Spall 1",1.55241918130252,35.0877811606891,"1"
"37x15_1","41_2",45022.8629773298,7230,0.339419206379484,19744,5871,"21","Spall 2","17","Spall 2",1.40011313159679,29.2421610873223,"1"
"37x16_1","41_2",41493.4915145845,7089,0.341288443916226,19862,6004,"21","Spall 2","17","Spall 2",1.28904154291791,29.2405415408431,"1"
"37x19_1","41_2",39498.2827251749,6695,0.248728798633692,19726,5708,"21","Spall 1","21","Spall 1",1.22953665607321,36.1358004288114,"1"
"37x8_1","41_2",19479.5767217867,4950,0.195060484647145,18777,4746,"20","Dpall 2","15","Dpall 2",0.604121079887581,27.3352543163837,"13"
"36x13_1","41_2",30001.0798595958,5850,0.270383635909284,19704,5229,"20","Dpall 2","15","Dpall 2",0.932862741672272,35.5452853044517,"1"
"36x17_1","41_2",39661.3902739401,6776,0.246821236289418,19729,5810,"21","Spall 1","21","Spall 1",1.23375775445182,35.1552340321708,"1"
"36x14_1","41_2",25901.350881732,5757,0.23813113446933,19707,5326,"21","Spall 1","21","Spall 1",0.803835734517223,35.2966291450941,"1"
"36x15_1","41_2",40319.2554960395,6942,0.320944508122331,19758,5956,"21","Spall 2","17","Spall 2",1.25234318761136,30.9762093538463,"1"
"36x16_1","41_2",37173.207023478,6828,0.259838422489243,19847,6117,"21","Spall 2","17","Spall 2",1.1549429175617,30.6205532640726,"1"
"44x13_1","41_2",33666.3434722352,6550,0.284821491991302,19793,5866,"21","Spall 1","5","Spall 1",1.04538336412292,26.0305623030461,"2"
"44x17_1","41_2",41575.6838931416,6847,0.252413142138049,19720,5715,"21","Spall 1","21","Spall 1",1.29490067947329,35.3992048367244,"1"
"44x14_1","41_2",20865.4795127159,5843,0.416462406990795,18923,5482,"21","Spall 1","5","Spall 1",0.645891053395295,25.792903928281,"2"
"44x18_1","41_2",45001.6248586706,6911,0.280457660578651,19534,5364,"21","Spall 1","21","Spall 1",1.40190867344441,35.5266473246858,"1"
"44x15_1","41_2",33560.2243763615,6755,0.379979751831592,19744,6114,"21","Spall 1","5","Spall 1",1.04194978409853,28.09018658097,"1"
"44x16_1","41_2",31452.6090647181,6432,0.290783112701767,19625,5789,"21","Spall 1","5","Spall 1",0.976585760698446,31.027294751727,"1"
"44x4_1","41_2",25914.9095916971,5357,0.245719362227682,19764,5017,"20","Dpall 2","15","Dpall 2",0.804245244061416,27.7719911641034,"13"
"44x5_1","41_2",15941.0260167636,4761,0.283050431149542,18441,4621,"20","Dpall 1","13","Dpall 1",0.492104469183637,25.5294733505971,"13"
"44x19_1","41_2",47922.5736851979,7051,0.215553155747478,19337,5246,"21","Spall 1","21","Spall 1",1.49420582455874,35.8861413525329,"1"
"55x13_1","41_2",30265.0573669434,5989,0.298978509111706,19641,5268,"20","Dpall 2","15","Dpall 2",0.940958430353631,27.3964969573981,"13"
"55x12_1","41_2",36797.7469739638,6637,0.158767597279027,19891,5844,"20","Dpall 1","13","Dpall 1",1.14347665032429,25.7337983675762,"13"
"55x6_1","41_2",20692.3860162186,5517,0.227473119774555,18989,5283,"20","Dpall 1","13","Dpall 1",0.639338900688203,24.8693270749233,"13"
"55x5_1","41_2",6246.13201047445,3131,0.31339533808704,17379,4033,"20","Dpall 2","15","Dpall 2",0.193004998251706,27.658514616981,"13"
"35x13_1","41_2",32085.4685842771,5831,0.167394236131842,19415,5102,"20","Dpall 2","15","Dpall 2",0.997722753325653,36.4845014129695,"1"
"35x12_1","41_2",23118.8912824731,5335,0.148487108431765,19357,5024,"15","Dpall 2","15","Dpall 2",0.717019711148249,36.7874193162572,"1"
"35x17_1","41_2",40035.2299061317,6484,0.237412259014695,19638,5417,"14","Dpall 2","15","Dpall 2",1.2473660716127,36.7607481319858,"1"
"35x14_1","41_2",35988.4979771922,6127,0.204152092155419,19642,5414,"21","Spall 1","21","Spall 1",1.11969359602691,35.9519948186401,"1"
"35x11_1","41_2",8581.51967622786,3900,0.368434626346173,17813,4132,"15","Dpall 2","15","Dpall 2",0.265173180232228,36.0216739011975,"1"
"35x18_1","41_2",30355.7053750937,6104,0.260933523998006,19610,5438,"15","Dpall 2","15","Dpall 2",0.943951000099659,36.7137323729964,"1"
"35x15_1","41_2",43567.1363614409,6558,0.306974913054137,19525,5196,"14","Dpall 2","15","Dpall 2",1.3571146294565,36.4216078408706,"1"
"35x16_1","41_2",35963.4552039272,6295,0.202834224434306,19628,5601,"14","Dpall 2","15","Dpall 2",1.11922108501438,36.5214837193053,"1"
"51x4_1","41_2",17654.066853702,4828,0.283425671011384,18590,4669,"20","Dpall 2","15","Dpall 2",0.545718718738787,27.4391865796163,"13"
"61x9_1","41_2",13150.5721955472,4393,0.232128270516109,18218,4359,"20","Dpall 2","15","Dpall 2",0.40733599353563,27.3964110987372,"13"
"61x12_1","41_2",21456.2179484884,5270,0.167398719194634,19068,4950,"20","Dpall 2","15","Dpall 2",0.665768016655753,27.5407893713653,"13"
"61x10_1","41_2",30228.2616209957,5906,0.20248675555673,19746,5338,"20","Dpall 2","15","Dpall 2",0.938942383366834,27.3917441288927,"13"
"61x11_1","41_2",20974.4551479683,5263,0.214994315039705,19031,4978,"20","Dpall 2","15","Dpall 2",0.650521661318096,27.5915722790739,"13"
"53x13_1","41_2",49186.666757329,7039,0.185032206030416,19492,5230,"20","Dpall 1","13","Dpall 1",1.53238471437122,24.8811280706761,"13"
"53x12_1","41_2",49526.2273014508,7067,0.164886735182302,19432,5102,"20","Dpall 1","13","Dpall 1",1.54372497867196,24.8392817743319,"13"
"53x4_1","41_2",23085.4453907572,5353,0.27424760830712,19334,5134,"20","Dpall 2","15","Dpall 2",0.715570677376488,27.3458931606121,"13"
"53x5_1","41_2",13355.8685915751,4553,0.200736015775406,17985,4501,"20","Dpall 1","13","Dpall 1",0.412061103660937,25.9653997840656,"13"
"54x13_1","41_2",49850.820348835,7063,0.300930492810853,19320,5182,"20","Dpall 2","15","Dpall 2",1.55276568937838,26.7107482614103,"13"
"54x12_1","41_2",54271.5734114675,7322,0.207146777166015,19207,4967,"20","Dpall 1","13","Dpall 1",1.69174692853074,25.6852937492358,"13"
"54x4_1","41_2",12451.9028524969,4486,0.467418836068858,18385,4487,"5","Dpall 2","15","Dpall 2",0.384340457592469,35.8160909778164,"1"
"54x5_1","41_2",11513.8865475104,4177,0.328765269270289,18562,4201,"20","Dpall 2","15","Dpall 2",0.356147300511471,27.1033231691197,"13"
"50x3_1","41_2",26964.2713083497,5841,0.268448661217714,19946,5546,"20","Dpall 2","15","Dpall 2",0.835273467217599,35.8399229862251,"1"
"50x4_1","41_2",27091.4600614216,5828,0.246040753078113,20006,5478,"20","Dpall 1","13","Dpall 1",0.839242559722856,26.4140588754267,"13"
"34x13_1","41_2",31197.8498869855,5830,0.210442197684926,19565,5154,"15","Dpall 2","15","Dpall 2",0.970569120472222,36.8893950422454,"1"
"34x12_1","41_2",20589.5947467894,5242,0.19757623997651,18936,5000,"15","Dpall 2","15","Dpall 2",0.638047370587285,36.5221426098065,"1"
"34x17_1","41_2",33049.8252527156,6507,0.248763972024587,19526,5838,"15","Dpall 2","15","Dpall 2",1.02597891187499,36.587011234582,"1"
"34x14_1","41_2",31940.7868173667,5899,0.196733978944058,19463,5180,"15","Dpall 2","15","Dpall 2",0.991989619706947,36.7974986801906,"1"
"34x15_1","41_2",39051.1703624342,6449,0.266112177073646,19644,5470,"15","Dpall 2","15","Dpall 2",1.21469981027975,36.8800354338867,"1"
"34x16_1","41_2",30747.6157815328,6038,0.233770946053224,19570,5356,"15","Dpall 2","15","Dpall 2",0.955952779817939,36.8484206598293,"1"
"45x17_1","41_2",44959.2496070141,6854,0.227393169184836,19523,5329,"21","Spall 1","21","Spall 1",1.40108965435602,35.5766205870983,"1"
"45x14_1","41_2",21747.2718330587,5997,0.282474513527964,19136,5639,"21","Spall 1","5","Spall 1",0.672666677438701,25.8537803604447,"2"
"45x18_1","41_2",47080.9843750789,6868,0.298455604321387,19389,5185,"21","Spall 1","21","Spall 1",1.46815471740122,35.7336146113528,"1"
"45x15_1","41_2",32209.7926316222,6479,0.29023332669669,19633,5800,"21","Spall 1","5","Spall 1",1.00030581352749,29.2096795177935,"1"
"45x16_1","41_2",33834.447298558,6286,0.238929669452669,19614,5580,"21","Spall 1","21","Spall 1",1.05316404546259,35.2991998158653,"1"
"45x4_1","41_2",31746.2925680119,5905,0.236139659873894,19716,5347,"20","Dpall 2","15","Dpall 2",0.984618447911468,27.2041633764304,"13"
"45x20_1","41_2",44851.6007864632,6923,0.291382340961809,19492,5375,"21","Spall 1","21","Spall 1",1.39838059121752,35.8013531489877,"1"
"45x5_1","41_2",13910.5617425797,4606,0.23231817708082,17909,4523,"20","Dpall 1","13","Dpall 1",0.428976997909536,25.3012549299767,"13"
"45x19_1","41_2",49650.0676018543,7190,0.26957552020616,19192,5148,"21","Spall 1","21","Spall 1",1.54810358072141,35.6593019698641,"1"
"60x9_1","41_2",32383.8099957715,6214,0.146209468174263,19665,5554,"20","Dpall 1","13","Dpall 1",1.00487341998195,26.0310681738941,"13"
"60x13_1","41_2",28875.043068697,5912,0.230915480465858,19763,5293,"20","Dpall 2","15","Dpall 2",0.896825901783264,27.2872516909197,"13"
"60x12_1","41_2",39203.5118754029,6693,0.167119336137321,19896,5720,"20","Dpall 1","13","Dpall 1",1.2195824240759,25.7170887457857,"13"
"60x10_1","41_2",34075.2607360783,6485,0.206681150401951,19770,5786,"20","Dpall 1","13","Dpall 1",1.05716463870201,20.976698667862,"4"
"60x11_1","41_2",26538.8298174174,5960,0.218525460499802,19988,5473,"20","Dpall 1","13","Dpall 1",0.821980157398402,21.0843821937142,"4"
"60x8_1","41_2",32200.1147509683,6018,0.281950707885753,19502,5406,"20","Dpall 2","15","Dpall 2",1.00033731426166,27.2960143868479,"13"
"57x13_1","41_2",25260.0595880854,5655,0.220664277388269,19635,5184,"20","Dpall 2","15","Dpall 2",0.785187299889345,27.4646644224925,"13"
"57x12_1","41_2",32801.1113558032,6313,0.235898902024113,19701,5611,"20","Dpall 1","13","Dpall 1",1.01854473861117,24.0661632004386,"13"
"57x6_1","41_2",11533.8128062625,4165,0.346019143439123,18572,4186,"20","Dpall 2","15","Dpall 2",0.356556810055664,27.4220564840311,"13"
"52x13_1","41_2",23738.5805062702,5632,0.221777759555434,19452,5130,"20","Dpall 1","13","Dpall 1",0.736455664130345,25.6366623005464,"13"
"52x12_1","41_2",18335.4251231455,5154,0.157060827097662,18560,4835,"20","Dpall 1","13","Dpall 1",0.567832234125224,25.3125466360038,"13"
"52x4_1","41_2",19600.5968798369,4948,0.263046106599204,18820,4774,"20","Dpall 2","15","Dpall 2",0.608153173861177,27.7729543715983,"13"
"52x5_1","41_2",5888.55646195021,3206,0.224170639402168,17107,4240,"20","Dpall 1","13","Dpall 1",0.18040470458422,26.1182114640024,"13"
"41x13_1","41_2",24736.0336573753,5828,0.191863616617825,19660,5375,"21","Spall 1","5","Spall 1",0.765562342502236,26.3496098555777,"2"
"41x12_1","41_2",22338.7684702422,5678,0.224850517114028,19277,5305,"21","Spall 1","5","Spall 1",0.690842601054049,26.1792215686339,"2"
"41x17_1","41_2",22144.4287478492,5984,0.379337328237406,19249,5666,"21","Spall 1","5","Spall 1",0.686810507080453,31.1932670414589,"1"
"41x14_1","41_2",17594.9020499749,5284,0.347239948033736,18452,5037,"21","Spall 1","5","Spall 1",0.543734172486158,26.0985651444275,"2"
"41x6_1","41_2",18680.3455567655,5077,0.266037348772536,18657,4900,"20","Dpall 2","15","Dpall 2",0.578605485210924,26.7117366611449,"13"
"41x11_1","41_2",7121.11223753635,3698,0.275876931252935,17073,4305,"21","Spall 1","5","Spall 1",0.218583594396701,25.9253836240488,"2"
"41x18_1","41_2",40568.129372893,7179,0.430285701233843,19942,6225,"21","Spall 1","5","Spall 1",1.26169890565947,29.5564748545586,"1"
"41x15_1","41_2",28196.3163994602,6329,0.287149515212414,20004,5760,"21","Spall 1","5","Spall 1",0.874838389333502,25.8516577509763,"2"
"41x16_1","41_2",25185.7907627948,6230,0.409584634746556,19762,5816,"21","Spall 1","5","Spall 1",0.780241684624857,28.5167767470676,"1"
"41x20_1","41_2",30985.1569452284,6532,0.303914050438952,19628,5912,"21","Spall 1","5","Spall 1",0.963040445005899,31.9020090725075,"1"
"41x5_1","41_2",8402.33804754085,3287,0.293831587856941,17977,3669,"20","Dpall 2","15","Dpall 2",0.260574073043595,28.2523382609558,"13"
"41x19_1","41_2",31815.2514272139,6681,0.493854271982844,19692,6068,"21","Spall 1","5","Spall 1",0.987894524265014,29.5706721211125,"1"
"47x3_1","41_2",19204.0568064971,4808,0.364236658021568,18739,4659,"20","Dpall 2","15","Dpall 2",0.595395376522848,27.6771372177841,"13"
"47x17_1","41_2",35141.8310673786,6459,0.278847564708866,19734,5751,"21","Spall 1","21","Spall 1",1.09402049767941,34.8468931384958,"1"
"47x14_1","41_2",22719.4094529342,5910,0.37233760212387,19320,5490,"21","Spall 1","5","Spall 1",0.702371869759798,25.4559914086331,"2"
"47x18_1","41_2",37241.2107164937,6971,0.351079204563205,19930,6271,"21","Spall 1","5","Spall 1",1.15790398657356,29.5786344457855,"1"
"47x15_1","41_2",30134.2182702709,5945,0.259777200670984,19672,5205,"21","Spall 1","21","Spall 1",0.936737331975024,34.7811917837706,"1"
"47x16_1","41_2",29704.5918216845,5969,0.231303493664807,19665,5148,"21","Spall 1","21","Spall 1",0.924200039775876,34.9479491804873,"1"
"47x4_1","41_2",25988.692781791,5646,0.183483751055068,19918,5313,"20","Dpall 1","13","Dpall 1",0.804560251403103,26.4373204835866,"13"
"47x19_1","41_2",37306.967014791,6844,0.301489374791634,19875,6099,"7","Spall 3","18","Spall 3",1.16105405999043,33.8831171836852,"1"
"59x9_1","41_2",13862.623596112,4878,0.282424385009549,17898,4772,"20","Dpall 1","13","Dpall 1",0.427590965606113,24.2880454357426,"13"
"59x13_1","41_2",35976.8136279613,6322,0.215799672437157,19724,5641,"20","Dpall 2","15","Dpall 2",1.1195990938244,27.4607281486018,"13"
"59x12_1","41_2",37921.0839933317,6695,0.159537947558383,19941,5884,"20","Dpall 1","13","Dpall 1",1.17837946378322,24.2407633977727,"13"
"59x7_1","41_2",16593.6432575484,4818,0.32155680802724,18523,4732,"20","Dpall 2","15","Dpall 2",0.514942501455954,27.1164809550129,"13"
"59x10_1","41_2",3638.138185156,2865,0.196010399257096,16323,4809,"4","Dpall 1","13","Dpall 1",0.110567576932183,22.9968204000847,"13"
"59x11_1","41_2",8185.53172795485,4028,0.322137426383858,17472,4328,"20","Dpall 1","13","Dpall 1",0.251186854261319,22.365867361912,"13"
"59x8_1","41_2",50716.4459320758,7234,0.204337578120373,19454,5284,"20","Dpall 1","13","Dpall 1",1.57834428552337,25.9524090021813,"13"
"46x3_1","41_2",16668.5265246331,4690,0.292380791223212,18516,4606,"20","Dpall 2","15","Dpall 2",0.51651753816439,27.3320492317773,"13"
"46x17_1","41_2",36002.1431804186,6360,0.299478197374337,19738,5642,"21","Spall 1","21","Spall 1",1.12098512612783,35.4850127475225,"1"
"46x14_1","41_2",18914.5445123897,5531,0.304098675633967,18657,5241,"21","Spall 1","5","Spall 1",0.585535646728041,25.5892699993295,"2"
"46x21_1","41_2",39974.997308005,6783,0.286064748229253,19724,5760,"21","Spall 1","21","Spall 1",1.24487751361338,36.1260515178614,"1"
"46x18_1","41_2",36409.7534487957,6563,0.230786311535159,19817,5829,"21","Spall 1","21","Spall 1",1.13380592493449,35.2117852862404,"1"
"46x15_1","41_2",25631.2529272235,5778,0.341391925566135,19681,5241,"21","Spall 1","21","Spall 1",0.796716568595094,34.9185427323195,"1"
"46x16_1","41_2",26297.916932948,5796,0.293636838382244,19679,5200,"21","Spall 1","21","Spall 1",0.817916562690638,35.3836161487499,"1"
"46x4_1","41_2",28244.4194726761,5806,0.180355216978378,20067,5399,"20","Dpall 1","13","Dpall 1",0.874491881257647,26.4359311044315,"13"
"46x20_1","41_2",36890.9369542049,6810,0.321331620308677,19857,6049,"21","Spall 1","5","Spall 1",1.14741424209538,35.0962988805008,"1"
"46x19_1","41_2",35201.1337498967,6659,0.368084177506784,19763,5999,"21","Spall 1","21","Spall 1",1.09452450942611,35.04019937898,"1"
"38x9_1","41_2",7624.87869343953,3347,0.205951655075025,17778,3862,"20","Dpall 2","15","Dpall 2",0.236003500391999,27.4549424251309,"13"
"38x13_1","41_2",21697.6056123609,5624,0.194296418936684,19127,5330,"20","Spall 2","17","Spall 2",0.673548697995425,25.8378808366811,"2"
"38x12_1","41_2",3456.460900238,2733,0.16576352208321,16363,4817,"4","Dpall 1","13","Dpall 1",0.104802942579309,24.4209976406866,"13"
"38x17_1","41_2",46378.4968489379,7238,0.240213851002092,19722,5761,"21","Spall 2","17","Spall 2",1.44411965723049,29.860262399956,"1"
"38x14_1","41_2",32228.6002270213,6309,0.234466728180094,19633,5624,"21","Spall 2","17","Spall 2",1.0010933318817,25.9979965524387,"2"
"38x7_1","41_2",23801.4467126533,5304,0.170233555882195,19468,5020,"20","Dpall 2","15","Dpall 2",0.738314207446299,27.429799532152,"13"
"38x18_1","41_2",53480.9969567646,7590,0.243020806271366,19185,5307,"21","Spall 2","17","Spall 2",1.66654634119577,29.5315267878487,"1"
"38x15_1","41_2",31800.818655851,6500,0.414500602392216,19613,5835,"21","Spall 2","17","Spall 2",0.987107005910796,28.4649836872594,"1"
"38x16_1","41_2",34267.6478031498,6679,0.350014228927697,19700,6077,"21","Spall 2","17","Spall 2",1.06384279434578,29.1884243618933,"1"
"38x20_1","41_2",46377.6474300201,7141,0.284879957718549,19524,5572,"21","Spall 1","5","Spall 1",1.44537968659724,35.5917409282665,"1"
"38x19_1","41_2",48434.8038579594,7419,0.223707309445083,19612,5727,"21","Spall 1","5","Spall 1",1.50891666741553,31.488919920073,"1"
"38x8_1","41_2",31718.1631868064,5731,0.206474714935797,19595,5046,"20","Dpall 2","15","Dpall 2",0.985878477278216,27.6422019234294,"13"
"40x13_1","41_2",28086.575060509,6103,0.338275273719969,20004,5535,"21","Spall 2","17","Spall 2",0.871499311511619,26.0016083685262,"2"
"40x12_1","41_2",19310.5793923552,5320,0.195451167379534,18719,5027,"21","Spall 2","17","Spall 2",0.596875911028777,26.224028299669,"2"
"40x17_1","41_2",47427.2736295085,7375,0.305812457772122,19562,5713,"21","Spall 2","17","Spall 2",1.47618740461424,30.8646781795946,"1"
"40x14_1","41_2",24609.82689188,6007,0.290062492589465,19676,5586,"21","Spall 2","17","Spall 2",0.76130974338946,26.0848895049203,"2"
"40x6_1","41_2",19889.3959505464,4819,0.160783628347907,18877,4601,"20","Dpall 2","15","Dpall 2",0.617886900719309,27.8712469257137,"13"
"40x7_1","41_2",34592.4886568165,6249,0.260840945433753,19638,5564,"20","Dpall 1","13","Dpall 1",1.07313551092555,25.9160545013025,"13"
"40x18_1","41_2",50312.0399744473,7624,0.349864050802053,19423,5722,"21","Spall 2","17","Spall 2",1.56612200066591,31.5118749218315,"1"
"40x15_1","41_2",32527.523049604,6717,0.407723005354874,19700,6110,"21","Spall 2","17","Spall 2",1.00963003084143,28.4742826072081,"1"
"40x16_1","41_2",35043.3681531842,6777,0.271434575054406,19822,6203,"21","Spall 2","17","Spall 2",1.08772035084567,29.2095877881709,"1"
"40x20_1","41_2",41002.5338079899,7154,0.332260382349292,19869,6149,"21","Spall 1","5","Spall 1",1.27439370152946,31.8201411440401,"1"
"40x19_1","41_2",34236.3472086111,6835,0.432190173433419,19682,6220,"21","Spall 1","5","Spall 1",1.06434680609248,32.1843902398963,"1"
"40x8_1","41_2",23217.1167981036,5503,0.205584936414683,19427,5179,"20","Dpall 1","13","Dpall 1",0.719539769881746,24.8456216300602,"13"
"43x13_1","41_2",30497.194190067,6367,0.281425852602858,19914,5713,"21","Spall 1","5","Spall 1",0.946471058833156,26.0280520421814,"2"
"43x12_1","41_2",33827.4170465736,6573,0.209962482475063,19788,5847,"21","Spall 1","5","Spall 1",1.04991946984321,26.2828696204427,"2"
"43x17_1","41_2",38701.7035783908,6810,0.273159768833601,19852,5910,"21","Spall 1","5","Spall 1",1.20531259149747,31.6753110796706,"1"
"43x14_1","41_2",22483.2144785192,5900,0.288015074438494,19302,5531,"21","Spall 1","5","Spall 1",0.695536210445187,26.0970376200037,"2"
"43x6_1","41_2",14973.4145885989,4894,0.212120928177673,18208,4806,"20","Dpall 1","13","Dpall 1",0.46120224896413,24.8585342962467,"13"
"43x18_1","41_2",42638.07419001,6879,0.309317464726889,19723,5691,"21","Spall 1","21","Spall 1",1.32766144300875,35.0467210517374,"1"
"43x15_1","41_2",25966.5615977578,6373,0.479417417092249,19876,5890,"21","Spall 1","5","Spall 1",0.803363223504692,28.0776433695417,"1"
"43x16_1","41_2",29350.5997824333,6418,0.315684803429875,19880,5798,"21","Spall 1","5","Spall 1",0.911253238032535,28.2105287051492,"1"
"43x4_1","41_2",23617.8326230481,5286,0.27458620376883,19417,4991,"20","Dpall 2","15","Dpall 2",0.733274089979305,27.667922933237,"13"
"43x5_1","41_2",12392.4204573881,4400,0.299958636184859,18394,4402,"20","Dpall 2","15","Dpall 2",0.383395435567408,26.2521676132472,"13"
"43x19_1","41_2",45240.9157078801,7058,0.262713054447281,19588,5573,"21","Spall 1","21","Spall 1",1.40924834450572,35.5273394406061,"1"
"58x13_1","41_2",40357.536921435,6498,0.308274258908718,19644,5381,"20","Dpall 2","15","Dpall 2",1.25621777791411,27.6359846844521,"13"
"58x12_1","41_2",40353.6956059277,6873,0.217550167353323,19970,5838,"20","Dpall 1","13","Dpall 1",1.25508375148404,24.1200212249104,"13"
"58x7_1","41_2",27218.2234595408,5782,0.219145623334721,19959,5418,"20","Dpall 2","15","Dpall 2",0.844881191139056,26.8832236108709,"13"
"39x9_1","41_2",9770.17872412805,4086,0.120643134367681,18068,4241,"20","Dpall 1","13","Dpall 1",0.300832011311211,25.4324645863637,"13"
"39x13_1","41_2",25535.5676210347,5941,0.292885284906287,19768,5509,"21","Spall 2","17","Spall 2",0.791266941583906,25.9665888115579,"2"
"39x12_1","41_2",17398.3241000762,5265,0.27987835231606,18458,5056,"21","Spall 2","17","Spall 2",0.536741009500704,26.0274145493861,"2"
"39x17_1","41_2",50423.3430036191,7508,0.260164342715696,19448,5623,"21","Spall 2","17","Spall 2",1.57015409463951,30.2232509143613,"1"
"39x14_1","41_2",28363.1504129345,6199,0.280689702809967,19972,5598,"21","Spall 2","17","Spall 2",0.880193514142184,26.1532011385727,"2"
"39x6_1","41_2",10486.3040986717,4158,0.348701048197375,18451,4196,"20","Dpall 2","15","Dpall 2",0.324079553127721,35.728702686314,"1"
"39x7_1","41_2",30615.5355442952,5745,0.193492244093512,19683,5166,"20","Dpall 2","15","Dpall 2",0.950944163085113,27.5414163684857,"13"
"39x10_1","41_2",16727.8823429718,4916,0.302522193238051,18460,4710,"20","Dpall 1","13","Dpall 1",0.51651753816439,24.4319025068999,"13"
"39x11_1","41_2",7292.23933560818,3756,0.27663673002844,17111,4276,"20","Dpall 1","13","Dpall 1",0.224064722142057,20.9479744778653,"4"
"39x18_1","41_2",55507.9031389621,7718,0.282763396633373,18995,5291,"21","Spall 2","17","Spall 2",1.72992581834322,30.2071678380631,"1"
"39x15_1","41_2",32295.5613257256,6643,0.403434592976046,19703,6032,"21","Spall 2","17","Spall 2",1.00276287079265,28.882664117814,"1"
"39x16_1","41_2",34915.8504880227,6773,0.301828534601982,19802,6177,"21","Spall 2","17","Spall 2",1.08428677082128,29.8667815430363,"1"
"39x20_1","41_2",47838.2742169544,7408,0.311998081185768,19585,5763,"21","Spall 1","5","Spall 1",1.48989022397763,32.5901096667794,"1"
"39x19_1","41_2",52205.8064288973,7530,0.319682055084472,19192,5435,"21","Spall 1","5","Spall 1",1.6275484322949,31.8334732311329,"1"
"39x8_1","41_2",32083.8607522415,6107,0.19717606744383,19673,5498,"20","Dpall 1","13","Dpall 1",0.994982189452974,26.0751107253937,"13"
"42x13_1","41_2",29562.9697357362,6321,0.188801858926054,20062,5693,"21","Spall 1","5","Spall 1",0.916356356967866,26.0313781263714,"2"
"42x12_1","41_2",27206.8877969326,6118,0.175562571023053,20074,5597,"21","Spall 1","5","Spall 1",0.842707640481415,26.1784785534747,"2"
"42x17_1","41_2",35169.3017868489,6902,0.29535468516536,19900,6308,"21","Spall 1","5","Spall 1",1.09206745216095,29.8874712571031,"1"
"42x14_1","41_2",19630.6917288116,5558,0.269773479234843,18760,5247,"21","Spall 1","5","Spall 1",0.607019147431103,26.2261022604544,"2"
"42x6_1","41_2",23461.7560907742,5540,0.299645889911297,19457,5274,"20","Dpall 1","13","Dpall 1",0.725619411576308,24.8343681633203,"13"
"42x18_1","41_2",34875.4131468424,6751,0.345487097052929,19814,6134,"21","Spall 1","5","Spall 1",1.08475928183381,30.2774858535773,"1"
